cpc4,isic_rev4_2,probability_weight
"B05C","20",.6483858
"B05C","22",.0299885
"B05C","23",.0293482
"B05C","25",.0412075
"B05C","28",.2060712
"B05C","32",.0449989
"B05D","20",.7553875
"B05D","23",.0252046
"B05D","25",.1850251
"B05D","36",.0343828
"B06B","02",.0571794
"B06B","20",.040253
"B06B","23",.2370781
"B06B","24",.0417679
"B06B","26",.3979588
"B06B","27",.0599488
"B06B","28",.0784585
"B06B","71",.0873554
"B07B","01",.0693233
"B07B","10",.102761
"B07B","16",.1451242
"B07B","22",.0475928
"B07B","23",.0434906
"B07B","24",.0317885
"B07B","28",.5599197
"B07C","10",.0976865
"B07C","16",.0241277
"B07C","23",.0292876
"B07C","26",.1805161
"B07C","28",.6314739
"B07C","38",.0369083
"B08B","20",.105665
"B08B","23",.0276698
"B08B","28",.0878206
"B08B","32",.1192984
"B08B","36",.4160687
"B08B","81",.2434775
"B09B","20",.042328
"B09B","23",.084094
"B09B","28",.0224485
"B09B","36",.2245105
"B09B","38",.0551518
"B09B","43",.5714673
"B09C","20",.1067705
"B09C","23",.0222487
"B09C","36",.7573956
"B09C","43",.1135852
"B21B","24",.8785719
"B21B","25",.0286111
"B21B","28",.092817
"B21C","24",.4443652
"B21C","25",.496392
"B21C","28",.0592428
"B21D","24",.1614732
"B21D","25",.6780308
"B21D","28",.160496
"B21F","24",.3380474
"B21F","25",.3907374
"B21F","28",.2398292
"B21F","31",.031386
"B21G","24",.4605146
"B21G","25",.3995137
"B21G","28",.1399717
"B21H","24",.0996101
"B21H","25",.1251764
"B21H","28",.7752135
"B21J","24",.1006444
"B21J","25",.1625609
"B21J","28",.7367947
"B21K","24",.3209724
"B21K","25",.4314094
"B21K","28",.2476182
"B21L","24",.0951727
"B21L","25",.176001
"B21L","28",.3085182
"B21L","30",.0895901
"B21L","32",.3307181
"B22C","20",.1898099
"B22C","23",.2507121
"B22C","24",.2056471
"B22C","25",.2732307
"B22C","28",.0806003
"B22D","24",.7280124
"B22D","25",.1703641
"B22D","28",.1016235
"B22F","20",.0244692
"B22F","23",.0494349
"B22F","24",.6813012
"B22F","25",.2447947
"B23B","23",.0204089
"B23B","24",.0329082
"B23B","25",.0418618
"B23B","28",.8605589
"B23B","32",.0442622
"B23C","23",.0255872
"B23C","24",.0491068
"B23C","25",.2592626
"B23C","28",.5546663
"B23C","32",.1113771
"B23D","24",.0279187
"B23D","25",.8219261
"B23D","28",.1501553
"B23F","28",1
"B23G","24",.0478918
"B23G","25",.053969
"B23G","28",.8478179
"B23G","32",.0282434
"B23G","33",.0220779
"B23H","23",.029691
"B23H","24",.2649391
"B23H","25",.2714301
"B23H","28",.3652632
"B23H","32",.0375509
"B23H","33",.0311256
"B23K","24",.5389142
"B23K","25",.4388563
"B23K","28",.0222295
"B23P","24",.1704223
"B23P","25",.2609757
"B23P","28",.5454431
"B23P","29",.0231588
"B23Q","28",1
"B24B","20",.1704471
"B24B","23",.0987211
"B24B","25",.0787484
"B24B","26",.0989598
"B24B","27",.0854428
"B24B","28",.3474632
"B24B","32",.1202177
"B24C","20",.2542852
"B24C","23",.1342161
"B24C","24",.2252727
"B24C","25",.0439146
"B24C","28",.261514
"B24C","43",.0807974
"B24D","20",.1312581
"B24D","23",.125754
"B24D","24",.067529
"B24D","25",.3175074
"B24D","32",.3579516
"B25B","25",.4515705
"B25B","28",.5484295
"B25C","28",1
"B25D","28",1
"B25F","25",.4535497
"B25F","27",.2698254
"B25F","28",.2766249
"B25G","25",.86103
"B25G","32",.1145009
"B25G","81",.0244692
"B25H","16",.0807199
"B25H","22",.0608481
"B25H","23",.0302715
"B25H","25",.1676276
"B25H","28",.0519027
"B25H","29",.0355867
"B25H","30",.0244808
"B25H","45",.3538481
"B25H","95",.1947146
"B25J","23",.0237553
"B25J","26",.2797716
"B25J","27",.0323285
"B25J","28",.6641446
"B26B","25",1
"B26D","17",.4041089
"B26D","22",.0316228
"B26D","25",.4556143
"B26D","28",.108654
"B26F","13",.045763
"B26F","17",.6430647
"B26F","22",.0820109
"B26F","24",.0308543
"B26F","25",.1453566
"B26F","28",.0529505
"B27B","16",.7862637
"B27B","25",.113569
"B27B","28",.1001673
"B27C","16",.8712389
"B27C","25",.0382539
"B27C","28",.0905072
"B27D","16",1
"B27F","16",.1344369
"B27F","17",.2448879
"B27F","28",.6206753
"B27G","16",.711955
"B27G","25",.2594103
"B27G","28",.0286348
"B27H","16",1
"B27J","16",.2526429
"B27J","20",.2498057
"B27J","23",.1336682
"B27J","28",.0844238
"B27J","31",.2794593
"B27K","16",.4687729
"B27K","20",.47127
"B27K","35",.0599571
"B27L","16",.9365321
"B27L","25",.0634679
"B27M","16",.9317466
"B27M","31",.0682534
"B27N","16",.9115473
"B27N","20",.0247445
"B27N","35",.0637082
"B28B","23",1
"B28C","23",.9692295
"B28C","28",.0307705
"B28D","23",.5386646
"B28D","25",.103418
"B28D","28",.0913811
"B28D","32",.2665363
"B29B","13",.0415794
"B29B","20",.4506408
"B29B","22",.4231139
"B29B","28",.084666
"B29C","13",.0423314
"B29C","20",.1868214
"B29C","22",.7027457
"B29C","28",.0681016
"B29D","13",.0638962
"B29D","20",.0691994
"B29D","22",.7421484
"B29D","26",.0964258
"B29D","28",.0283302
"B29K","13",.1054247
"B29K","20",.5243087
"B29K","22",.3702666
"B29L","13",.0746499
"B29L","20",.1582076
"B29L","22",.7438728
"B29L","28",.0232697
"B30B","10",.0437113
"B30B","16",.0213956
"B30B","17",.0323625
"B30B","22",.0371966
"B30B","23",.0221921
"B30B","24",.0494965
"B30B","25",.0494623
"B30B","28",.7136579
"B30B","33",.0305252
"B31B","17",.364058
"B31B","20",.047413
"B31B","22",.5207128
"B31B","28",.0678163
"B31C","17",.9447541
"B31C","20",.0552459
"B31D","17",.8245894
"B31D","20",.0658316
"B31D","22",.0745977
"B31D","28",.0349812
"B31F","17",.9735946
"B31F","20",.0264054
"B32B","13",.166531
"B32B","17",.0662326
"B32B","20",.5232456
"B32B","22",.0751968
"B32B","23",.1431188
"B32B","24",.0256752
"B33Y","20",.0410246
"B33Y","28",.9589754
"B41B","17",.1952009
"B41B","18",.152854
"B41B","26",.617928
"B41B","28",.0340171
"B41C","18",1
"B41D","16",.0981611
"B41D","17",.030815
"B41D","18",.2640179
"B41D","20",.1099403
"B41D","90",.4970658
"B41F","13",.0940596
"B41F","17",.1770681
"B41F","18",.6506165
"B41F","28",.0782558
"B41G","13",.2143646
"B41G","17",.4620918
"B41G","18",.2715419
"B41G","22",.0207197
"B41G","28",.0312819
"B41J","17",1
"B41K","17",.335958
"B41K","18",.5163951
"B41K","22",.0947307
"B41K","28",.0529161
"B41L","17",.9454247
"B41L","18",.0219401
"B41L","28",.0326353
"B41M","17",.7257247
"B41M","18",.0419046
"B41M","20",.2323707
"B41N","13",.038565
"B41N","18",.961435
"B41P","13",.1017562
"B41P","17",.0760155
"B41P","18",.7813756
"B41P","28",.0408526
"B42B","17",.3501353
"B42B","18",.6269024
"B42B","28",.0229624
"B42C","17",.2097256
"B42C","18",.744171
"B42C","20",.0461034
"B42D","17",.7290065
"B42D","18",.1264581
"B42D","20",.1154698
"B42D","22",.0290657
"B42F","17",.9247592
"B42F","22",.0752408
"B42P","17",.7496828
"B42P","18",.213806
"B42P","20",.0365113
"B43K","17",.0907003
"B43K","32",.9092997
"B43L","17",.3869096
"B43L","22",.0397216
"B43L","28",.0321686
"B43L","32",.5412002
"B43M","17",.859744
"B43M","20",.0338784
"B43M","28",.1063777
"B44B","16",.0545609
"B44B","17",.0422629
"B44B","25",.0850602
"B44B","28",.0736638
"B44B","32",.1123551
"B44B","90",.6320971
"B44C","13",.0684384
"B44C","16",.0241812
"B44C","17",.4156926
"B44C","20",.2808746
"B44C","22",.0525041
"B44C","23",.1188647
"B44C","25",.0394446
"B44D","17",.0292948
"B44D","20",.5597956
"B44D","22",.0245433
"B44D","32",.2034426
"B44D","90",.1829236
"B44F","13",.0321227
"B44F","16",.050366
"B44F","17",.1395626
"B44F","20",.2471755
"B44F","22",.0855392
"B44F","23",.4136274
"B44F","32",.0316066
"B60B","22",.0477663
"B60B","24",.0338905
"B60B","25",.0324338
"B60B","28",.0554155
"B60B","29",.2058913
"B60B","30",.5909738
"B60B","31",.0336288
"B60C","22",1
"B60D","29",1
"B60F","28",.0466321
"B60F","29",.0724336
"B60F","30",.7202685
"B60F","36",.1606657
"B60G","28",.071427
"B60G","29",.928573
"B60H","27",.0296384
"B60H","28",.0285893
"B60H","29",.8522485
"B60H","35",.049306
"B60H","36",.0402178
"B60J","22",.056967
"B60J","23",.0812612
"B60J","29",.8617718
"B60K","27",.0713944
"B60K","28",.4305657
"B60K","29",.4980399
"B60L","26",.0582006
"B60L","27",.8096645
"B60L","28",.0284287
"B60L","29",.0707676
"B60L","30",.0329386
"B60M","15",.0330793
"B60M","24",.0674631
"B60M","26",.0314205
"B60M","27",.0579261
"B60M","29",.2328869
"B60M","30",.5269336
"B60M","49",.0502907
"B60N","15",.0611469
"B60N","28",.0265868
"B60N","29",.844959
"B60N","31",.0673074
"B60P","28",.0567957
"B60P","29",.8668863
"B60P","30",.076318
"B60Q","26",.1210994
"B60Q","27",.0523382
"B60Q","29",.8265624
"B60R","15",.0968929
"B60R","26",.0220942
"B60R","28",.0294711
"B60R","29",.8287851
"B60R","32",.0227568
"B60S","22",.0638199
"B60S","23",.051418
"B60S","28",.0515644
"B60S","29",.6858971
"B60S","32",.0437431
"B60S","36",.0494479
"B60S","45",.0214394
"B60S","81",.0326703
"B60T","26",.0314425
"B60T","28",.3393432
"B60T","29",.5854334
"B60T","30",.043781
"B60V","30",.8578945
"B60V","36",.1421055
"B60W","26",.0630642
"B60W","27",.1053999
"B60W","28",.3978282
"B60W","29",.4337077
"B60Y","27",.174145
"B60Y","28",.5875767
"B60Y","29",.1257948
"B60Y","30",.1124834
"B61B","28",.4400634
"B61B","29",.2884405
"B61B","30",.1750382
"B61B","49",.0964579
"B61C","27",.0515914
"B61C","28",.2062155
"B61C","29",.0866629
"B61C","30",.6555302
"B61D","29",.0505718
"B61D","30",.9494283
"B61F","30",1
"B61G","28",.0505814
"B61G","30",.9494186
"B61H","28",.0794642
"B61H","30",.9205357
"B61J","28",.1500523
"B61J","29",.1435066
"B61J","30",.706441
"B61K","28",.0210658
"B61K","30",.9789342
"B61L","26",.056458
"B61L","30",.9435419
"B62B","15",.0803094
"B62B","29",.5284334
"B62B","30",.2830392
"B62B","31",.108218
"B62C","15",.9709017
"B62C","25",.0290983
"B62D","28",.1053748
"B62D","29",.8946252
"B62H","30",1
"B62J","15",.0223017
"B62J","30",.9776983
"B62K","25",.0382067
"B62K","30",.9617932
"B62L","15",.0646434
"B62L","28",.0290703
"B62L","30",.9062863
"B62M","28",.0809181
"B62M","30",.9190819
"B63B","30",.8553035
"B63B","36",.1446965
"B63C","15",.0298914
"B63C","30",.5776219
"B63C","36",.3924867
"B63G","25",.1001666
"B63G","27",.0325285
"B63G","28",.0376863
"B63G","30",.3371692
"B63G","36",.4924494
"B63H","28",.0580291
"B63H","30",.8452754
"B63H","36",.0966955
"B63J","27",.0402505
"B63J","28",.0594572
"B63J","30",.6181362
"B63J","36",.2821561
"B64B","30",1
"B64C","30",1
"B64D","30",1
"B64F","30",1
"B64G","30",.7614917
"B64G","51",.2385083
"B65B","10",.0497294
"B65B","17",.1018604
"B65B","22",.3056385
"B65B","28",.5427718
"B65C","11",.0861096
"B65C","17",.1824555
"B65C","20",.3609205
"B65C","22",.0386859
"B65C","25",.031838
"B65C","28",.2999904
"B65D","10",.0478896
"B65D","11",.0825351
"B65D","17",.1608697
"B65D","20",.0590127
"B65D","22",.5990131
"B65D","23",.0269323
"B65D","25",.0237476
"B65F","17",.1317492
"B65F","22",.5184728
"B65F","23",.0259527
"B65F","25",.0295072
"B65F","28",.1021863
"B65F","29",.0666532
"B65F","38",.1254787
"B65G","22",.0218431
"B65G","28",.9781569
"B65H","13",.0211293
"B65H","17",.8999396
"B65H","28",.0789311
"B66B","26",.092763
"B66B","27",.0298184
"B66B","28",.7924125
"B66B","32",.037739
"B66B","33",.0472671
"B66C","28",1
"B66D","28",1
"B66F","25",.5035792
"B66F","28",.4548893
"B66F","31",.0415315
"B67B","11",.7558981
"B67B","22",.0949256
"B67B","25",.0459118
"B67B","28",.1032645
"B67C","11",.7687222
"B67C","22",.0433542
"B67C","28",.1879235
"B67D","10",.0225075
"B67D","11",.8597968
"B67D","19",.0386577
"B67D","36",.0790379
"B68B","14",.0377997
"B68B","15",.9622003
"B68C","13",.5595741
"B68C","14",.15146
"B68C","15",.217651
"B68C","22",.0713148
"B68F","15",.0556174
"B68F","20",.1652789
"B68F","22",.1466067
"B68F","25",.1937391
"B68F","29",.1140053
"B68F","32",.3247525
"B68G","13",.20615
"B68G","31",.7938501
"B81B","20",.089176
"B81B","23",.121754
"B81B","25",.0881212
"B81B","26",.0497647
"B81B","43",.6511841
"B81C","20",.175825
"B81C","23",.1139661
"B81C","25",.1090491
"B81C","43",.6011598
"B82B","20",.5258509
"B82B","21",.055392
"B82B","23",.0324926
"B82B","25",.0720322
"B82B","26",.2399722
"B82B","27",.0287975
"B82B","36",.0454626
"B82Y","20",.4831682
"B82Y","21",.0474671
"B82Y","23",.0509857
"B82Y","25",.1321305
"B82Y","26",.2424207
"B82Y","36",.0438278
"C01B","19",.0242313
"C01B","20",.3180841
"C01B","25",.0310123
"C01B","35",.4101035
"C01B","36",.2165688
"C01C","20",.82309
"C01C","35",.0853685
"C01C","36",.0915416
"C01D","10",.0240815
"C01D","11",.5553405
"C01D","20",.2510646
"C01D","36",.1695134
"C01F","01",.0946671
"C01F","10",.1577614
"C01F","11",.1727642
"C01F","20",.3420751
"C01F","25",.0346268
"C01F","36",.1981054
"C01G","20",.4609154
"C01G","25",.2303506
"C01G","27",.0705416
"C01G","36",.2381924
"C01P","01",.0327017
"C01P","10",.0237711
"C01P","20",.5466961
"C01P","25",.1708748
"C01P","27",.0435172
"C01P","36",.182439
"C02F","20",.0506222
"C02F","36",.8900517
"C02F","37",.0593262
"C03B","23",.959644
"C03B","28",.040356
"C03C","20",.03667
"C03C","23",.96333
"C04B","20",.0553567
"C04B","23",.8950157
"C04B","24",.0496277
"C05B","20",.9378293
"C05B","36",.0621707
"C05C","20",.9377361
"C05C","36",.0622639
"C05D","01",.1078577
"C05D","08",.0351542
"C05D","20",.6296095
"C05D","23",.0214956
"C05D","36",.2058829
"C05F","01",.1378639
"C05F","08",.0242531
"C05F","20",.4873647
"C05F","36",.3191209
"C05F","37",.0313974
"C05G","01",.0841598
"C05G","20",.8094664
"C05G","36",.1063739
"C06B","20",1
"C06C","20",.9447158
"C06C","22",.0552842
"C06D","20",.8796054
"C06D","28",.1203946
"C06F","19",.9368688
"C06F","20",.0631311
"C07B","20",.5644513
"C07B","21",.3888731
"C07B","36",.0466756
"C07C","19",.1085945
"C07C","20",.6762296
"C07C","21",.1245908
"C07C","36",.090585
"C07D","20",.0555681
"C07D","21",.9335487
"C07D","87",.0108832
"C07F","20",.739297
"C07F","21",.2291293
"C07F","36",.0315737
"C07G","08",.0399982
"C07G","10",.0669779
"C07G","20",.4352798
"C07G","21",.2135492
"C07G","36",.2441949
"C07H","10",.1919023
"C07H","20",.0839789
"C07H","21",.7241188
"C07J","20",.0622975
"C07J","21",.9377025
"C07K","10",.0407811
"C07K","21",.9592189
"C08B","10",.5619215
"C08B","20",.3426494
"C08B","21",.0384312
"C08B","36",.0569978
"C08C","20",.9599774
"C08C","22",.0400225
"C08F","20",.9784482
"C08F","36",.0215517
"C08G","20",.9718133
"C08G","36",.0281867
"C08H","10",.1348597
"C08H","20",.7157497
"C08H","36",.1493905
"C08J","20",.9388013
"C08J","36",.0611986
"C08K","20",.9635304
"C08K","23",.0364696
"C08L","20",.9763772
"C08L","23",.0236228
"C09B","10",.0322631
"C09B","13",.0818117
"C09B","14",.0823216
"C09B","17",.1125416
"C09B","20",.6707458
"C09B","25",.0203162
"C09C","17",.1375738
"C09C","20",.5478931
"C09C","23",.0803662
"C09C","25",.2341669
"C09D","17",.0276509
"C09D","20",.9322876
"C09D","25",.0400615
"C09F","16",.0249107
"C09F","17",.1758206
"C09F","20",.7362887
"C09F","25",.0629801
"C09G","20",.9527903
"C09G","31",.0235475
"C09G","43",.0236622
"C09H","10",.2114371
"C09H","17",.0687702
"C09H","20",.7197927
"C09J","20",1
"C09K","10",.0296771
"C09K","20",.8824341
"C09K","23",.0878888
"C10B","19",1
"C10C","06",.0303665
"C10C","08",.0528775
"C10C","19",.5154368
"C10C","20",.0323913
"C10C","23",.2553218
"C10C","35",.0676011
"C10C","36",.046005
"C10F","05",.1698195
"C10F","35",.5262346
"C10F","36",.2478476
"C10F","38",.0560983
"C10G","06",.0449343
"C10G","19",.9058752
"C10G","35",.0491904
"C10H","28",.021305
"C10H","29",.045216
"C10H","36",.933479
"C10J","05",.0955596
"C10J","19",.2196078
"C10J","20",.0219277
"C10J","28",.0601297
"C10J","35",.5009752
"C10J","36",.1018001
"C10K","05",.0892328
"C10K","19",.2811573
"C10K","20",.0793452
"C10K","28",.0283622
"C10K","35",.3441814
"C10K","36",.177721
"C10L","05",.0209871
"C10L","19",.8796281
"C10L","20",.0706028
"C10L","36",.028782
"C10M","19",.0734533
"C10M","20",.8529058
"C10M","25",.0219966
"C10M","28",.0206351
"C10M","36",.0310091
"C10N","19",.092353
"C10N","20",.8168501
"C10N","25",.0303096
"C10N","28",.0348531
"C10N","36",.0256342
"C11B","01",.3489669
"C11B","10",.5173278
"C11B","20",.104804
"C11B","35",.0289012
"C11C","10",.3254447
"C11C","19",.1701226
"C11C","20",.105078
"C11C","32",.3993548
"C11D","20",1
"C12C","10",.0485481
"C12C","11",.951452
"C12F","10",.1490699
"C12F","11",.8156155
"C12F","36",.0353146
"C12G","10",.0708174
"C12G","11",.9291826
"C12H","11",1
"C12J","10",.873542
"C12J","11",.0918245
"C12J","20",.0346336
"C12L","11",1
"C12M","01",.0548552
"C12M","10",.0530907
"C12M","20",.0928073
"C12M","22",.1839533
"C12M","26",.0214513
"C12M","28",.038432
"C12M","35",.104924
"C12M","36",.4504862
"C12N","01",.1181294
"C12N","10",.4435587
"C12N","20",.0451071
"C12N","21",.3932048
"C12P","10",.7234775
"C12P","20",.1428608
"C12P","21",.1113368
"C12P","36",.0223249
"C12Q","10",.4668517
"C12Q","20",.1911781
"C12Q","21",.3419703
"C12R","10",.5729669
"C12R","20",.0530231
"C12R","21",.37401
"C12Y","10",.8113987
"C12Y","17",.0281369
"C12Y","20",.0333825
"C12Y","21",.1270819
"C13B","01",.0565262
"C13B","10",.9434738
"C13K","01",.0271029
"C13K","10",.9097135
"C13K","20",.0359244
"C13K","36",.0272592
"C14B","13",.0693824
"C14B","14",.6010349
"C14B","15",.0778277
"C14B","20",.0227948
"C14B","28",.2289601
"C14C","10",.0240572
"C14C","14",.153947
"C14C","15",.0873044
"C14C","20",.7346914
"C21B","24",.9122295
"C21B","28",.0877705
"C21C","24",.9635729
"C21C","28",.0364272
"C21D","24",1
"C22B","07",.2740235
"C22B","20",.0208277
"C22B","24",.6750314
"C22B","25",.0301174
"C22C","24",1
"C22F","24",.8679923
"C22F","25",.09211
"C22F","28",.0398977
"C23C","20",.1143276
"C23C","23",.0235345
"C23C","24",.606178
"C23C","25",.2559599
"C23D","20",.2878165
"C23D","23",.1442142
"C23D","24",.4251859
"C23D","25",.1427834
"C23F","20",.2665127
"C23F","23",.0276857
"C23F","24",.6323585
"C23F","25",.0734431
"C23G","20",.150948
"C23G","24",.8176293
"C23G","25",.0314227
"C25B","20",.3340924
"C25B","24",.4668442
"C25B","25",.1990633
"C25C","24",.9059337
"C25C","25",.0940663
"C25D","20",.0630841
"C25D","24",.5915772
"C25D","25",.3453388
"C25F","18",.3364554
"C25F","20",.0721797
"C25F","24",.5084857
"C25F","25",.0828792
