Year,Country,CountryCode,Variable,VariableCode,UnconsolidatedVariableCode,UnconsolidatedVariableName,ActivityCode,Activity,ActivityCombination,Value,UnitType,ValueUSD,Metadata
2017,Ukraine,804,Value added,20,18,Value added at factor values,08,Other mining and quarrying,08,1.0598E10,M,3.9847189525E8,
2018,Ukraine,804,Value added,20,18,Value added at factor values,08,Other mining and quarrying,08,1.2182E10,M,4.4785954607E8,
2019,Ukraine,804,Value added,20,18,Value added at factor values,08,Other mining and quarrying,08,1.2398E10,M,4.796950257E8,
2020,Ukraine,804,Value added,20,18,Value added at factor values,08,Other mining and quarrying,08,1.448E10,M,5.3714131906E8,
2021,Ukraine,804,Value added,20,18,Value added at factor values,08,Other mining and quarrying,08,1.91396E10,M,7.0143913104E8,
2022,Ukraine,804,Value added,20,18,Value added at factor values,08,Other mining and quarrying,08,6.3582E9,M,1.9659083018E8,
2023,Ukraine,804,Value added,20,18,Value added at factor values,08,Other mining and quarrying,08,6.596E9,M,1.8034764113E8,
2012,Ukraine,804,Value added,20,18,Value added at factor values,09,Mining support service activities,09,4.43E8,M,5.543716585E7,
2013,Ukraine,804,Value added,20,18,Value added at factor values,09,Mining support service activities,09,2.15E8,M,2.689853622E7,
2014,Ukraine,804,Value added,20,18,Value added at factor values,09,Mining support service activities,09,8.35E8,M,7.024682041E7,
2016,Ukraine,804,Value added,20,18,Value added at factor values,09,Mining support service activities,09,1.005E9,M,3.933258436E7,
2017,Ukraine,804,Value added,20,18,Value added at factor values,09,Mining support service activities,09,2.123E9,M,7.982221491E7,
2018,Ukraine,804,Value added,20,18,Value added at factor values,09,Mining support service activities,09,4.9E9,M,1.8014380034E8,
2019,Ukraine,804,Value added,20,18,Value added at factor values,09,Mining support service activities,09,6.223E9,M,2.4077610461E8,
2020,Ukraine,804,Value added,20,18,Value added at factor values,09,Mining support service activities,09,5.942E9,M,2.2042083687E8,
2021,Ukraine,804,Value added,20,18,Value added at factor values,09,Mining support service activities,09,4.7417E9,M,1.7377656417E8,
2022,Ukraine,804,Value added,20,18,Value added at factor values,09,Mining support service activities,09,3.2002E9,M,9.894781145E7,
2023,Ukraine,804,Value added,20,18,Value added at factor values,09,Mining support service activities,09,6.0689E9,M,1.6593568818E8,
2012,Ukraine,804,Value added,20,18,Value added at factor values,10,Food products,10,5.26169E10,M,6.58449618941E9,
2013,Ukraine,804,Value added,20,18,Value added at factor values,10,Food products,10,4.82936E10,M,6.0419867384E9,
2014,Ukraine,804,Value added,20,18,Value added at factor values,10,Food products,10,7.19935E10,M,6.05666402982E9,
2015,Ukraine,804,Value added,20,18,Value added at factor values,10,Food products,10,7.64084E10,M,3.49780070203E9,
2016,Ukraine,804,Value added,20,18,Value added at factor values,10,Food products,10,8.85232E10,M,3.46452361352E9,
2017,Ukraine,804,Value added,20,18,Value added at factor values,10,Food products,10,1.135045E11,M,4.26763099021E9,
2018,Ukraine,804,Value added,20,18,Value added at factor values,10,Food products,10,1.025659E11,M,3.77073694108E9,
2019,Ukraine,804,Value added,20,18,Value added at factor values,10,Food products,10,1.100879E11,M,4.25944652526E9,
2020,Ukraine,804,Value added,20,18,Value added at factor values,10,Food products,10,1.273244E11,M,4.72314890641E9,
2021,Ukraine,804,Value added,20,18,Value added at factor values,10,Food products,10,1.443052E11,M,5.28858043491E9,
2022,Ukraine,804,Value added,20,18,Value added at factor values,10,Food products,10,1.391805E11,M,4.30335787477E9,
2023,Ukraine,804,Value added,20,18,Value added at factor values,10,Food products,10,1.781092E11,M,4.86985659246E9,
2012,Ukraine,804,Value added,20,18,Value added at factor values,11,Beverages,11,1.16114E10,M,1.4530544189E9,
2013,Ukraine,804,Value added,20,18,Value added at factor values,11,Beverages,11,3.0282E9,M,3.7885649944E8,
2014,Ukraine,804,Value added,20,18,Value added at factor values,11,Beverages,11,8.7609E9,M,7.3703636993E8,
2015,Ukraine,804,Value added,20,18,Value added at factor values,11,Beverages,11,1.29451E10,M,5.9259688552E8,
2016,Ukraine,804,Value added,20,18,Value added at factor values,11,Beverages,11,1.22632E10,M,4.7994363034E8,
2017,Ukraine,804,Value added,20,18,Value added at factor values,11,Beverages,11,1.47585E10,M,5.5490162918E8,
2018,Ukraine,804,Value added,20,18,Value added at factor values,11,Beverages,11,1.15702E10,M,4.2536730586E8,
2019,Ukraine,804,Value added,20,18,Value added at factor values,11,Beverages,11,1.51143E10,M,5.8479226706E8,
2020,Ukraine,804,Value added,20,18,Value added at factor values,11,Beverages,11,1.77085E10,M,6.569038017E8,
2021,Ukraine,804,Value added,20,18,Value added at factor values,11,Beverages,11,1.8656E10,M,6.8371587852E8,
2022,Ukraine,804,Value added,20,18,Value added at factor values,11,Beverages,11,1.99179E10,M,6.1584670133E8,
2023,Ukraine,804,Value added,20,18,Value added at factor values,11,Beverages,11,2.75346E10,M,7.5285023643E8,
2012,Ukraine,804,Value added,20,18,Value added at factor values,12,Tobacco products,12,4.0587E9,M,5.0790705427E8,
2013,Ukraine,804,Value added,20,18,Value added at factor values,12,Tobacco products,12,-1.03769E10,M,-1.29824846741E9,
2014,Ukraine,804,Value added,20,18,Value added at factor values,12,Tobacco products,12,5.388E9,M,4.5328127946E8,
2015,Ukraine,804,Value added,20,18,Value added at factor values,12,Tobacco products,12,6.2145E9,M,2.8448550765E8,
2016,Ukraine,804,Value added,20,18,Value added at factor values,12,Tobacco products,12,2.1867E9,M,8.558065892E7,
2017,Ukraine,804,Value added,20,18,Value added at factor values,12,Tobacco products,12,4.0507E9,M,1.5230138763E8,
2018,Ukraine,804,Value added,20,18,Value added at factor values,12,Tobacco products,12,7.5216E9,M,2.7652440993E8,
2019,Ukraine,804,Value added,20,18,Value added at factor values,12,Tobacco products,12,9.2883E9,M,3.5937661778E8,
2020,Ukraine,804,Value added,20,18,Value added at factor values,12,Tobacco products,12,9.6622E9,M,3.5842312521E8,
2021,Ukraine,804,Value added,20,18,Value added at factor values,12,Tobacco products,12,2.44157E10,M,8.948006955E8,
2022,Ukraine,804,Value added,20,18,Value added at factor values,12,Tobacco products,12,3.4494E9,M,1.0665289069E8,
2023,Ukraine,804,Value added,20,18,Value added at factor values,12,Tobacco products,12,5.6873E9,M,1.5550199203E8,
2012,Ukraine,804,Value added,20,18,Value added at factor values,13,Textiles,13,1.1831E9,M,1.4805352352E8,
2013,Ukraine,804,Value added,20,18,Value added at factor values,13,Textiles,13,1.0711E9,M,1.3400475416E8,
2014,Ukraine,804,Value added,20,18,Value added at factor values,13,Textiles,13,1.8395E9,M,1.5475332471E8,
2015,Ukraine,804,Value added,20,18,Value added at factor values,13,Textiles,13,2.1951E9,M,1.0048662609E8,
2016,Ukraine,804,Value added,20,18,Value added at factor values,13,Textiles,13,2.4303E9,M,9.511440773E7,
2017,Ukraine,804,Value added,20,18,Value added at factor values,13,Textiles,13,2.2328E9,M,8.395056121E7,
2018,Ukraine,804,Value added,20,18,Value added at factor values,13,Textiles,13,3.6357E9,M,1.3366302345E8,
2019,Ukraine,804,Value added,20,18,Value added at factor values,13,Textiles,13,4.0079E9,M,1.5507095447E8,
2020,Ukraine,804,Value added,20,18,Value added at factor values,13,Textiles,13,4.4613E9,M,1.6549368555E8,
2021,Ukraine,804,Value added,20,18,Value added at factor values,13,Textiles,13,4.7619E9,M,1.7451686546E8,
2022,Ukraine,804,Value added,20,18,Value added at factor values,13,Textiles,13,5.1028E9,M,1.577747929E8,
2023,Ukraine,804,Value added,20,18,Value added at factor values,13,Textiles,13,6.6169E9,M,1.8091908833E8,
2012,Ukraine,804,Value added,20,18,Value added at factor values,14,Wearing apparel,14,2.4069E9,M,3.0120025844E8,
2013,Ukraine,804,Value added,20,18,Value added at factor values,14,Wearing apparel,14,2.4232E9,M,3.0316526961E8,
2014,Ukraine,804,Value added,20,18,Value added at factor values,14,Wearing apparel,14,2.8703E9,M,2.4147239355E8,
2015,Ukraine,804,Value added,20,18,Value added at factor values,14,Wearing apparel,14,3.3741E9,M,1.5445853268E8,
2016,Ukraine,804,Value added,20,18,Value added at factor values,14,Wearing apparel,14,4.5533E9,M,1.7820204612E8,
2017,Ukraine,804,Value added,20,18,Value added at factor values,14,Wearing apparel,14,5.8133E9,M,2.1857300138E8,
2018,Ukraine,804,Value added,20,18,Value added at factor values,14,Wearing apparel,14,7.2494E9,M,2.66517238E8,
2019,Ukraine,804,Value added,20,18,Value added at factor values,14,Wearing apparel,14,7.7445E9,M,2.9964495294E8,
2020,Ukraine,804,Value added,20,18,Value added at factor values,14,Wearing apparel,14,7.3312E9,M,2.7195375955E8,
2021,Ukraine,804,Value added,20,18,Value added at factor values,14,Wearing apparel,14,8.5199E9,M,3.1224222306E8,
2022,Ukraine,804,Value added,20,18,Value added at factor values,14,Wearing apparel,14,9.5134E9,M,2.9414727498E8,
2023,Ukraine,804,Value added,20,18,Value added at factor values,14,Wearing apparel,14,1.41874E10,M,3.8791148026E8,
2012,Ukraine,804,Value added,20,18,Value added at factor values,15,Leather and related products,15,1.181E9,M,1.4779072883E8,
2013,Ukraine,804,Value added,20,18,Value added at factor values,15,Leather and related products,15,1.1105E9,M,1.3893406731E8,
2014,Ukraine,804,Value added,20,18,Value added at factor values,15,Leather and related products,15,1.8242E9,M,1.5346616741E8,
2015,Ukraine,804,Value added,20,18,Value added at factor values,15,Leather and related products,15,2.6723E9,M,1.2233174384E8,
2016,Ukraine,804,Value added,20,18,Value added at factor values,15,Leather and related products,15,2.7463E9,M,1.0748166808E8,
2017,Ukraine,804,Value added,20,18,Value added at factor values,15,Leather and related products,15,3.2523E9,M,1.2228251981E8,
2018,Ukraine,804,Value added,20,18,Value added at factor values,15,Leather and related products,15,3.7798E9,M,1.3896072174E8,
2019,Ukraine,804,Value added,20,18,Value added at factor values,15,Leather and related products,15,3.8922E9,M,1.5059436837E8,
2020,Ukraine,804,Value added,20,18,Value added at factor values,15,Leather and related products,15,3.5118E9,M,1.3027160803E8,
2021,Ukraine,804,Value added,20,18,Value added at factor values,15,Leather and related products,15,4.3255E9,M,1.5852342584E8,
2022,Ukraine,804,Value added,20,18,Value added at factor values,15,Leather and related products,15,5.0226E9,M,1.5529506836E8,
2023,Ukraine,804,Value added,20,18,Value added at factor values,15,Leather and related products,15,6.7435E9,M,1.8438058186E8,
2012,Ukraine,804,Value added,20,18,Value added at factor values,16,"Wood products, excluding furniture",16,2.6625E9,M,3.3318612659E8,
2013,Ukraine,804,Value added,20,18,Value added at factor values,16,"Wood products, excluding furniture",16,2.5464E9,M,3.1857875641E8,
2014,Ukraine,804,Value added,20,18,Value added at factor values,16,"Wood products, excluding furniture",16,4.6354E9,M,3.8996660037E8,
2015,Ukraine,804,Value added,20,18,Value added at factor values,16,"Wood products, excluding furniture",16,6.1373E9,M,2.8095146932E8,
2016,Ukraine,804,Value added,20,18,Value added at factor values,16,"Wood products, excluding furniture",16,7.4303E9,M,2.9079890702E8,
2017,Ukraine,804,Value added,20,18,Value added at factor values,16,"Wood products, excluding furniture",16,1.15009E10,M,4.3241983582E8,
2018,Ukraine,804,Value added,20,18,Value added at factor values,16,"Wood products, excluding furniture",16,1.29098E10,M,4.7461641503E8,
2019,Ukraine,804,Value added,20,18,Value added at factor values,16,"Wood products, excluding furniture",16,1.28513E10,M,4.9723380254E8,
2020,Ukraine,804,Value added,20,18,Value added at factor values,16,"Wood products, excluding furniture",16,1.38352E10,M,5.1322220839E8,
2021,Ukraine,804,Value added,20,18,Value added at factor values,16,"Wood products, excluding furniture",16,2.0355E10,M,7.4598181322E8,
2022,Ukraine,804,Value added,20,18,Value added at factor values,16,"Wood products, excluding furniture",16,1.89903E10,M,5.8716599703E8,
2023,Ukraine,804,Value added,20,18,Value added at factor values,16,"Wood products, excluding furniture",16,2.25063E10,M,6.1536660334E8,
2012,Ukraine,804,Value added,20,18,Value added at factor values,17,Paper and paper products,17,4.5478E9,M,5.691131893E8,
2013,Ukraine,804,Value added,20,18,Value added at factor values,17,Paper and paper products,17,4.3562E9,M,5.4500187664E8,
2014,Ukraine,804,Value added,20,18,Value added at factor values,17,Paper and paper products,17,6.4402E9,M,5.4180068596E8,
2015,Ukraine,804,Value added,20,18,Value added at factor values,17,Paper and paper products,17,8.0585E9,M,3.6889958378E8,
2016,Ukraine,804,Value added,20,18,Value added at factor values,17,Paper and paper products,17,1.04089E10,M,4.0737207693E8,
2017,Ukraine,804,Value added,20,18,Value added at factor values,17,Paper and paper products,17,9.9999E9,M,3.7598406353E8,
2018,Ukraine,804,Value added,20,18,Value added at factor values,17,Paper and paper products,17,1.14255E10,M,4.2004754914E8,
2019,Ukraine,804,Value added,20,18,Value added at factor values,17,Paper and paper products,17,1.05534E10,M,4.0832501083E8,
2020,Ukraine,804,Value added,20,18,Value added at factor values,17,Paper and paper products,17,1.18312E10,M,4.3888303688E8,
2021,Ukraine,804,Value added,20,18,Value added at factor values,17,Paper and paper products,17,1.37483E10,M,5.0385565034E8,
2022,Ukraine,804,Value added,20,18,Value added at factor values,17,Paper and paper products,17,1.01459E10,M,3.1370370606E8,
2023,Ukraine,804,Value added,20,18,Value added at factor values,17,Paper and paper products,17,1.4561E10,M,3.9812644065E8,
