STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,TECH,Technology domain,UNIT_MEASURE,Unit of measure,SIZE,Family size,SEX,Sex,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,CZE,Czechia,A,Annual,TRA_RA,Rail transport,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,1,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,CZE,Czechia,A,Annual,GOODS_MIN_CER,Production of ceramic materials or ceramic elements,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,1,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,CZE,Czechia,A,Annual,WAT_WASTE_GHG,Enabling technologies or technologies with a potential or indirect contribution to GHG emissions mitigation,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,1,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,CZE,Czechia,A,Annual,ENE_NUC_FU,Nuclear fusion reactors,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,1,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,CZE,Czechia,A,Annual,ENE_OTHER,Other energy conversion or management systems reducing GHG emissions,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,1,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,CZE,Czechia,A,Annual,ENE_ENA_STO_BA,Batteries,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,1,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,CZE,Czechia,A,Annual,WAT_WASTE_REC_ELEC,Recycling of waste of electrical or electronic equipment (WEEE),PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,1,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,CZE,Czechia,A,Annual,TRA_RO_HY,Hybrid vehicles,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,1,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,CZE,Czechia,A,Annual,GHG_N20,Capture or disposal of nitrous oxide (N2O),PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,1,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,DNK,Denmark,A,Annual,ENE_ENA_STO_MEC,"Mechanical energy storage, e.g. flywheels or pressurised fluids",PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,1,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,DNK,Denmark,A,Annual,TRA_EN,Enabling technologies in transport,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,1,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,DNK,Denmark,A,Annual,GOODS_MIN_GLASS,Glass production,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,1,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,DNK,Denmark,A,Annual,BUILD_ARC,Architectural or constructional elements improving the thermal performance of buildings,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,1,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,DNK,Denmark,A,Annual,ENE_RE_SOPV,Solar thermal-PV hybrids,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,1,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,FIN,Finland,A,Annual,GHG,"Capture, storage, sequestration or disposal of greenhouse gases",PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,1,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,FIN,Finland,A,Annual,WAT_WASTE_ORG,Bio-organic fraction processing; Production of fertilisers from the organic fraction of waste or refuse,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,1,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,FIN,Finland,A,Annual,GOODS_MET_GHG,Reduction of greenhouse gas (GHG) emissions,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,1,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,FIN,Finland,A,Annual,TRA_AIR,Aeronautics or air transport,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,1,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,FIN,Finland,A,Annual,ENE_OTHER,Other energy conversion or management systems reducing GHG emissions,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,1,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,FIN,Finland,A,Annual,WAT_WASTE_WASTE_SEP,Waste processing or separation,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,1,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,FIN,Finland,A,Annual,GOODS_MIN_CEM,Production of cement,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,1,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,FIN,Finland,A,Annual,ENE_ENA_STO_MEC,"Mechanical energy storage, e.g. flywheels or pressurised fluids",PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,1,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,FIN,Finland,A,Annual,GHG_CO2,Capture or disposal of carbon dioxide (CO2),PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,1,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,FIN,Finland,A,Annual,GOODS_MIN_LIME,Production or processing of lime,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,1,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,FIN,Finland,A,Annual,ENE_ENA_HY,Hydrogen technology,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,1,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,FIN,Finland,A,Annual,GOODS_CHEM_GHG,"Reduction of greenhouse gas [GHG] emissions, e.g. CO2",PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,1,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,FIN,Finland,A,Annual,ENE_RE_GEO,Geothermal energy,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,1,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,FRA,France,A,Annual,GOODS_AGR_LIVE,Livestock or poultry management,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,1,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,FRA,France,A,Annual,BUILD_ENE_LIFT,"Energy efficient elevators, escalators and moving walkways, e.g. energy saving or recuperation technologies",PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,1,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,FRA,France,A,Annual,GOODS_MET_GHG,Reduction of greenhouse gas (GHG) emissions,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,1,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,FRA,France,A,Annual,WAT_WASTE_REC_GL,Glass recycling,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,1,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,FRA,France,A,Annual,WAT_WASTE_REC_PA,Paper recycling,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,1,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,FRA,France,A,Annual,GOODS_CHEM_BULK,Improvements relating to the production of bulk chemicals,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,1,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,DEU,Germany,A,Annual,WAT_WASTE_REC_GL,Glass recycling,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,1,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,DEU,Germany,A,Annual,GOODS_AGR_SAVE,"Measures for saving energy, e.g. in green houses",PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,1,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,GRC,Greece,A,Annual,BUILD_ENE_HVAC,"Energy efficient heating, ventilation or air conditioning [HVAC]",PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,1,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,GRC,Greece,A,Annual,WAT_WASTE_REC_NUC,Use of waste materials as fillers for mortars or concrete,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,1,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,GRC,Greece,A,Annual,TRA_RO_CO,Conventional vehicles (based on internal combustion engine),PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,1,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,GRC,Greece,A,Annual,ENE_COM,"Combustion technologies with mitigation potential (e.g. using fossil fuels, biomass, waste, etc.)",PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,1,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,GRC,Greece,A,Annual,GOODS_SEC,Climate change mitigation technologies for sector-wide applications,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,1,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,GRC,Greece,A,Annual,GOODS_OIL_BIO,Bio-feedstock,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,1,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,GRC,Greece,A,Annual,WAT_WASTE_GHG,Enabling technologies or technologies with a potential or indirect contribution to GHG emissions mitigation,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,1,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,GRC,Greece,A,Annual,ENE_COM_OUT,"Technologies for improved output efficiency (combined heat and power, combined cycles, etc.)",PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,1,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,GRC,Greece,A,Annual,WAT_WASTE_REC_ELEC,Recycling of waste of electrical or electronic equipment (WEEE),PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,1,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,GRC,Greece,A,Annual,GOODS_OIL,Technologies relating to oil refining and petrochemical industry,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,1,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,GRC,Greece,A,Annual,WAT_WASTE_REC_PACK,"Packaging reuse or recycling, e.g. of multilayer packaging",PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,1,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,GRC,Greece,A,Annual,GOODS_AGR_GHG,Reduction of greenhouse gas [GHG] emissions in agriculture,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,1,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,HUN,Hungary,A,Annual,ENE_RE_GEO,Geothermal energy,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,1,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,HUN,Hungary,A,Annual,ENE_RE_HY,Hydro energy,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,1,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,HUN,Hungary,A,Annual,GOODS_AGR_FOOD,"Food processing, e.g. use of renewable energies or variable speed drives in handling, conveying or stacking",PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,1,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,HUN,Hungary,A,Annual,GOODS_PROC,Process efficiency,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,1,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,HUN,Hungary,A,Annual,TRA_EN,Enabling technologies in transport,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,1,,A,Normal value,0,Units,2,Two
