isic_rev3_4,cpc3,probability_weight
"1551","C11",.4244488
"1551","C14",.022574
"1551","Y10",.1670397
"1552","A47",.0336186
"1552","B65",.0729178
"1552","B67",.2896663
"1552","C12",.4877248
"1552","F25",.1160726
"1553","B67",.7372564
"1553","C12",.2627436
"1554","A22",.0230574
"1554","A23",.0452071
"1554","A61",.0260631
"1554","B01",.0356111
"1554","B31",.0546426
"1554","B65",.0867892
"1554","B67",.4392208
"1554","C01",.170937
"1554","C07",.0290602
"1554","D21",.0536863
"1554","Y10",.0357253
"1600","A24",1
"1711","D01",.1418494
"1711","D02",.8581505
"1712","D06",1
"1721","A41",.0310348
"1721","A47",.060403
"1721","B41",.8683071
"1721","Y10",.0402551
"1722","A47",.3203695
"1722","D02",.0497055
"1722","D03",.0342304
"1722","D05",.0709601
"1722","D06",.4601823
"1722","Y10",.0645522
"1723","A45",.0351157
"1723","D02",.0277012
"1723","D04",.0252277
"1723","D06",.4345013
"1723","D07",.4119854
"1723","D10",.0413614
"1723","Y10",.0241073
"1729","A41",.1432197
"1729","A43",.0564956
"1729","D03",.0331743
"1729","D04",.4405475
"1729","D05",.0431273
"1729","D06",.1184007
"1729","G09",.0243729
"1729","Y10",.1406619
"1730","A41",.1470153
"1730","D01",.036536
"1730","D03",.0926851
"1730","D04",.2714827
"1730","D05",.0804336
"1730","D06",.2197643
"1730","D10",.1084204
"1730","Y10",.0436626
"1810","A41",.808921
"1810","A42",.127955
"1810","A43",.063124
"1820","A41",1
"1911","C09",.0400582
"1911","C14",.8418294
"1911","D06",.1181123
"1912","A45",.6454999
"1912","A62",.1404506
"1912","B60",.1295613
"1912","B62",.0322762
"1912","B68",.0238893
"1912","D03",.0283226
"1920","A43",1
"2010","B27",.9703607
"2010","D21",.0296393
"2021","B27",.7118734
"2021","B32",.0243166
"2021","E04",.241529
"2021","F26",.0222812
"2022","B27",.4292643
"2022","E04",.5707358
"2023","B02",.0280995
"2023","B27",.5582632
"2023","B65",.0696191
"2023","F24",.0242367
"2023","F26",.0465519
"2023","G10",.2732296
"2029","B27",.6013146
"2029","E04",.1849156
"2029","E06",.1815394
"2029","G10",.0322303
"2101","A24",.0278597
"2101","B41",.1407018
"2101","B42",.0355872
"2101","B65",.1247081
"2101","D21",.6711432
"2109","A47",.0276693
"2109","B31",.0219161
"2109","B41",.6603989
"2109","B42",.0752781
"2109","B65",.1269077
"2109","D21",.08783
"2211","G06",.0915986
"2211","H04",.9084014
"2213","G09",.2441727
"2213","G10",.7558273
"2219","G06",.9745283
"2219","H04",.0254717
"2221","B41",.8658232
"2221","B42",.0731394
"2221","B44",.0304913
"2221","G07",.0305461
"2222","B41",.8043895
"2222","B42",.0846524
"2222","G03",.1109582
"2230","G11",.1712603
"2230","H04",.8287397
"2310","C10",1
"2320","B01",.056553
"2320","C07",.0541862
"2320","C10",.8098643
"2320","F02",.0554414
"2320","Y02",.023955
"2330","B01",.0341265
"2330","C01",.3742205
"2330","G01",.0225593
"2330","Y02",.5690936
"2411","A61",.0269798
"2411","B01",.1184749
"2411","C01",.0545884
"2411","C07",.3931145
"2411","C08",.119415
"2411","C09",.059571
"2411","C10",.0439396
"2411","C11",.0329237
"2411","C23",.0418972
"2411","C40",.0018902
"2411","G03",.0278715
"2411","H01",.0490411
"2411","Y02",.0302933
"2412","B01",.0703181
"2412","C01",.1381619
"2412","C05",.5590417
"2412","C07",.1270467
"2412","C08",.0250031
"2412","C23",.0300345
"2412","Y02",.050394
"2413","A61",.0458722
"2413","B29",.0342005
"2413","C08",.7947465
"2413","C09",.0988867
"2413","G03",.0262941
"2421","A01",.958123
"2421","C07",.041877
"2422","A46",.034738
"2422","B05",.5698258
"2422","B41",.0300129
"2422","B44",.2407951
"2422","C09",.1246282
"2423","A61",.4544911
"2423","C07",.5108375
"2423","C12",.0346714
"2424","C11",1
"2429","A61",.0543175
"2429","B29",.0381786
"2429","B31",.0254625
"2429","B32",.070265
"2429","B42",.0612986
"2429","B65",.0527621
"2429","C06",.1105915
"2429","C09",.1059248
"2429","F42",.3494819
"2429","G02",.0492519
"2429","H01",.0824659
"2430","D01",.0693139
"2430","D02",.4407376
"2430","D06",.0582825
"2430","D07",.4316659
"2511","B29",.0469186
"2511","B60",.8723811
"2511","D07",.0566255
"2511","Y10",.0240748
"2519","B29",.2938282
"2519","B32",.0261769
"2519","B41",.0477931
"2519","B60",.0653237
"2519","B65",.0409504
"2519","C08",.0409885
"2519","F16",.3105929
"2519","G10",.0281237
"2519","Y02",.0760006
"2519","Y10",.070222
"2520","A45",.0401828
"2520","B29",.4490792
"2520","B31",.0381945
"2520","B60",.0239582
"2520","B65",.2781597
"2520","E06",.0628382
"2520","F16",.0422272
"2520","Y10",.0653602
"2610","C03",.8276553
"2610","E06",.0340873
"2610","G02",.097371
"2610","H01",.0408864
"2691","A61",.1075001
"2691","B28",.0640462
"2691","C03",.0314514
"2691","C04",.7274729
"2691","H01",.0443645
"2691","H05",.0251648
"2692","B22",.2185885
"2692","C04",.4129877
"2692","F27",.3684237
"2693","B01",.0241351
"2693","B22",.036414
"2693","B28",.051167
"2693","C04",.6525903
"2693","H01",.136451
"2693","H05",.0630696
"2693","Y10",.0361731
"2694","B28",.0378465
"2694","C04",.8545886
"2694","E04",.0356145
"2694","E21",.0437636
"2694","Y02",.0281868
"2695","B28",.1218953
"2695","C04",.0716412
"2695","E01",.099815
"2695","E02",.0958367
"2695","E04",.6108118
"2696","A44",.599352
"2696","B24",.0240531
"2696","B28",.3551735
"2696","B44",.0214214
"2699","B24",.0496644
"2699","C08",.044656
"2699","E01",.9056796
"2710","B21",.0519288
"2710","B22",.0507375
"2710","B23",.0293422
"2710","C21",.4142554
"2710","C22",.3126766
"2710","C23",.0525284
"2710","E04",.0291578
"2710","Y02",.0593734
"2720","B22",.0716964
"2720","B23",.0350466
"2720","C04",.0344232
"2720","C22",.2323243
"2720","C23",.2401378
"2720","C25",.2591588
"2720","Y02",.0628431
"2720","Y10",.0643698
"2731","B21",.0453057
"2731","B22",.4149256
"2731","C21",.3273973
"2731","C22",.2123714
"2732","B22",.7411438
"2732","C22",.2588562
"2811","B22",.0238789
"2811","E04",.1190564
"2811","E06",.3339908
"2811","H01",.523074
"2812","B21",.4548021
"2812","B22",.2193075
"2812","B65",.2503375
"2812","F17",.0301955
"2812","H01",.0453573
"2813","D06",.0218984
"2813","F22",.9065196
"2813","Y02",.071582
"2891","B01",.0347191
"2891","B21",.169564
"2891","B22",.125547
"2891","B23",.028669
"2891","C01",.0374377
"2891","C22",.034676
"2891","C23",.0561263
"2891","C25",.0328682
"2891","H01",.3864304
"2891","H05",.0342243
"2891","Y10",.059738
"2892","B23",.2374733
"2892","C09",.035881
"2892","C23",.3432777
"2892","C25",.191645
"2892","H01",.0928895
"2892","H05",.0412086
"2892","Y10",.057625
"2893","B23",.0407402
"2893","B25",.1189439
"2893","B26",.7238705
"2893","B27",.0520679
"2893","B62",.0295134
"2893","Y10",.0348641
"2899","B21",.2367523
"2899","B23",.0354445
"2899","E04",.0306027
"2899","F16",.0659845
"2899","G10",.0305654
"2899","H01",.4742413
"2899","H05",.0720914
"2899","Y10",.054318
"2911","F01",.2263989
"2911","F02",.4280859
"2911","F03",.0315042
"2911","F04",.0746111
"2911","F05",.0967248
"2911","F15",.0604133
"2911","F16",.0484141
"2911","Y02",.0338476
"2912","F02",.303691
"2912","F04",.6564777
"2912","Y02",.0398313
"2913","B60",.0806005
"2913","B62",.0321473
"2913","F01",.0381802
"2913","F02",.0511573
"2913","F16",.743064
"2913","Y10",.0548507
"2914","C03",.0508608
"2914","C21",.1509596
"2914","C30",.0251456
"2914","F23",.1879838
"2914","F27",.5254207
"2914","Y02",.0596294
"2915","B07",.0488692
"2915","B65",.5881383
"2915","B66",.3629925
"2919","B04",.3692475
"2919","B60",.0234383
"2919","F16",.0290198
"2919","F24",.0506023
"2919","F25",.0978134
"2919","F28",.3286233
"2919","G07",.0416694
"2919","Y02",.0595859
"2921","A01",.9720098
"2921","B33",.000128
"2921","B62",.0278623
"2922","B21",.0275869
"2922","B23",.5519711
"2922","B24",.1840218
"2922","B25",.0396396
"2922","B30",.0259667
"2922","E21",.0257165
"2922","G05",.094216
"2922","Y10",.0508813
"2923","B22",.9435531
"2923","C21",.0564469
"2924","E02",.335118
"2924","E21",.664882
"2925","A24",.5495323
"2925","A47",.1505785
"2925","B02",.2278674
"2925","B07",.045168
"2925","B65",.0268537
"2926","B23",.1768446
"2926","B24",.049083
"2926","B25",.0297611
"2926","D01",.1957197
"2926","D03",.0986022
"2926","D04",.2979728
"2926","F16",.0270497
"2926","G11",.0831586
"2926","Y10",.0418082
"2927","F41",.9295442
"2927","F42",.0704559
"2929","B25",.0254863
"2929","B29",.0762005
"2929","B31",.0322744
"2929","B41",.4256353
"2929","B65",.0955812
"2929","D21",.3213581
"2929","G03",.0234642
"2930","A47",.255543
"2930","D06",.139917
"2930","F24",.1087186
"2930","F25",.399457
"2930","H05",.0237736
"2930","Y02",.0725908
"3000","G06",.7751353
"3000","G11",.0677075
"3000","H04",.1571571
"3110","H02",1
"3120","H01",.9241003
"3120","H02",.0758997
"3130","G02",.9779195
"3130","H01",.0220804
"3140","B60",.0291679
"3140","H01",.3116698
"3140","H02",.2623123
"3140","Y02",.3968499
"3150","F21",1
"3190","F02",.9404296
"3190","H01",.0595704
"3210","G06",.0238983
"3210","G09",.0936285
"3210","G11",.0380777
"3210","H01",.5735514
"3210","H03",.0579894
"3210","H05",.2128547
"3220","G01",.0362989
"3220","G08",.0595345
"3220","H04",.9041666
"3230","H04",1
"3311","A61",.8406156
"3311","G01",.1593844
"3312","G01",.4600393
"3312","G05",.0558769
"3312","H02",.0502147
"3312","H03",.3695805
"3312","H04",.0642886
"3313","F16",.035961
"3313","G01",.4288207
"3313","G05",.1597217
"3313","G06",.0275306
"3313","H02",.0833302
"3313","H04",.0766056
"3313","Y02",.1880302
"3320","A61",.0228857
"3320","B82",.0074613
"3320","F21",.0790169
"3320","G01",.1184562
"3320","G03",.4394805
"3320","G11",.0467936
"3320","H01",.0412635
"3320","H04",.2446423
"3330","G04",.2152745
"3330","G06",.0611792
"3330","G09",.0245147
"3330","G11",.125985
"3330","H03",.4194331
"3330","H04",.1536135
"3410","B60",.816447
"3410","B62",.1113051
"3410","E05",.0400284
"3410","F16",.0322195
"3420","B60",.7351588
"3420","B62",.2648412
"3430","B60",.7880183
"3430","B62",.027749
"3430","E05",.11003
"3430","F16",.0742027
"3511","B63",.9733014
"3511","E02",.0266986
"3512","B63",1
"3520","B61",.9211798
"3520","E01",.0788202
"3530","B64",1
"3591","B60",.0464251
"3591","B62",.9535749
"3592","B62",1
"3599","B62",1
"3610","A47",1
"3691","B22",.0256966
"3691","B23",.1083527
"3691","C22",.0686695
"3691","C23",.2004874
"3691","C25",.0227121
"3691","C30",.4634891
"3691","G01",.0224665
"3691","Y10",.088126
"3692","A47",.1084499
"3692","A63",.1798374
"3692","B21",.0533816
"3692","B23",.0361413
"3692","B27",.0284791
"3692","B60",.0314768
"3692","B62",.0286042
"3692","D05",.0309249
"3692","F16",.0448807
"3692","Y10",.457824
"3693","A63",1
"3694","A63",1
"3699","A47",.201034
"3699","B08",.0281523
"3699","B43",.7255425
"3699","Y10",.0452712
"3710","B02",.9455901
"3710","C01",.0318381
"3710","C04",.0225718
"3720","A61",.0232598
"3720","B01",.1152054
"3720","B02",.0288866
"3720","B03",.0738543
"3720","B07",.318636
"3720","B09",.0380919
"3720","B65",.030647
"3720","C01",.0237252
"3720","C02",.1786948
"3720","C10",.0316838
"3720","F23",.1147692
"3720","Y10",.0225459
"4010","F03",.0484108
"4010","H02",.080089
"4010","H04",.0727412
"4010","Y02",.798759
"4020","C01",.026774
"4020","C10",.0504775
"4020","F02",.0399885
"4020","F17",.5368531
"4020","F23",.1478323
"4020","F25",.1645764
"4020","Y02",.0334983
"4030","C01",.0518743
"4030","C10",.0458571
"4030","F01",.0573843
"4030","F22",.3001757
"4030","F23",.0321537
"4030","F24",.1452581
"4030","F28",.0452233
"4030","G21",.0237507
"4030","Y02",.2983229
"4100","B01",.1000087
"4100","B08",.0332777
"4100","B63",.0419217
"4100","C01",.025521
"4100","C02",.5389696
"4100","C07",.0235673
"4100","C08",.0257709
"4100","E02",.0252854
"4100","E03",.1463251
"4100","Y10",.0393526
"4510","B81",.0132384
"4510","E02",.1894783
"4510","H01",.7972834
"4520","E01",.1358946
"4520","E02",.0536752
"4520","E04",.5954568
"4520","H04",.0409512
"4520","Y02",.1740222
"4530","E04",.0478289
"4530","H04",.5004951
"4530","Y02",.4516759
"4540","B60",.0646396
"4540","E04",.1609885
"4540","E05",.2935739
"4540","E06",.3218648
"4540","Y02",.100588
"4540","Y10",.0583452
"4550","B09",1
"5010","B60",.0447888
"5010","G05",.0524319
"5010","G06",.9027793
"5020","B25",.1396309
"5020","B60",.5213339
"5020","B62",.095458
"5020","F16",.0251496
"5020","G01",.0293061
"5020","G07",.045505
"5020","Y02",.1436165
"5040","B25",.0479124
"5040","B62",.7591715
"5040","F02",.192916
"5050","F17",.2203541
"5050","G06",.2223266
"5050","G07",.5573193
"5110","G06",1
"5122","A23",.8369258
"5122","A47",.1630742
"5139","G06",1
"5141","G06",1
"5142","A47",.9387059
"5142","Y02",.0612941
"5143","A47",.9140328
"5143","G06",.0859672
"5150","G06",.9601814
"5150","G09",.0398186
"5190","G06",.9776785
"5190","G09",.0223215
"5211","A23",.0425391
"5211","A45",.0227887
"5211","A47",.8963776
"5211","G07",.0382947
"5220","A23",1
"5231","G06",1
"5233","G06",1
"5260","G06",.8822305
"5260","G07",.1177695
"5510","A23",.0320798
"5510","A47",.051088
"5510","E04",.2625859
"5510","E05",.1700324
"5510","F24",.0520571
"5510","F25",.0284116
"5510","G05",.0283686
"5510","G06",.030974
"5510","G07",.2378082
"5510","G08",.0596309
"5510","G09",.0469635
"5520","A47",.0591665
"5520","E05",.1249782
"5520","F21",.0225763
"5520","G01",.0373396
"5520","G07",.1203414
"5520","G11",.635598
"6021","B61",1
"6023","B60",.0552131
"6023","B61",.8437383
"6023","B65",.0396935
"6023","E21",.061355
"6030","B08",.0687978
"6030","C10",.0757575
"6030","E21",.1864776
"6030","F17",.5916398
"6030","F23",.0773274
"6110","B63",.7146874
"6110","E02",.1674237
"6110","H01",.1178889
"6210","B64",1
"6220","B64",1
"6304","G06",.8191474
"6304","G07",.0354738
"6304","G08",.1453787
"6309","G06",.921239
"6309","G08",.078761
"6411","B42",.0269621
"6411","G06",.0238661
"6411","G07",.9491718
"6412","B42",.0663711
"6412","G06",.0567466
"6412","G07",.8448837
"6412","H04",.0319986
"6420","H04",1
"6511","G06",.0237909
"6511","G07",.9762091
"6519","B42",.3104971
"6519","G07",.2613514
"6519","G09",.4281515
"6592","G06",1
"6599","G06",1
"6601","G06",1
"6602","G06",1
"6603","G06",.9779109
"6603","G07",.0220891
"6711","G06",1
"6712","G06",1
"6719","G06",.882502
"6719","G07",.1174981
"6720","G06",1
"7010","G06",1
"7020","G06",.9050591
"7020","G07",.0949409
"7220","G06",.8007567
"7220","H04",.1992434
"7230","G06",.3017568
"7230","G07",.0235998
"7230","H04",.6746435
"7240","G06",.7300404
"7240","H04",.2699596
"7250","B41",.4733948
"7250","G06",.4452445
"7250","G07",.0503872
"7250","H04",.0309735
"7290","G06",.9712533
"7290","H04",.0287467
"7310","Y04",1
"7411","G06",1
"7412","G06",.3362455
"7412","G07",.6637545
"7413","G06",.7429317
"7413","G07",.0781827
"7413","G08",.1788855
"7414","G06",.9455939
"7414","G11",.0544061
"7421","G05",.133511
"7421","G06",.7176551
"7421","G08",.1063463
"7421","G09",.0424876
"7422","G01",.7017909
"7422","G06",.2982091
"7430","G06",.8715156
"7430","G09",.1284844
"7491","G06",.9420438
"7491","Y04",.0579562
"7492","G06",.0229295
"7492","G07",.1044986
"7492","G08",.8725718
"7493","G01",.7853825
"7493","G05",.2146175
"7494","G03",1
"7495","G06",.085308
"7495","G07",.5454269
"7495","G09",.369265
"7499","G03",.0533781
"7499","G06",.6684549
"7499","G07",.106287
"7499","G08",.116098
"7499","G09",.0253507
"7499","G11",.0304313
"7511","G06",.7852958
"7511","H04",.2147041
"7512","B60",.0454262
"7512","B63",.0335958
"7512","B64",.0219139
"7512","C07",.0573604
"7512","C08",.12491
"7512","C09",.1000672
"7512","E04",.2724312
"7512","F02",.0659869
"7512","F23",.0516186
"7512","G08",.0351969
"7512","G09",.1914929
"7513","F23",.056782
"7513","G06",.4664891
"7513","G21",.4014242
"7513","H04",.0753048
"7514","G06",.4525377
"7514","G08",.1383822
"7514","H04",.4090801
"7521","B63",.116783
"7521","C08",.1587851
"7521","G05",.0988717
"7521","G06",.6255603
"7523","G08",.048804
"7523","H04",.9511961
"7530","G06",.9170936
"7530","H04",.0829064
"8010","A47",.8059481
"8010","G06",.1940519
"8022","A41",.0613203
"8022","A45",.9386797
"8030","G06",1
"8090","A41",.0613203
"8090","A45",.9386797
"8511","A61",.13254
"8511","C07",.86746
"8512","A61",1
"8519","A61",.5118777
"8519","C07",.4881223
"8531","A63",.6258293
"8531","G06",.3741708
"8532","A01",.3892778
"8532","A61",.05006
"8532","A62",.5043789
"8532","G06",.0562833
"9000","B01",.1557047
"9000","B03",.0321771
"9000","B08",.0251936
"9000","B09",.0326517
"9000","C02",.7199703
"9000","Y10",.0343026
"9111","Y10",1
"9211","G06",.0318374
"9211","G09",.0338383
"9211","G11",.1268316
"9211","H04",.8074927
"9212","A61",.0231918
"9212","F21",.0465203
"9212","G02",.0621636
"9212","G09",.0915631
"9212","G11",.1613874
"9212","H04",.6151739
"9213","H04",1
"9214","A43",.0784225
"9214","A61",.0479995
"9214","A63",.1716816
"9214","B25",.0274115
"9214","B44",.0795434
"9214","F21",.0368708
"9214","G01",.045151
"9214","G05",.0257779
"9214","G06",.0730281
"9214","H01",.0705834
"9214","H04",.2652236
"9214","Y10",.0783068
"9219","A63",.9282433
"9219","B68",.0717567
"9220","H04",1
"9231","G06",.5387293
"9231","H04",.2496974
"9231","Y10",.2115733
"9232","A01",.3055512
"9232","A47",.0781302
"9232","A63",.0787193
"9232","C12",.0422595
"9232","G06",.0583875
"9232","G08",.0220406
"9232","G09",.1461577
"9232","H04",.2192257
"9232","H05",.0495283
"9233","A61",.1371551
"9233","Y10",.8628449
"9241","A42",.0235877
"9241","A63",.9764123
"9249","A63",.1082026
"9249","G07",.8917974
"9302","A45",.8585662
"9302","B26",.1414339
"9303","A61",.4504587
"9303","B25",.1100652
"9303","B26",.1714431
"9303","G06",.033736
"9303","G09",.234297
"9309","A61",1
"9500","A01",.0997674
"9500","A41",.0253432
"9500","A47",.0463452
"9500","A61",.0474429
"9500","G06",.078122
"9500","G08",.2660178
"9500","G09",.1671388
"9500","G12",.0014509
"9500","H04",.2683719
"9900","A41",.080809
"9900","A42",.026613
"9900","A61",.0376298
"9900","C08",.1897811
"9900","C09",.0344562
"9900","F21",.0533616
"9900","G01",.3594828
"9900","G06",.0286332
"9900","G11",.0226554
"9900","H04",.1185767
"9900","Y10",.0480012
