isic_rev3_2,cpc4,probability_weight
"18","B68C",.0019965
"18","C09B",.0116936
"18","C14B",.0056195
"18","C14C",.0026721
"18","D01C",.0007009
"18","D06N",.0302874
"18","F41H",.0032425
"19","A01L",.0012436
"19","A43B",.6032873
"19","A43C",.086684
"19","A43D",.0433301
"19","A45C",.1415532
"19","A45F",.0282287
"19","A62B",.0453363
"19","B60R",.0302316
"19","B62C",.0030487
"19","B68B",.0080381
"19","D03C",.0068553
"19","G10G",.002163
"20","A63D",.0010015
"20","B27B",.1216135
"20","B27C",.0212148
"20","B27D",.0904962
"20","B27F",.0043643
"20","B27G",.041551
"20","B27H",.0121676
"20","B27J",.0005525
"20","B27K",.0114657
"20","B27L",.282921
"20","B27M",.0632972
"20","B27N",.1419914
"20","B41D",.0001123
"20","B44B",.0005585
"20","B44F",.0010975
"20","D01B",.0004751
"20","E04B",.0296283
"20","E04C",.0272292
"20","E04D",.0086739
"20","E04F",.0488618
"20","E06B",.0384151
"20","F16S",.0004892
"20","F24B",.0118401
"20","G10B",.0022159
"20","G10C",.0053905
"20","G10D",.0323758
"21","A24D",.0179297
"21","A47K",.0398288
"21","B26F",.0029625
"21","B31C",.0009312
"21","B31D",.002127
"21","B31F",.0120692
"21","B41J",.1798942
"21","B41L",.0111043
"21","B41M",.027551
"21","B42D",.0162163
"21","B42F",.0170816
"21","B42P",.0009335
"21","B43M",.0022471
"21","B44C",.0024919
"21","B65C",.0009941
"21","B65H",.19419
"21","D21B",.0207846
"21","D21C",.0753698
"21","D21D",.0298775
"21","D21F",.1324097
"21","D21G",.0286758
"21","D21H",.1786938
"21","D21J",.0053651
"21","G09D",.0002711
"22","B41B",.0003264
"22","B41C",.5822871
"22","B41F",.1290529
"22","B41G",.0002101
"22","B41K",.003982
"22","B41N",.135266
"22","B41P",.0283407
"22","B42B",.0133534
"22","B42C",.0268465
"22","C25F",.0026228
"22","G03F",.0777121
"23","B01J",.0327821
"23","C01G",.0127369
"23","C06F",.0010349
"23","C07C",.0281256
"23","C10B",.4556981
"23","C10G",.3196555
"23","C10L",.1480537
"23","C11C",.0019131
"24","A61K",.2247287
"24","A61L",.0190174
"24","A61Q",.0170231
"24","B05C",.0029218
"24","B32B",.0140855
"24","B44D",.0018615
"24","C01C",.0012653
"24","C05B",.0015279
"24","C05C",.0017081
"24","C05G",.0025388
"24","C06B",.0051094
"24","C06C",.0009243
"24","C06D",.0004517
"24","C07B",.0018551
"24","C07C",.076842
"24","C07D",.1416561
"24","C07F",.0159406
"24","C07J",.0037981
"24","C08C",.0027292
"24","C08F",.0780901
"24","C08G",.0958553
"24","C08J",.0309072
"24","C08K",.0337157
"24","C08L",.0740019
"24","C09D",.0357114
"24","C09F",.0001261
"24","C09G",.0017639
"24","C09H",.0000583
"24","C09J",.0290074
"24","C10M",.0098675
"24","C10N",.0033442
"24","C11D",.047211
"24","C40B",.0004542
"24","F42B",.0047377
"24","F42C",.0024239
"24","F42D",.0021267
"24","G03G",.0084935
"24","G21G",.0001216
"24","G21J",5.70e-06
"24","G21K",.0002643
"24","H01B",.0057282
"25","B01L",.0019455
"25","B29C",.1990432
"25","B29D",.0286404
"25","B29K",.0136631
"25","B29L",.0255971
"25","B31B",.0193211
"25","B60C",.3276482
"25","B65B",.0241114
"25","B65D",.1693495
"25","B67B",.0015382
"25","D07B",.0071028
"25","E06B",.0295404
"25","F16G",.0088214
"25","F16L",.1034139
"25","F41J",.0007507
"25","G10F",.000367
"25","G10K",.0022952
"25","H05F",.0002011
"25","Y10T",.0366498
"26","B06B",.0011012
"26","B28B",.0535052
"26","B28C",.0135368
"26","B28D",.0040066
"26","B33Y",3.90e-06
"26","C03B",.1607278
"26","C03C",.1520667
"26","C04B",.2636264
"26","E01C",.0350014
"26","E01D",.0073494
"26","E01F",.0062215
"26","E04B",.08378
"26","E04C",.0393058
"26","E04G",.0402438
"26","F21H",.0000233
"26","G02B",.0306741
"26","G02C",.0017107
"26","G02F",.0148189
"26","H01C",.0063959
"26","H01G",.0124842
"26","H01J",.0282793
"26","H01K",.0035038
"26","H01P",.0035049
"26","H05B",.0072171
"26","Y10T",.030911
"27","B21B",.0370196
"27","B22D",.0587799
"27","B22F",.0183595
"27","B23K",.0481696
"27","C21B",.0496814
"27","C21C",.0575973
"27","C21D",.1644398
"27","C22B",.0581129
"27","C22C",.2623929
"27","C22F",.003169
"27","C23C",.0700606
"27","C23D",.0005121
"27","C23F",.0087468
"27","C23G",.0068867
"27","C25C",.0151525
"27","C25D",.0234877
"27","F05C",.002195
"27","F27D",.0048928
"27","F27M",.000102
"27","H02K",.0161751
"27","Y02W",.0704616
"27","Y10T",.0236051
"28","B05D",.0074062
"28","B21C",.0169632
"28","B21D",.0624087
"28","B21F",.002483
"28","B21G",.000306
"28","B21K",.003781
"28","B22C",.0043445
"28","B23C",.0012268
"28","B23D",.0592338
"28","B23H",.0017847
"28","B23K",.1051896
"28","B24D",.0101563
"28","B25B",.0270457
"28","B25F",.006947
"28","B25G",.0216719
"28","B26B",.2171734
"28","B26D",.0250777
"28","B66F",.0207152
"28","B68F",.0000131
"28","C01P",.0054974
"28","C09C",.00282
"28","C23C",.0856714
"28","C25B",.0066998
"28","C25D",.0414358
"28","F16B",.0061767
"28","H01F",.0059724
"28","H01L",.1385068
"28","H05H",.000798
"28","H05K",.0309514
"28","Y10T",.0815426
"29","A01B",.0118137
"29","A01C",.0023649
"29","A01D",.0342632
"29","A01F",.0075062
"29","A47L",.0202149
"29","B04B",.009891
"29","B21H",.0010164
"29","B21J",.0019206
"29","B23B",.0075975
"29","B23F",.0033433
"29","B23G",.0004475
"29","B23Q",.0213693
"29","B24B",.0102771
"29","B25C",.0044122
"29","B25D",.0063964
"29","B25J",.004863
"29","B30B",.0054917
"29","B60Y",.000888
"29","B65G",.0614462
"29","B66B",.0085623
"29","B66C",.0192221
"29","B66D",.0110707
"29","D06F",.0150099
"29","F01B",.0053896
"29","F01C",.0048996
"29","F01D",.0286244
"29","F01L",.0386675
"29","F01M",.0083326
"29","F01N",.0058433
"29","F02B",.0530622
"29","F02C",.0133495
"29","F02D",.0413748
"29","F02F",.0106805
"29","F02G",.0030735
"29","F02M",.037127
"29","F03C",.0008826
"29","F03D",.0067549
"29","F04C",.0128439
"29","F05B",.0069734
"29","F05D",.0143349
"29","F15B",.0161725
"29","F16C",.0151358
"29","F16D",.0598367
"29","F16F",.0200647
"29","F16H",.1341712
"29","F16J",.0132342
"29","F23H",.0002108
"29","F23R",.0076023
"29","F25D",.0176963
"29","F27B",.006733
"29","F41A",.0231924
"29","F41B",.0025697
"29","F41C",.0044901
"29","F41F",.0005418
"29","F41G",.0043823
"29","Y02E",.0328227
"29","Y02T",.0316879
"29","Y10T",.0478533
"30","G06C",.000543
"30","G06F",.6228166
"30","G06K",.0147453
"30","G06Q",.0899484
"30","G06T",.0361623
"30","G11B",.0692041
"30","H04L",.14208
"30","H04N",.0245003
"31","B60L",.0338075
"31","F02N",.0263911
"31","F02P",.0280931
"31","F21L",.0241424
"31","F21V",.0230851
"31","F21W",.0021199
"31","G10H",.000612
"31","G21H",.0002727
"31","H01H",.019254
"31","H01M",.4551205
"31","H01T",.0272085
"31","H02H",.0034904
"31","H02J",.2027548
"31","H02P",.0152173
"31","H02S",.0008178
"31","H05C",.0002304
"31","Y02E",.0942659
"31","Y02T",.0431166
"32","F21K",.0008019
"32","G01R",.0347383
"32","G05F",.0078194
"32","G09G",.0917285
"32","G11C",.0569678
"32","H01L",.439119
"32","H01Q",.0111317
"32","H01R",.0560691
"32","H03B",.0018774
"32","H03F",.0102678
"32","H03G",.0042485
"32","H03J",.0044065
"32","H03K",.0339734
"32","H04R",.0654908
"32","H04S",.0031567
"32","H05K",.1782032
"33","A61B",.1706152
"33","A61M",.0261511
"33","B82B",.0000232
"33","B82Y",.0036034
"33","F16M",.0033919
"33","G01B",.0249309
"33","G01F",.0165696
"33","G01J",.0184613
"33","G01K",.0097178
"33","G01L",.0044826
"33","G01M",.007237
"33","G01N",.045086
"33","G01Q",.0073093
"33","G01R",.0265035
"33","G01S",.0532392
"33","G03B",.1391762
"33","G04B",.0117527
"33","G04C",.0030234
"33","G04D",.0005177
"33","G04F",.0026424
"33","G04G",.0069811
"33","G04R",.0013046
"33","G06E",.0002975
"33","G06J",.0002005
"33","G11B",.0291709
"33","G11C",.0287972
"33","H01J",.0265456
"33","H01S",.0182771
"33","H02M",.0128315
"33","H02N",.0033222
"33","H03C",.0009223
"33","H03D",.0022465
"33","H03K",.0390741
"33","H03L",.0436849
"33","H03M",.0227034
"33","H04B",.0239781
"33","H04J",.0203863
"33","H04K",.0003517
"33","H04N",.1350506
"33","H05G",.0094394
"34","B60D",.0859251
"34","B60G",.0760476
"34","B60H",.0404138
"34","B60J",.0925986
"34","B60K",.0366796
"34","B60N",.0883277
"34","B60P",.061995
"34","B60Q",.0370441
"34","B60R",.2114401
"34","B60T",.0527703
"34","B60W",.0203484
"34","B62B",.0236664
"34","B62D",.1727302
"34","C10H",.000013
"35","B60B",.0077047
"35","B60F",.002587
"35","B60V",.0021129
"35","B61C",.0017293
"35","B61D",.0236148
"35","B61F",.0286423
"35","B61G",.0085948
"35","B61H",.0040493
"35","B61J",.0005076
"35","B61K",.0058748
"35","B61L",.0300063
"35","B62H",.0270618
"35","B62J",.1006503
"35","B62K",.0999944
"35","B62L",.0115448
"35","B62M",.056348
"35","B63B",.086769
"35","B63C",.0128115
"35","B63H",.044708
"35","B64B",.010219
"35","B64C",.1956717
"35","B64D",.1493955
"35","B64F",.0336212
"35","B64G",.0296625
"35","E01B",.0204283
"35","F02K",.0047382
"35","F03H",.0005553
"35","G01W",.0003969
"36","A47B",.1474522
"36","A47C",.3306288
"36","A47D",.0250153
"36","A47F",.028403
"36","A61G",.0413563
"36","A63B",.0968121
"36","A63C",.039707
"36","A63F",.1364212
"36","A63H",.1407438
"36","B21L",.0001776
"36","B43K",.0074378
"36","B43L",.0027748
"36","B68G",.0012152
"36","C30B",.0018548
"37","A61C",.0313149
"37","B01D",.0883249
"37","B02C",.0583313
"37","B03B",.033772
"37","B03C",.0140124
"37","B04C",.0020057
"37","B07B",.0330518
"37","B07C",.1206322
"37","B09B",.0244905
"37","B24C",.0203264
"37","B29B",.0081534
"37","B65F",.0633484
"37","B67C",.0012301
"37","C01D",.019868
"37","C01F",.0031018
"37","C02F",.0779551
"37","C10F",.081455
"37","C10J",.0290356
"37","C12M",.0161619
"37","F16P",.0014517
"37","F23G",.2294372
"37","F23J",.005048
"37","F26B",.0092168
"37","G01G",.004741
"37","Y10S",.023534
"40","C01B",.0574448
"40","C10G",.0346255
"40","C10J",.0363766
"40","F01K",.0959185
"40","F16T",.0193491
"40","F17C",.0239399
"40","F22B",.1440864
"40","F22D",.0116099
"40","F22G",.016755
"40","F23C",.0087315
"40","F23D",.0128766
"40","F23L",.0030463
"40","F23M",.0007116
"40","F23N",.0099898
"40","F24C",.0044022
"40","F24D",.0787819
"40","F24H",.0447848
"40","F24J",.0058954
"40","F25J",.0538278
"40","F28B",.0211822
"40","F28C",.0026252
"40","F28D",.0119322
"40","F28F",.003891
"40","F28G",.0048078
"40","G21C",.0123694
"40","G21D",.0067345
"40","Y02B",.0794077
"40","Y02C",.0033779
"40","Y02E",.1905186
"41","A01G",.0349432
"41","A62D",.0015464
"41","B01B",.0001786
"41","B01D",.082486
"41","B05B",.0212916
"41","B08B",.0339359
"41","B63B",.0327854
"41","B63G",.0023096
"41","B67D",.0078356
"41","C02F",.5496297
"41","E01H",.0013789
"41","E02B",.0352062
"41","E02C",.0002306
"41","E03B",.0212754
"41","E03C",.0446608
"41","E03D",.0636032
"41","E03F",.0211061
"41","F01P",.0091347
"41","F03B",.0112213
"41","F15C",.0000462
"41","F16K",.010334
"41","F25C",.0148603
"45","B81B",.0031508
"45","B81C",.0044212
"45","E02D",.0474892
"45","E02F",.1038976
"45","E21D",.0077337
"45","H01L",.8333074
"50","B23P",.015248
"50","B25H",.3302512
"50","B60R",.0656291
"50","B60S",.0891097
"50","B62D",.04821
"50","B62J",.0884341
"50","B62K",.0270576
"50","F02M",.0336902
"50","F16N",.0088898
"50","G06Q",.1408524
"50","G07C",.0515763
"50","G08C",.0021698
"50","H02B",.0024567
"50","H02G",.0057309
"50","Y02T",.0906942
"51","G06Q",1
"52","A47F",.0537328
"52","G06F",.4740275
"52","G06Q",.2881711
"52","G07C",.1840686
"55","A23C",.0283717
"55","A44C",.0017132
"55","A46B",.0025604
"55","A47J",.0280593
"55","A63G",.0531851
"55","E04H",.1294138
"55","E05B",.0738013
"55","E05C",.0086538
"55","E05D",.0143307
"55","E05F",.0045103
"55","E05G",.0094323
"55","E05Y",.0240032
"55","E06C",.000795
"55","F24F",.0300302
"55","F25B",.006036
"55","G01D",.0116914
"55","G01P",.0083393
"55","G05D",.0138174
"55","G05G",.0050557
"55","G06M",.0010279
"55","G06Q",.0338113
"55","G07C",.0575915
"55","G07D",.0755198
"55","G07F",.0484832
"55","G09B",.0308966
"55","G09F",.006852
"55","G11B",.2920175
"60","A62C",.00881
"60","B60M",.0252668
"60","B61B",.0985461
"60","C10L",.0336006
"60","E21B",.049023
"60","E21F",.0302987
"60","F04D",.0068579
"60","F15D",.0004817
"60","F16L",.0279992
"60","F17C",.036473
"60","F17D",.5864699
"60","F23K",.096173
"61","B63B",.461876
"61","B63J",.0023823
"61","E02B",.1297801
"61","F03G",.0145501
"61","F04F",.007064
"61","G21Y",.0089632
"61","H01M",.3753844
"62","B64D",1
"63","G01C",.0285666
"63","G06Q",.9094549
"63","G08G",.0619785
"64","H04L",.0502033
"64","H04T",.0000775
"64","H04W",.9497193
"65","G06Q",1
"66","G06Q",1
"67","G06Q",.9783934
"67","G07F",.0216065
"70","G06Q",.9576588
"70","G07C",.0423412
"72","G05B",.0131902
"72","G06F",.6432475
"72","G06Q",.1006238
"72","G09C",.0002236
"72","H04H",.0028246
"72","H04L",.1775526
"72","H04M",.0290739
"72","H04W",.0332637
"73","G01C",.0377444
"73","G03H",.2284299
"73","Y04S",.7338257
"74","G03C",.007459
"74","G03D",.145549
"74","G06F",.0637367
"74","G06Q",.4007245
"74","G07B",.3523278
"74","G07F",.0258864
"74","G07G",.0043166
"75","F23B",.0011737
"75","G06G",.0009376
"75","G06Q",.1777066
"75","H04L",.0382523
"75","H04M",.2977212
"75","H04Q",.0244909
"75","H04W",.4597177
"80","A41D",.0414015
"80","A45D",.9585984
"85","A46D",.0001948
"85","A61B",.6212611
"85","A61C",.0560225
"85","A61F",.1077084
"85","A61G",.0857231
"85","A61H",.041861
"85","A61M",.0339186
"85","A61N",.0248872
"85","C07D",.0259149
"85","G06D",.0025084
"90","B01D",.178687
"90","B01F",.0142024
"90","B03B",.0326291
"90","B08B",.0245095
"90","B09C",.0201277
"90","C02F",.7004206
"90","Y10S",.0294238
"91","Y10S",1
"92","A63B",.8263823
"92","A63F",.0784591
"92","A63J",.0026815
"92","A63K",.0008058
"92","G07F",.0665367
"92","H04N",.0251346
"93","A45D",.2652887
"93","A61H",.7012837
"93","B26B",.0334276
"95","A01G",.068654
"95","A01K",.0615225
"95","A47G",.033142
"95","A61D",.0011447
"95","A61G",.0244677
"95","A61J",.0470028
"95","G06N",.0736187
"95","G08B",.1711877
"95","G09B",.3214492
"95","G12B",.0005333
"95","H03H",.0048284
"95","H04L",.0783501
"95","H04M",.114099
"99","A41D",.0382768
"99","A61B",.0253055
"99","C08F",.0957938
"99","C08K",.0345144
"99","C09K",.0425055
"99","F21S",.0193216
"99","F21Y",.0061607
"99","G01H",.3215862
"99","G01N",.2433201
"99","H04L",.1363603
"99","Y10S",.0368551
