cpc4,isic_rev3_3,probability_weight
"A47K","242",.0434107
"A47K","361",.0668151
"A47L","172",.0329781
"A47L","293",.9004818
"A47L","369",.06654
"A61B","331",.7839482
"A61B","332",.0572977
"A61B","851",.158754
"A61C","241",.0312484
"A61C","242",.0712146
"A61C","252",.0338461
"A61C","269",.1994656
"A61C","289",.0727102
"A61C","291",.0532619
"A61C","331",.1318937
"A61C","369",.024545
"A61C","851",.3818146
"A61D","012",.2047191
"A61D","151",.1314014
"A61D","152",.0262538
"A61D","173",.0376713
"A61D","191",.1660323
"A61D","242",.1540138
"A61D","252",.0873656
"A61D","291",.0474529
"A61D","331",.1450897
"A61F","173",.2296674
"A61F","241",.0571787
"A61F","242",.2146648
"A61F","252",.0287586
"A61F","269",.0451561
"A61F","331",.0539276
"A61F","332",.2118742
"A61F","851",.1587725
"A61G","361",.9306106
"A61G","851",.0693894
"A61H","361",.0606726
"A61H","851",.0441305
"A61H","930",.8951969
"A61J","152",.0465514
"A61J","242",.6969029
"A61J","252",.1029943
"A61J","331",.1535514
"A61K","241",.0872502
"A61K","242",.9127498
"A61L","241",.6303856
"A61L","242",.2680967
"A61L","269",.0227813
"A61L","331",.0787365
"A61M","242",.2526982
"A61M","291",.0527744
"A61M","331",.6616969
"A61M","851",.0328305
"A61N","242",.0446904
"A61N","314",.0486001
"A61N","331",.8594079
"A61N","851",.0473016
"A61Q","151",.0436148
"A61Q","152",.0344223
"A61Q","153",.0209854
"A61Q","154",.0441969
"A61Q","241",.4861199
"A61Q","242",.3706606
"A62B","191",1
"A62C","172",.1288451
"A62C","241",.0641422
"A62C","242",.0588085
"A62C","291",.3685238
"A62C","353",.2561571
"A62C","361",.0324477
"A62C","603",.0371573
"A62C","853",.0539182
"A62D","241",.6180168
"A62D","289",.0262819
"A62D","410",.3557012
"A63B","369",.237195
"A63B","924",.762805
"A63C","192",.0480568
"A63C","369",.9519432
"A63D","172",.0730487
"A63D","173",.0380222
"A63D","201",.0237847
"A63D","202",.1010438
"A63D","251",.0820715
"A63D","252",.0236681
"A63D","269",.1284082
"A63D","361",.0229035
"A63D","369",.3670304
"A63D","924",.140019
"A63F","369",.8459349
"A63F","924",.1540651
"A63G","351",.034624
"A63G","369",.2234665
"A63G","551",.1714867
"A63G","921",.5704229
"A63H","369",1
"A63J","369",.0975243
"A63J","921",.8792192
"A63J","923",.0232564
"A63K","192",.0475588
"A63K","202",.0458186
"A63K","252",.1663757
"A63K","351",.0244676
"A63K","921",.0612665
"A63K","924",.6545129
"B01B","241",.0863958
"B01B","281",.0489732
"B01B","291",.0538104
"B01B","410",.8108206
"B01D","154",.0282
"B01D","241",.2108725
"B01D","291",.0256018
"B01D","410",.6558518
"B01D","900",.0794739
"B01F","152",.023634
"B01F","154",.0340956
"B01F","241",.1520862
"B01F","242",.0324872
"B01F","269",.0656802
"B01F","291",.0487618
"B01F","410",.6058052
"B01F","900",.03745
"B01J","231",.0479286
"B01J","232",.1115843
"B01J","241",.6233924
"B01J","289",.0530914
"B01J","410",.1640033
"B01L","241",.3626131
"B01L","242",.0529355
"B01L","252",.1530596
"B01L","261",.1316148
"B01L","291",.2537792
"B01L","410",.0459978
"B02B","011",.0233429
"B02B","153",.9766572
"B02C","151",.076706
"B02C","153",.1127967
"B02C","201",.0381577
"B02C","202",.026625
"B02C","289",.179074
"B02C","291",.1106132
"B02C","292",.21193
"B02C","293",.2030393
"B02C","371",.0410579
"B03B","101",.3478926
"B03B","131",.0270355
"B03B","269",.0283392
"B03B","291",.028592
"B03B","410",.4153767
"B03B","900",.1527641
"B03C","101",.0448327
"B03C","241",.0720911
"B03C","261",.0269455
"B03C","269",.0750108
"B03C","289",.0657089
"B03C","291",.1420481
"B03C","403",.0246654
"B03C","410",.5005959
"B03C","900",.0481018
"B03D","101",.4165468
"B03D","142",.0689512
"B03D","241",.1680983
"B03D","410",.3129768
"B03D","900",.0334269
"B04B","154",.0676924
"B04B","291",.9323076
"B04C","269",.027209
"B04C","291",.0238131
"B04C","293",.688554
"B04C","403",.0314277
"B04C","410",.2289961
"B05B","242",.2560708
"B05B","291",.19242
"B05B","410",.5515092
"B05C","242",.841962
"B05C","289",.0250452
"B05C","291",.1329928
"B05D","241",.4249994
"B05D","242",.2815709
"B05D","289",.22945
"B05D","410",.0639797
"B06B","020",.1396972
"B06B","241",.0502724
"B06B","269",.586808
"B06B","271",.0276361
"B06B","272",.0703827
"B06B","291",.1252036
"B07B","103",.2579519
"B07B","151",.0424969
"B07B","153",.0358602
"B07B","201",.2750117
"B07B","291",.2236971
"B07B","292",.1649821
"B07C","151",.2076882
"B07C","261",.0501195
"B07C","291",.6639482
"B07C","372",.0782441
"B08B","291",.0235921
"B08B","369",.0271587
"B08B","410",.9123887
"B08B","900",.0368605
"B09B","269",.0490672
"B09B","410",.25919
"B09B","451",.445184
"B09B","455",.1396554
"B09B","900",.1069034
"B09C","102",.0991617
"B09C","141",.0415314
"B09C","241",.3207458
"B09C","269",.0781397
"B09C","291",.0269495
"B09C","900",.4334719
"B21B","271",.7166897
"B21B","273",.1700565
"B21B","291",.04943
"B21B","352",.0638238
"B21C","271",.3459221
"B21C","272",.0734753
"B21C","289",.530835
"B21C","291",.0497676
"B21D","271",.1523481
"B21D","281",.0289725
"B21D","289",.6815315
"B21D","291",.0786292
"B21D","292",.0585187
"B21F","271",.3874065
"B21F","289",.3557393
"B21F","291",.1479075
"B21F","292",.0821098
"B21F","361",.0268369
"B21G","271",.4699143
"B21G","289",.3628417
"B21G","291",.0441418
"B21G","292",.1231022
"B21H","271",.0910688
"B21H","289",.1376221
"B21H","291",.5790625
"B21H","292",.1922466
"B21J","271",.0905593
"B21J","289",.1647262
"B21J","291",.460306
"B21J","292",.2844085
"B21K","271",.2852552
"B21K","272",.0229718
"B21K","289",.4438002
"B21K","291",.1972907
"B21K","292",.0506821
"B21L","271",.0563603
"B21L","289",.1064965
"B21L","291",.1385192
"B21L","359",.1460737
"B21L","369",.5525503
"B22C","241",.1263383
"B22C","269",.2661179
"B22C","271",.0405058
"B22C","272",.1567826
"B22C","273",.1764845
"B22C","289",.1867153
"B22C","291",.0470557
"B22D","271",.2938448
"B22D","272",.0685008
"B22D","273",.503013
"B22D","289",.0788438
"B22D","291",.0237605
"B22D","292",.0320371
"B22F","241",.0226697
"B22F","269",.0440359
"B22F","271",.2742121
"B22F","272",.3754737
"B22F","289",.2535163
"B22F","369",.0300923
"B23B","291",.0432935
"B23B","292",.9258259
"B23B","369",.0308805
"B23C","289",.1064943
"B23C","291",.0372253
"B23C","292",.7636448
"B23C","369",.0926356
"B23D","271",.0302696
"B23D","289",.8672357
"B23D","291",.037733
"B23D","292",.0361899
"B23D","369",.0285719
"B23F","291",.5154803
"B23F","292",.4845197
"B23G","271",.0248586
"B23G","289",.0235507
"B23G","291",.0857427
"B23G","292",.865848
"B23H","269",.0291615
"B23H","271",.0635004
"B23H","272",.2258841
"B23H","289",.2218058
"B23H","291",.1191065
"B23H","292",.316248
"B23H","369",.0242938
"B23K","271",.3294231
"B23K","272",.1903307
"B23K","289",.4802461
"B23P","271",.149368
"B23P","272",.022788
"B23P","289",.2622541
"B23P","291",.4872224
"B23P","292",.0551699
"B23P","369",.0231976
"B23Q","291",.0322493
"B23Q","292",.9677508
"B24B","241",.0824594
"B24B","261",.0377363
"B24B","289",.0433108
"B24B","291",.044515
"B24B","292",.6578853
"B24B","293",.1340931
"B24C","241",.2505299
"B24C","261",.0758318
"B24C","269",.0580978
"B24C","271",.2354741
"B24C","273",.0270841
"B24C","289",.036296
"B24C","291",.2892556
"B24C","372",.0274306
"B24D","241",.0870065
"B24D","242",.0624181
"B24D","261",.034473
"B24D","269",.1255796
"B24D","271",.0358404
"B24D","272",.0774726
"B24D","289",.5010176
"B24D","292",.0533981
"B24D","293",.0227941
"B25B","271",.0213796
"B25B","289",.4784968
"B25B","291",.3493356
"B25B","292",.1507879
"B25C","202",.0259336
"B25C","291",.8729872
"B25C","292",.1010793
"B25D","291",.7034047
"B25D","292",.2965953
"B25F","289",.4160298
"B25F","291",.0877009
"B25F","292",.2401117
"B25F","314",.2561577
"B25G","289",1
"B25H","202",.0937209
"B25H","252",.0720257
"B25H","269",.0462034
"B25H","289",.1973782
"B25H","292",.0860652
"B25H","341",.0380824
"B25H","359",.0962786
"B25H","502",.217562
"B25H","504",.1526836
"B25J","291",.2738293
"B25J","292",.7261707
"B26B","289",.9549844
"B26B","930",.0450156
"B26D","210",.3625902
"B26D","252",.0232442
"B26D","289",.498513
"B26D","291",.0496073
"B26D","292",.0660454
"B26F","172",.0258664
"B26F","173",.0315484
"B26F","210",.6383449
"B26F","252",.0690414
"B26F","271",.041083
"B26F","289",.1683566
"B26F","292",.0257593
"B27B","201",.8866215
"B27B","202",.0577288
"B27B","289",.0556497
"B27C","201",.2399338
"B27C","202",.4980094
"B27C","289",.0358653
"B27C","292",.2261915
"B27D","202",.9744407
"B27D","242",.0255593
"B27F","201",.0387625
"B27F","202",.2932001
"B27F","210",.5003533
"B27F","289",.0297085
"B27F","291",.0358991
"B27F","292",.1020766
"B27G","201",.3275171
"B27G","202",.4028281
"B27G","289",.2696548
"B27H","202",1
"B27J","202",.6230006
"B27J","242",.1149008
"B27J","269",.0728091
"B27J","291",.0364043
"B27J","361",.102574
"B27J","369",.0503112
"B27K","201",.0674899
"B27K","202",.4305276
"B27K","241",.3614914
"B27K","242",.053215
"B27K","403",.0872762
"B27L","201",.3151281
"B27L","202",.6130685
"B27L","289",.0718034
"B27M","201",.1547377
"B27M","202",.7668036
"B27M","242",.0233489
"B27M","361",.0551098
"B27N","201",.5688414
"B27N","202",.3574618
"B27N","403",.0736969
"B28B","269",1
"B28C","269",1
"B28D","261",.0291275
"B28D","269",.7106774
"B28D","289",.1389313
"B28D","291",.0392879
"B28D","292",.0819759
"B29B","172",.0255701
"B29B","173",.0241036
"B29B","241",.4693064
"B29B","251",.0258204
"B29B","252",.3883094
"B29B","291",.06689
"B29C","173",.0408907
"B29C","241",.1341555
"B29C","242",.0359256
"B29C","251",.0399054
"B29C","252",.6457924
"B29C","291",.0394278
"B29C","292",.0340312
"B29C","331",.0298715
"B29D","173",.0334988
"B29D","241",.0233698
"B29D","251",.6893579
"B29D","332",.2537734
"B29K","173",.1038073
"B29K","241",.5153249
"B29K","242",.0397345
"B29K","251",.0956134
"B29K","252",.2455199
"B29L","173",.0728611
"B29L","241",.1017651
"B29L","242",.0510594
"B29L","251",.0796224
"B29L","252",.6599907
"B29L","332",.0347012
"B30B","151",.0229671
"B30B","154",.0429032
"B30B","210",.036373
"B30B","269",.0277144
"B30B","271",.0706772
"B30B","289",.065235
"B30B","291",.5616859
"B30B","292",.1724443
"B31B","210",.3030007
"B31B","242",.0879507
"B31B","252",.5345264
"B31B","291",.034315
"B31B","292",.0402073
"B31C","210",.8161541
"B31C","242",.1055004
"B31C","292",.0783454
"B31D","210",.7368234
"B31D","242",.1193606
"B31D","252",.0752076
"B31D","292",.0686084
"B31F","210",.9615937
"B31F","242",.0384063
"B32B","173",.1757986
"B32B","210",.0718545
"B32B","241",.3113767
"B32B","242",.1925512
"B32B","252",.0547396
"B32B","261",.1936795
"B33Y","261",.0389179
"B33Y","269",.1812061
"B33Y","292",.6304815
"B33Y","331",.0588078
"B33Y","332",.0476994
"B33Y","722",.0428873
"B41B","210",.0857218
"B41B","222",.2388067
"B41B","242",.0209707
"B41B","300",.11132
"B41B","332",.5431808
"B41C","222",1
"B41D","202",.1894284
"B41D","210",.0503285
"B41D","222",.4437581
"B41D","241",.0669932
"B41D","242",.1070134
"B41D","921",.1424783
"B41F","172",.3190278
"B41F","210",.1086286
"B41F","222",.4183183
"B41F","292",.1540254
"B41G","172",.5823317
"B41G","210",.1946058
"B41G","222",.1176862
"B41G","251",.02636
"B41G","292",.0790163
"B41J","210",.9976224
"B41J","725",.0023777
"B41K","210",.2406108
"B41K","222",.6205901
"B41K","251",.0987732
"B41K","292",.040026
"B41L","210",.853959
"B41L","222",.0221006
"B41L","292",.1239404
"B41M","210",.7333579
"B41M","222",.0438813
"B41M","241",.1901695
"B41M","242",.0325914
"B41N","172",.16007
"B41N","222",.83993
"B41P","172",.3469329
"B41P","210",.048825
"B41P","222",.5195899
"B41P","292",.0846523
"B42B","210",.338252
"B42B","222",.6361077
"B42B","292",.0256403
"B42C","210",.1954306
"B42C","222",.7033933
"B42C","242",.1011762
"B42D","210",.6687831
"B42D","222",.1122468
"B42D","242",.1888898
"B42D","252",.0300803
"B42F","210",.8992242
"B42F","242",.0218958
"B42F","252",.07888
"B42P","210",.7116166
"B42P","222",.2066884
"B42P","242",.081695
"B43K","210",.0435187
"B43K","369",.9564813
"B43L","210",.1923994
"B43L","369",.8076006
"B43M","210",.827351
"B43M","242",.0623723
"B43M","291",.0877531
"B43M","369",.0225237
"B44B","202",.0703328
"B44B","210",.0511788
"B44B","289",.096977
"B44B","291",.0501333
"B44B","292",.1261172
"B44B","369",.4709234
"B44B","921",.1343376
"B44C","173",.0624548
"B44C","202",.0350717
"B44C","210",.3761166
"B44C","241",.038101
"B44C","242",.2900558
"B44C","252",.0458285
"B44C","261",.0790621
"B44C","269",.0350746
"B44C","289",.0382349
"B44D","242",.9278648
"B44D","369",.0497229
"B44D","921",.0224123
"B44F","202",.1104021
"B44F","210",.1105348
"B44F","241",.0381081
"B44F","242",.1987703
"B44F","252",.0800136
"B44F","261",.3751138
"B44F","269",.0577399
"B44F","369",.0293174
"B60B","251",.030023
"B60B","292",.0288557
"B60B","341",.0834345
"B60B","359",.8576869
"B60C","251",1
"B60D","342",1
"B60F","342",.0567061
"B60F","351",.4504602
"B60F","352",.4378729
"B60F","353",.0273274
"B60F","359",.0276334
"B60G","291",.032056
"B60G","341",.155657
"B60G","342",.2357596
"B60G","343",.5765274
"B60H","291",.0270452
"B60H","341",.9136704
"B60H","342",.0236733
"B60H","343",.0356111
"B60J","252",.0389035
"B60J","261",.124017
"B60J","341",.4917921
"B60J","342",.186684
"B60J","343",.1586034
"B60K","291",.4217475
"B60K","314",.0373357
"B60K","341",.3709473
"B60K","343",.1699695
"B60L","291",.0262043
"B60L","311",.0475497
"B60L","314",.7218036
"B60L","341",.0682984
"B60L","352",.136144
"B60M","341",.0654
"B60M","352",.7293288
"B60M","602",.2052713
"B60N","191",.0850971
"B60N","341",.8066835
"B60N","342",.0290728
"B60N","343",.0236317
"B60N","361",.0555148
"B60P","342",.936035
"B60P","351",.0639649
"B60Q","191",.027052
"B60Q","312",.023414
"B60Q","314",.0265528
"B60Q","315",.0745459
"B60Q","341",.3708506
"B60Q","342",.2725365
"B60Q","343",.1803161
"B60Q","359",.0247322
"B60R","191",.1720967
"B60R","291",.0288997
"B60R","341",.4895668
"B60R","342",.0838751
"B60R","343",.2255617
"B60S","251",.0733411
"B60S","261",.0864003
"B60S","291",.0415813
"B60S","341",.5531183
"B60S","342",.2227943
"B60S","502",.0227646
"B60T","291",.2029321
"B60T","292",.0833303
"B60T","341",.1514209
"B60T","342",.178542
"B60T","343",.3106413
"B60T","352",.0731335
"B60V","351",.9058205
"B60V","353",.0941795
"B60W","291",.4358166
"B60W","314",.0525627
"B60W","341",.3200377
"B60W","343",.191583
"B60Y","291",.3508824
"B60Y","292",.0674748
"B60Y","314",.1287493
"B60Y","341",.0829388
"B60Y","343",.0269414
"B60Y","359",.3430133
"B61B","291",.1103515
"B61B","341",.0992632
"B61B","352",.2827018
"B61B","602",.5076836
"B61C","291",.0392199
"B61C","352",.96078
"B61D","352",1
"B61F","352",1
"B61G","352",1
"B61H","352",1
"B61J","342",.034669
"B61J","352",.965331
"B61K","352",1
"B61L","352",1
"B62B","191",.0486128
"B62B","341",.2825218
"B62B","359",.5822821
"B62B","361",.0405761
"B62B","369",.0460071
"B62C","191",1
"B62D","291",.0350712
"B62D","292",.0414691
"B62D","341",.1999013
"B62D","342",.6749498
"B62D","343",.0486087
"B62H","359",1
"B62J","359",1
"B62K","359",1
"B62L","192",.0422289
"B62L","359",.9577711
"B62M","291",.0259042
"B62M","359",.9740958
"B63B","351",.9502693
"B63B","410",.0497307
"B63C","351",1
"B63G","292",.0799157
"B63G","351",.4526946
"B63G","353",.0387118
"B63G","410",.4286778
"B63H","351",.9655269
"B63H","410",.0344732
"B63J","351",.8781443
"B63J","410",.1218557
"B64B","353",1
"B64C","353",1
"B64D","353",.9979815
"B64D","621",.0010092
"B64D","622",.0010092
"B64F","353",1
"B64G","353",1
"B65B","151",.0497924
"B65B","210",.0900462
"B65B","242",.0406907
"B65B","252",.308917
"B65B","291",.4413946
"B65B","292",.0691591
"B65C","155",.0457684
"B65C","210",.2248422
"B65C","242",.5210318
"B65C","252",.0226968
"B65C","291",.1482355
"B65C","292",.0374253
"B65D","152",.02517
"B65D","155",.070332
"B65D","210",.1521051
"B65D","242",.0898139
"B65D","252",.6625791
"B65F","210",.1301035
"B65F","252",.625076
"B65F","289",.0339703
"B65F","291",.0793239
"B65F","342",.0977565
"B65F","372",.0337697
"B65G","291",1
"B65H","173",.0217529
"B65H","210",.8821189
"B65H","291",.041105
"B65H","292",.0550231
"B66B","271",.0235177
"B66B","291",.9764822
"B66C","269",.0218625
"B66C","291",.9781376
"B66D","291",1
"B66F","289",.6279098
"B66F","291",.2863104
"B66F","292",.044276
"B66F","361",.0415039
"B67B","155",.4564075
"B67B","252",.0601826
"B67B","289",.0359279
"B67B","291",.0474263
"B67B","292",.0284337
"B67B","293",.3716221
"B67C","155",.7455608
"B67C","252",.0540475
"B67C","291",.1482056
"B67C","292",.0521861
"B67D","154",.0502971
"B67D","155",.764751
"B67D","232",.0464008
"B67D","410",.138551
"B68B","181",.0237685
"B68B","191",.9762315
"B68C","172",.4792214
"B68C","173",.1517535
"B68C","181",.1064537
"B68C","191",.1917579
"B68C","251",.0434458
"B68C","921",.0273676
"B68F","192",.0602303
"B68F","242",.1097873
"B68F","252",.0863045
"B68F","289",.1114979
"B68F","341",.0871044
"B68F","369",.5450756
"B68G","173",.2172446
"B68G","361",.7827554
"B81B","241",.0295158
"B81B","261",.065195
"B81B","289",.0485138
"B81B","321",.0703171
"B81B","323",.3715807
"B81B","332",.0312429
"B81B","451",.3836348
"B81C","241",.0958205
"B81C","242",.0247063
"B81C","261",.1310147
"B81C","289",.0959063
"B81C","321",.0729664
"B81C","323",.0409682
"B81C","451",.5386176
"B82B","241",.2708842
"B82B","242",.0314009
"B82B","289",.0403107
"B82B","331",.1801611
"B82B","332",.4399263
"B82B","410",.0373168
"B82Y","241",.3035296
"B82Y","242",.0245734
"B82Y","289",.082357
"B82Y","321",.0483763
"B82Y","331",.1323069
"B82Y","332",.4088569
"C01B","241",.2859977
"C01B","289",.024858
"C01B","402",.0861747
"C01B","403",.323567
"C01B","410",.2794026
"C01C","241",.7956977
"C01C","403",.0802426
"C01C","410",.1240597
"C01D","151",.0291288
"C01D","155",.4325597
"C01D","241",.2780914
"C01D","410",.2602201
"C01F","151",.2120237
"C01F","155",.1139414
"C01F","233",.0712767
"C01F","241",.3157704
"C01F","289",.0294895
"C01F","410",.2574982
"C01G","233",.8733345
"C01G","241",.0575644
"C01G","289",.0270397
"C01G","410",.0420613
"C01P","233",.0959107
"C01P","241",.4526691
"C01P","289",.1452368
"C01P","314",.0762523
"C01P","410",.2299311
"C02F","410",.9334589
"C02F","900",.0665411
"C03B","261",1
"C03C","261",1
"C04B","241",.0495068
"C04B","269",.9230317
"C04B","272",.0274615
"C05B","241",.9106842
"C05B","410",.0893158
"C05C","241",.9064013
"C05C","410",.0935986
"C05D","011",.0748335
"C05D","014",.0300998
"C05D","141",.0497278
"C05D","241",.5516388
"C05D","410",.2937
"C05F","011",.0324502
"C05F","013",.0227642
"C05F","014",.0586176
"C05F","103",.4247469
"C05F","241",.461421
"C05G","241",.8232059
"C05G","410",.1767941
"C06B","241",.1689427
"C06B","242",.8310573
"C06C","242",.9611339
"C06C","252",.0388661
"C06D","241",.5921374
"C06D","242",.2072428
"C06D","291",.1606707
"C06D","353",.039949
"C06F","232",.9704725
"C06F","242",.0295275
"C07B","241",.6840807
"C07B","242",.2343917
"C07B","410",.0815276
"C07C","232",.0934178
"C07C","241",.6887084
"C07C","242",.0822441
"C07C","410",.1356296
"C07D","241",.1133135
"C07D","242",.8866865
"C07F","241",.8093305
"C07F","242",.1401351
"C07F","410",.0505344
"C07G","141",.1644
"C07G","151",.0317569
"C07G","241",.3272112
"C07G","242",.1592111
"C07G","410",.3174208
"C07H","153",.0328154
"C07H","154",.4565907
"C07H","241",.103603
"C07H","242",.3863748
"C07H","410",.020616
"C07J","241",.1333521
"C07J","242",.866648
"C07K","153",.0248509
"C07K","154",.055778
"C07K","241",.0252642
"C07K","242",.8941069
"C08B","153",.6960322
"C08B","154",.0241905
"C08B","241",.2264136
"C08B","410",.0533637
"C08C","241",.9119132
"C08C","251",.0880868
"C08F","241",.9688143
"C08F","410",.0311857
"C08G","241",.9569912
"C08G","410",.0430088
"C08H","153",.0958153
"C08H","154",.0500199
"C08H","241",.6216414
"C08H","242",.0220833
"C08H","410",.2104401
"C08J","241",.910425
"C08J","410",.089575
"C08K","241",.9400839
"C08K","251",.0325452
"C08K","261",.0273709
"C08L","241",1
"C09B","151",.039854
"C09B","171",.0821654
"C09B","173",.0375811
"C09B","181",.0750223
"C09B","210",.0834746
"C09B","241",.609767
"C09B","243",.0721356
"C09C","210",.1258053
"C09C","241",.5630425
"C09C","269",.0459645
"C09C","289",.2651878
"C09D","210",.0276644
"C09D","241",.8414273
"C09D","242",.0822149
"C09D","289",.0486935
"C09F","173",.0224706
"C09F","202",.0282196
"C09F","210",.1685705
"C09F","241",.2536673
"C09F","242",.4521297
"C09F","289",.0749424
"C09G","241",.975738
"C09G","451",.024262
"C09H","151",.1775433
"C09H","152",.0292615
"C09H","154",.0266346
"C09H","210",.0457654
"C09H","241",.1098451
"C09H","242",.5716805
"C09H","322",.0392696
"C09J","241",.3036077
"C09J","242",.6963922
"C09K","154",.0215267
"C09K","241",.8893139
"C09K","269",.0576714
"C09K","321",.031488
"C10B","231",1
"C10C","142",.0889039
"C10C","231",.6354078
"C10C","241",.0224367
"C10C","269",.1918415
"C10C","403",.0614101
"C10F","102",.8927899
"C10F","403",.1072101
"C10G","111",.0588209
"C10G","142",.0255643
"C10G","231",.2991793
"C10G","232",.5361086
"C10G","241",.0234856
"C10G","403",.0568413
"C10H","241",.0209281
"C10H","269",.1544921
"C10H","291",.2265944
"C10H","341",.5979854
"C10J","101",.0704415
"C10J","231",.3970153
"C10J","291",.0530807
"C10J","402",.1043511
"C10J","403",.3751114
"C10K","101",.0685859
"C10K","231",.4902382
"C10K","241",.0714394
"C10K","291",.0261856
"C10K","402",.0962927
