cpc1,isic_rev3_4,probability_weight
"G","7020",.0000507
"G","7220",.090486
"G","7240",.0016722
"G","7250",.0000596
"G","7290",.0006496
"G","7411",.0000268
"G","7412",.0103958
"G","7413",.0046755
"G","7414",.0000407
"G","7421",.0002727
"G","7422",.0019814
"G","7430",.0006592
"G","7491",.0002129
"G","7492",.0003379
"G","7493",.0000422
"G","7494",.0012356
"G","7495",.0000152
"G","7499",.0022804
"G","7511",.0001106
"G","7513",.000019
"G","7514",.0000975
"G","7521",.0000224
"G","7530",.0002821
"G","8030",7.44e-06
"G","8531",4.19e-06
"G","9249",.0056008
"G","9500",.00019
"G","9900",.000017
"H","2211",.0000553
"H","2230",6.54e-06
"H","2693",.0185783
"H","2891",.0302948
"H","2899",.0079324
"H","3000",.0615352
"H","3110",.0079111
"H","3120",.0172399
"H","3140",.0994985
"H","3210",.3684337
"H","3220",.0031823
"H","3230",.0720919
"H","3312",.0418764
"H","3320",.0841285
"H","3330",.0881646
"H","4510",.071495
"H","6420",.0137787
"H","7230",.0019365
"H","7523",.0013568
"H","9211",.0044771
"H","9212",.0000311
"H","9213",.0049115
"H","9214",.0010575
"H","9220",.0000263
"Y","0111",.005179
"Y","1010",.0004791
"Y","1310",.0000955
"Y","1320",.0008144
"Y","2330",.0178295
"Y","2520",.0267278
"Y","2610",.048272
"Y","2695",.0391096
"Y","2710",.0943166
"Y","2720",.0553626
"Y","2813",.0147572
"Y","2892",.0161051
"Y","2911",.0754087
"Y","2913",.0779015
"Y","2914",.0366084
"Y","2919",.0302893
"Y","2930",.0504159
"Y","3140",.1982377
"Y","3313",.0324683
"Y","3691",.0068213
"Y","3692",.0025195
"Y","3699",.0072489
"Y","4010",.0173721
"Y","4030",.1156648
"Y","4100",.0280366
"Y","4530",.0019031
"Y","7310",8.70e-06
"Y","9111",.0000329
"Y","9231",6.19e-06
"Y","9233",7.74e-06
