cpc4,isic_rev3_1,probability_weight
"A63G","D",.2739334
"A63G","Other",.7260666
"A63H","D",1
"A63J","D",.1646081
"A63J","Other",.8353919
"A63K","D",.1826965
"A63K","Other",.8173035
"B01B","D",.113858
"B01B","E",.886142
"B01D","D",.2493389
"B01D","E",.7506612
"B01F","D",.3435621
"B01F","E",.6564379
"B01J","D",.6536791
"B01J","E",.3463209
"B01L","D",.9324489
"B01L","E",.0675511
"B02B","A",.3538904
"B02B","D",.6461096
"B02C","A",.0321306
"B02C","D",.9678694
"B03B","C",.2491689
"B03B","D",.0592148
"B03B","E",.6916163
"B03C","D",.3320191
"B03C","E",.6679808
"B03D","C",.3300042
"B03D","D",.1089155
"B03D","E",.5610803
"B04B","D",.9559857
"B04B","E",.0440143
"B04C","D",.2255318
"B04C","E",.7744682
"B05B","D",.3053811
"B05B","E",.6946188
"B05C","D",.9783157
"B05C","E",.0216844
"B05D","D",.8600045
"B05D","E",.1399954
"B06B","A",.17312
"B06B","D",.8268799
"B07B","C",.0393248
"B07B","D",.9606752
"B07C","D",1
"B08B","D",.0763632
"B08B","E",.9236368
"B09B","D",.0876293
"B09B","E",.2984736
"B09B","F",.613897
"B09C","C",.0984581
"B09C","D",.8364496
"B09C","Other",.0650923
"B21B","D",1
"B21C","D",1
"B21D","D",1
"B21F","D",1
"B21G","D",1
"B21H","D",1
"B21J","D",1
"B21K","D",1
"B21L","D",1
"B22C","D",1
"B22D","D",1
"B22F","D",1
"B23B","D",1
"B23C","D",1
"B23D","D",1
"B23F","D",1
"B23G","D",1
"B23H","D",1
"B23K","D",1
"B23P","D",1
"B23Q","D",1
"B24B","D",1
"B24C","D",1
"B24D","D",1
"B25B","D",1
"B25C","D",1
"B25D","D",1
"B25F","D",1
"B25G","D",1
"B25H","D",.9776304
"B25H","Other",.0223696
"B25J","D",1
"B26B","D",1
"B26D","D",1
"B26F","D",1
"B27B","D",1
"B27C","D",1
"B27D","D",1
"B27F","D",1
"B27G","D",1
"B27H","D",.8205265
"B27H","E",.1018091
"B27H","Other",.0776644
"B27J","D",1
"B27K","D",.899856
"B27K","E",.100144
"B27L","D",1
"B27M","D",1
"B27N","D",.6400347
"B27N","E",.3599653
"B28B","D",1
"B28C","D",1
"B28D","D",.9579625
"B28D","F",.0420375
"B29B","D",1
"B29C","D",1
"B29D","D",1
"B29K","D",1
"B29L","D",1
"B30B","D",1
"B31B","D",1
"B31C","D",1
"B31D","D",1
"B31F","D",1
"B32B","D",1
"B33Y","D",.9048728
"B33Y","Other",.0951272
"B41B","D",1
"B41C","D",1
"B41D","D",.8999704
"B41D","Other",.1000297
"B41F","D",1
"B41G","D",1
"B41J","D",1
"B41K","D",1
"B41L","D",1
"B41M","D",1
"B41N","D",1
"B41P","D",1
"B42B","D",1
"B42C","D",1
"B42D","D",1
"B42F","D",1
"B42P","D",1
"B43K","D",1
"B43L","D",1
"B43M","D",1
"B44B","D",.9616797
"B44B","Other",.0383203
"B44C","D",1
"B44D","D",1
"B44F","D",1
"B60B","D",1
"B60C","D",1
"B60D","D",1
"B60F","D",1
"B60G","D",1
"B60H","D",1
"B60J","D",1
"B60K","D",1
"B60L","D",1
"B60M","D",1
"B60N","D",1
"B60P","D",1
"B60Q","D",1
"B60R","D",1
"B60S","D",1
"B60T","D",1
"B60V","D",1
"B60W","D",1
"B60Y","D",1
"B61B","D",1
"B61C","D",1
"B61D","D",1
"B61F","D",1
"B61G","D",1
"B61H","D",1
"B61J","D",1
"B61K","D",1
"B61L","D",1
"B62B","D",1
"B62C","D",1
"B62D","D",1
"B62H","D",1
"B62J","D",1
"B62K","D",1
"B62L","D",1
"B62M","D",1
"B63B","D",.1825844
"B63B","E",.8174156
"B63C","D",1
"B63G","D",.1360537
"B63G","E",.8639463
"B63H","D",.3183171
"B63H","E",.6816829
"B63J","D",.1621632
"B63J","E",.8378368
"B64B","D",1
"B64C","D",1
"B64D","D",1
"B64F","D",1
"B64G","D",1
"B65B","D",1
"B65C","D",1
"B65D","D",1
"B65F","D",1
"B65G","D",1
"B65H","D",1
"B66B","D",1
"B66C","D",1
"B66D","D",1
"B66F","D",1
"B67B","D",1
"B67C","D",1
"B67D","D",.2705425
"B67D","E",.7294574
"B68B","D",1
"B68C","D",.9726596
"B68C","Other",.0273404
"B68F","D",1
"B68G","D",1
"B81B","D",.2955416
"B81B","F",.7044585
"B81C","D",.2649684
"B81C","F",.7350316
"B82B","D",.9301609
"B82B","E",.0698391
"B82Y","D",1
"C01B","D",.1577849
"C01B","E",.8422151
"C01C","D",.4691155
"C01C","E",.5308845
"C01D","D",.2875892
"C01D","E",.7124108
"C01F","D",.3628264
"C01F","E",.6371737
"C01G","D",.4988525
"C01G","E",.5011476
"C01P","D",.5166665
"C01P","E",.4833335
"C02F","E",1
"C03B","D",1
"C03C","D",1
"C04B","D",1
"C05B","D",.6953304
"C05B","E",.3046696
"C05C","D",.6929651
"C05C","E",.3070349
"C05D","A",.2026392
"C05D","D",.2861329
"C05D","E",.511228
"C05F","A",.3257367
"C05F","C",.0301934
"C05F","D",.6440699
"C05G","A",.0373645
"C05G","D",.5139546
"C05G","E",.4486809
"C06B","D",1
"C06C","D",1
"C06D","D",1
"C06F","D",1
"C07B","D",.7819935
"C07B","E",.2180065
"C07C","D",.5958436
"C07C","E",.4041564
"C07D","D",.9564064
"C07D","E",.0435937
"C07F","D",.8531054
"C07F","E",.1468946
"C07G","D",.384016
"C07G","E",.615984
"C07H","D",.9010561
"C07H","E",.0989439
"C07J","D",.9510368
"C07J","E",.0489632
"C07K","D",1
"C08B","D",.7001283
"C08B","E",.2998717
"C08C","A",.0259712
"C08C","D",.8786259
"C08C","E",.0954028
"C08F","D",.8742821
"C08F","E",.1257179
"C08G","D",.848152
"C08G","E",.151848
"C08H","D",.471039
"C08H","E",.5289609
"C08J","D",.7221292
"C08J","E",.2778708
"C08K","D",.9323305
"C08K","E",.0676695
"C08L","D",.9503424
"C08L","E",.0496575
"C09B","D",1
"C09C","D",1
"C09D","D",1
"C09F","D",1
"C09G","D",.9248872
"C09G","F",.0751128
"C09H","D",1
"C09J","D",1
"C09K","D",1
"C10B","C",.0428538
"C10B","D",.9193978
"C10B","E",.0377483
"C10C","C",.3380836
"C10C","D",.5449616
"C10C","E",.1169548
"C10F","C",.1215015
"C10F","D",.0468474
"C10F","E",.8316511
"C10G","C",.447718
"C10G","D",.3495818
"C10G","E",.2027002
"C10H","D",1
"C10J","C",.0870133
"C10J","D",.2399414
"C10J","E",.6730453
"C10K","C",.0671471
"C10K","D",.3607708
"C10K","E",.5720821
"C10L","C",.1050872
"C10L","D",.8256653
"C10L","E",.0692476
"C10M","D",.8748844
"C10M","E",.1251156
"C10N","D",1
"C11B","A",.0675777
"C11B","C",.0248274
"C11B","D",.8531448
"C11B","E",.05445
"C11C","D",1
"C11D","D",1
"C12C","A",.1046013
"C12C","D",.3888347
"C12C","E",.506564
"C12F","A",.1829665
"C12F","C",.0285468
"C12F","D",.2132506
"C12F","E",.5752361
"C12G","A",.2143498
"C12G","D",.6246221
"C12G","E",.1610281
"C12H","D",.8511735
"C12H","E",.1488265
"C12J","A",.237619
"C12J","D",.762381
"C12L","D",.6604203
"C12L","E",.3395797
"C12M","A",.0574841
"C12M","D",.1287417
"C12M","E",.8137742
"C12N","A",.0513584
"C12N","D",.9486416
"C12P","A",.0230577
"C12P","D",.8044323
"C12P","E",.17251
"C12Q","D",.9381841
"C12Q","E",.0618158
"C12R","D",.9512324
"C12R","E",.0487676
"C12Y","A",.057248
"C12Y","D",.8930278
"C12Y","E",.0497242
"C13B","A",.631757
"C13B","D",.3096102
"C13B","E",.0586328
"C13K","A",.1282742
"C13K","D",.8414157
"C13K","E",.0303101
"C14B","D",1
"C14C","D",1
"C21B","D",1
"C21C","D",1
"C21D","D",1
"C22B","C",.3618822
"C22B","D",.6381178
"C22C","D",1
"C22F","D",1
"C23C","D",1
"C23D","D",1
"C23F","D",1
"C23G","D",1
"C25B","D",1
"C25C","D",1
"C25D","D",1
"C25F","D",1
"C30B","D",1
"C40B","D",1
"D01B","D",1
"D01C","D",.9417543
"D01C","Other",.0582457
"D01D","D",1
"D01F","D",1
"D01G","D",1
"D01H","D",1
"D02G","D",1
"D02H","D",1
"D02J","D",1
"D03C","D",1
"D03D","D",1
"D03J","D",1
"D04B","D",1
"D04C","D",1
"D04D","D",1
"D04G","D",1
"D04H","D",1
"D05B","D",1
"D05C","D",1
"D05D","D",1
"D06B","D",1
"D06C","D",1
"D06F","D",1
"D06G","D",1
"D06H","D",1
"D06J","D",1
"D06L","D",1
"D06M","D",1
"D06N","D",1
"D06P","D",1
"D06Q","D",1
"D07B","A",.0389534
"D07B","B",.0457438
"D07B","D",.9153028
"D10B","D",1
"D21B","D",1
"D21C","D",1
"D21D","D",1
"D21F","D",.9711137
"D21F","E",.0288863
"D21G","D",1
"D21H","D",1
"D21J","D",1
"E01B","D",.967492
"E01B","F",.032508
"E01C","D",.9185298
"E01C","F",.0814702
"E01D","D",.9080682
"E01D","F",.0919318
"E01F","D",.9288989
"E01F","F",.0711011
"E01H","D",.4153105
"E01H","E",.5846895
"E02B","D",.0246654
"E02B","E",.9753346
"E02C","D",.1119537
"E02C","E",.8880463
"E02D","D",.1202588
"E02D","E",.1519535
"E02D","F",.7277877
"E02F","D",.0616965
"E02F","F",.9383035
"E03B","E",1
"E03C","E",1
"E03D","E",1
"E03F","E",.9559378
"E03F","F",.0440622
"E04B","D",.9562798
"E04B","F",.0437203
"E04C","D",1
"E04D","D",1
"E04F","D",.9655513
"E04F","F",.0344487
"E04G","D",.9544702
"E04G","F",.0455298
"E04H","D",.8697347
"E04H","F",.0970935
"E04H","Other",.0331718
"E05B","D",1
"E05C","D",1
"E05D","D",1
"E05F","D",1
"E05G","D",1
"E05Y","D",1
"E06B","D",1
"E06C","D",1
"E21B","C",.5239944
"E21B","D",.1104317
"E21B","E",.3655739
"E21C","C",.1148408
"E21C","D",.5365957
"E21C","E",.3485635
"E21D","D",.3730837
"E21D","E",.0564803
"E21D","F",.5704359
"E21F","D",1
"F01B","D",.9479671
"F01B","E",.0520329
"F01C","D",.9569528
"F01C","E",.0430472
"F01D","D",.7979136
"F01D","E",.2020864
"F01K","D",.0754871
"F01K","E",.9245129
"F01L","D",1
"F01M","D",.957887
"F01M","E",.042113
"F01N","D",.879786
"F01N","E",.120214
"F01P","D",.2144901
"F01P","E",.7855099
"F02B","D",.9045767
"F02B","E",.0954232
"F02C","D",.7167282
"F02C","E",.2832718
"F02D","D",.9671652
"F02D","E",.0328347
"F02F","D",.829327
"F02F","E",.170673
"F02G","D",.7070097
"F02G","E",.2929903
"F02K","D",1
"F02M","D",.8992829
"F02M","E",.100717
"F02N","D",1
"F02P","D",1
"F03B","D",.0800629
"F03B","E",.9199371
"F03C","D",1
"F03D","D",.9074032
"F03D","E",.0925968
"F03G","D",.227628
"F03G","E",.772372
"F03H","D",.9677516
"F03H","E",.0322484
"F04B","C",.1613242
"F04B","D",.7785872
"F04B","E",.0600886
"F04C","D",.9632266
"F04C","E",.0367734
"F04D","D",.5424728
"F04D","E",.4575273
"F04F","D",.1045871
"F04F","E",.8954129
"F05B","D",.6124879
"F05B","E",.3875122
"F05C","D",1
"F05D","D",.8673793
"F05D","E",.1326207
"F15B","D",1
"F15C","D",.5460958
"F15C","E",.4539042
"F15D","D",.2275726
"F15D","E",.7724274
"F16B","D",1
"F16C","D",1
"F16D","D",1
"F16F","D",1
"F16G","D",1
"F16H","D",1
"F16J","D",1
"F16K","D",.3536508
"F16K","E",.6463491
"F16L","D",.7198485
"F16L","E",.2801515
"F16M","D",1
"F16N","D",.9755888
"F16N","E",.0244112
"F16P","D",1
"F16S","D",1
"F16T","E",1
"F17B","D",1
"F17C","D",.2902518
"F17C","E",.7097481
"F17D","C",.0647565
"F17D","D",.4700051
"F17D","E",.3358096
"F17D","Other",.1294288
"F21H","D",1
"F21K","D",1
"F21L","D",1
"F21S","D",1
"F21V","D",1
"F21W","D",.9506055
"F21W","Other",.0493945
"F21Y","D",1
"F22B","D",.0296344
"F22B","E",.9703656
"F22D","E",1
"F22G","E",1
"F23B","D",.8779743
"F23B","E",.1220257
"F23C","D",.6256537
"F23C","E",.3743463
"F23D","D",.6464375
"F23D","E",.3535625
"F23G","D",.6934802
"F23G","E",.3065198
"F23H","D",.9332912
"F23H","E",.0667088
"F23J","D",.7607791
"F23J","E",.2392209
"F23K","D",.658395
"F23K","E",.341605
"F23L","D",.7275518
"F23L","E",.2724483
"F23M","D",.3609036
"F23M","E",.6390964
"F23N","D",.5514888
"F23N","E",.4485112
"F23Q","D",.9764261
"F23Q","E",.0235739
"F23R","D",.9656626
"F23R","E",.0343374
"F24B","D",.9732291
"F24B","E",.0267709
"F24C","D",.668814
"F24C","E",.331186
"F24D","D",.1623798
"F24D","E",.8376202
"F24F","D",.9038401
"F24F","E",.0961599
"F24H","D",.3977652
"F24H","E",.6022348
"F24J","A",.0267439
"F24J","D",.8399999
"F24J","E",.1332561
"F25B","D",.408464
"F25B","E",.5915359
"F25C","A",.0634156
"F25C","D",.0571384
"F25C","E",.879446
"F25D","D",.7301072
"F25D","E",.2698927
"F25J","C",.0275932
"F25J","D",.3032956
"F25J","E",.6691113
"F26B","D",.310442
"F26B","E",.689558
"F27B","D",1
"F27D","D",1
"F27M","D",1
"F28B","D",.039778
"F28B","E",.960222
"F28C","D",.3791189
"F28C","E",.6208811
"F28D","D",.7595767
"F28D","E",.2404233
"F28F","D",.9287114
"F28F","E",.0712886
"F28G","D",.0785392
"F28G","E",.9214608
"F41A","D",1
"F41B","D",1
"F41C","D",1
"F41F","D",1
"F41G","D",1
"F41H","D",1
"F41J","D",1
"F42B","D",1
"F42C","D",1
"F42D","D",1
"G01B","D",1
"G01C","D",1
"G01D","D",1
"G01F","D",.8094063
"G01F","E",.1905937
"G01G","D",1
"G01H","A",.0327025
"G01H","D",.9672974
"G01J","D",1
"G01K","D",.9672372
"G01K","E",.0327628
"G01L","D",1
"G01M","D",.9242696
"G01M","E",.0757305
"G01N","D",.8875316
"G01N","E",.1124684
"G01P","D",1
"G01Q","D",1
"G01R","D",1
"G01S","D",1
"G01T","D",1
"G01V","A",1
"G01W","D",.4710139
"G01W","E",.5289861
"G02B","D",1
"G02C","D",.9353114
"G02C","Other",.0646886
"G02F","D",1
"G03B","D",1
"G03C","D",1
"G03D","D",.4493382
"G03D","Other",.5506619
"G03F","D",1
"G03G","D",1
"G03H","D",1
"G04B","D",1
"G04C","D",1
"G04D","D",1
"G04F","D",1
"G04G","D",1
"G04R","D",1
"G05B","D",.7132085
"G05B","Other",.2867915
"G05D","D",.581639
"G05D","E",.418361
"G05F","D",1
"G05G","D",1
"G06C","D",.9048531
"G06C","Other",.0951469
"G06D","Other",1
"G06E","D",.9664374
"G06E","Other",.0335627
"G06F","D",.3498849
"G06F","Other",.6501151
"G06G","A",.0376742
"G06G","D",.907479
"G06G","Other",.0548468
"G06J","D",.9350167
"G06J","Other",.0649833
"G06K","D",.809527
"G06K","Other",.1904729
"G06M","D",.9685149
"G06M","Other",.0314851
"G06N","D",.1903496
"G06N","Other",.8096504
"G06Q","D",.0643409
"G06Q","Other",.9356591
"G06T","D",.7580254
"G06T","Other",.2419746
"G07B","D",.1158952
"G07B","Other",.8841048
"G07C","D",.4420662
"G07C","Other",.5579339
"G07D","D",.7876705
"G07D","Other",.2123295
"G07F","D",.139762
"G07F","Other",.860238
"G07G","D",.5896415
"G07G","Other",.4103585
"G08B","D",.7547819
"G08B","Other",.2452181
"G08C","D",.8450247
"G08C","E",.0259516
"G08C","Other",.1290237
"G08G","D",.867526
"G08G","Other",.132474
"G09B","D",.5087595
"G09B","Other",.4912405
"G09C","D",.4133273
"G09C","Other",.5866728
"G09D","D",.9736714
"G09D","Other",.0263287
"G09F","D",.9308508
"G09F","Other",.0691492
"G09G","D",.9665201
"G09G","Other",.0334798
"G10B","D",1
"G10C","D",1
"G10D","D",1
"G10F","D",1
"G10G","D",1
"G10H","D",1
"G10K","D",1
"G10L","D",1
"G11B","D",.8661055
"G11B","Other",.1338945
"G11C","D",1
"G12B","D",.9589113
"G12B","E",.0410887
"G21B","D",.9578078
"G21B","E",.0421922
"G21C","D",.4423435
"G21C","E",.5576565
"G21D","D",.1103476
"G21D","E",.8896524
"G21F","D",.4048788
"G21F","E",.5951212
"G21G","D",1
"G21H","D",1
"G21J","D",.9706595
"G21J","E",.0293405
"G21K","D",1
"G21Y","D",.5081942
"G21Y","E",.4918057
"H01B","D",1
"H01C","D",1
"H01F","D",1
"H01G","D",1
"H01H","D",1
"H01J","D",1
"H01K","D",1
"H01L","D",.2911159
"H01L","F",.7088841
"H01M","D",1
"H01P","D",1
"H01Q","D",1
"H01R","D",1
"H01S","D",.9762322
"H01S","F",.0237678
"H01T","D",1
"H02B","D",.9071578
"H02B","E",.0646417
"H02B","F",.0282006
"H02G","D",.7583538
"H02G","E",.1678004
"H02G","F",.0738457
"H02H","D",.9714816
"H02H","E",.0285184
"H02J","D",1
"H02K","D",.9652234
"H02K","E",.0347766
"H02M","D",1
"H02N","D",1
"H02P","D",1
"H02S","D",.9753147
"H02S","E",.0246852
"H03B","D",1
"H03C","D",1
"H03D","D",1
"H03F","D",1
"H03G","D",.9439164
"H03G","Other",.0560836
"H03H","D",1
"H03J","D",.9740787
"H03J","Other",.0259213
"H03K","D",1
"H03L","D",1
"H03M","D",.9667243
"H03M","Other",.0332757
"H04B","D",.8687705
"H04B","Other",.1312296
"H04H","D",.3390616
"H04H","Other",.6609384
"H04J","D",.9578465
"H04J","Other",.0421535
"H04K","D",.6875698
"H04K","Other",.3124302
"H04L","D",.343218
"H04L","Other",.656782
"H04M","D",.4910678
"H04M","Other",.5089322
"H04N","D",.759575
"H04N","Other",.240425
"H04Q","D",.3535351
"H04Q","Other",.6464649
"H04R","D",1
"H04S","D",.6141148
"H04S","Other",.3858853
"H04T","D",.0979794
"H04T","Other",.9020206
"H04W","D",.1202449
"H04W","Other",.8797551
"H05B","D",1
"H05C","D",1
"H05F","D",1
"H05G","D",1
"H05H","D",.9512146
"H05H","E",.0487854
"H05K","D",1
"Y02B","D",.8044941
"Y02B","E",.1955059
"Y02C","A",.1289633
"Y02C","D",.7600524
"Y02C","E",.1109842
"Y02E","D",.8666276
"Y02E","E",.1333724
"Y02T","D",.9766379
"Y02T","E",.0233621
"Y02W","A",.1105973
"Y02W","B",.0535002
"Y02W","D",.8359025
"Y04S","D",.7768425
"Y04S","Other",.2231575
"Y10S","D",.6449367
"Y10S","E",.3550633
"Y10T","D",.8539507
"Y10T","E",.1460493
