cpc4,isic_rev3_2,probability_weight
"B05C","25",.0299698
"B05C","26",.0318819
"B05C","28",.0409082
"B05C","29",.2370348
"B05D","24",.6959674
"B05D","26",.0250236
"B05D","28",.2156436
"B05D","41",.0633654
"B06B","02",.1700157
"B06B","24",.0822923
"B06B","26",.5091857
"B06B","27",.0902734
"B06B","29",.1482327
"B07B","10",.065706
"B07B","15",.1136672
"B07B","20",.1443228
"B07B","25",.0403374
"B07B","26",.0421099
"B07B","27",.0328072
"B07B","29",.5351242
"B07B","37",.0259254
"B07C","15",.1314875
"B07C","20",.0287887
"B07C","26",.0340726
"B07C","29",.7133616
"B07C","37",.0922895
"B08B","24",.0283986
"B08B","29",.0301778
"B08B","36",.0279261
"B08B","41",.8780254
"B08B","90",.0354722
"B09B","24",.0312227
"B09B","26",.0609523
"B09B","41",.3036241
"B09B","45",.4789705
"B09B","90",.1252303
"B09C","14",.0214629
"B09C","15",.0398397
"B09C","24",.3095104
"B09C","26",.0663575
"B09C","29",.0308211
"B09C","90",.5320083
"B21B","27",.9108098
"B21B","28",.025653
"B21B","29",.0635371
"B21C","27",.4211771
"B21C","28",.524506
"B21C","29",.0543169
"B21D","27",.1598146
"B21D","28",.7196834
"B21D","29",.120502
"B21F","27",.3346986
"B21F","28",.4070699
"B21F","29",.2209198
"B21F","36",.0373117
"B21G","27",.4337421
"B21G","28",.4257088
"B21G","29",.1405491
"B21H","27",.0995328
"B21H","28",.1384469
"B21H","29",.7620202
"B21J","27",.105174
"B21J","28",.1730889
"B21J","29",.7217371
"B21K","27",.3093263
"B21K","28",.4451779
"B21K","29",.2454958
"B21L","27",.0859944
"B21L","28",.1607489
"B21L","29",.2211016
"B21L","35",.0760823
"B21L","36",.4560728
"B22C","24",.1327606
"B22C","26",.2740872
"B22C","27",.2717706
"B22C","28",.2481968
"B22C","29",.0731847
"B22D","27",.808696
"B22D","28",.1279539
"B22D","29",.0633501
"B22F","24",.0222169
"B22F","26",.0442024
"B22F","27",.653468
"B22F","28",.2801127
"B23B","27",.0360429
"B23B","28",.0378295
"B23B","29",.8692161
"B23B","36",.0569115
"B23C","27",.0440864
"B23C","28",.2277427
"B23C","29",.6131889
"B23C","36",.114982
"B23D","27",.0291748
"B23D","28",.8982958
"B23D","29",.0725294
"B23F","29",1
"B23G","27",.0480914
"B23G","28",.0593499
"B23G","29",.8925587
"B23H","26",.0274637
"B23H","27",.2843491
"B23H","28",.3164249
"B23H","29",.3717623
"B23K","27",.5108064
"B23K","28",.4636411
"B23K","29",.0255524
"B23P","27",.1889713
"B23P","28",.2757419
"B23P","29",.5135167
"B23P","34",.02177
"B23Q","29",1
"B24B","24",.1376185
"B24B","26",.0859808
"B24B","28",.0804328
"B24B","29",.6959679
"B24C","24",.2369194
"B24C","26",.1357996
"B24C","27",.2826489
"B24C","28",.0431726
"B24C","29",.274637
"B24C","37",.0268227
"B24D","24",.1686528
"B24D","26",.1749922
"B24D","27",.1006771
"B24D","28",.528026
"B24D","29",.0276519
"B25B","28",.4980503
"B25B","29",.5019497
"B25C","20",.025272
"B25C","29",.9747279
"B25D","28",.0211585
"B25D","29",.9788415
"B25F","28",.4604021
"B25F","29",.2620741
"B25F","31",.2775238
"B25G","28",1
"B25H","20",.1165282
"B25H","25",.0739723
"B25H","26",.0410073
"B25H","28",.243585
"B25H","29",.0681374
"B25H","34",.048777
"B25H","35",.0407823
"B25H","50",.3672105
"B25J","29",1
"B26B","28",.9519429
"B26B","93",.0480571
"B26D","21",.3838829
"B26D","25",.0264446
"B26D","28",.4926225
"B26D","29",.09705
"B26F","17",.0487452
"B26F","21",.6478062
"B26F","25",.0734623
"B26F","27",.0351879
"B26F","28",.1619945
"B26F","29",.0328039
"B27B","20",.8179237
"B27B","28",.1327144
"B27B","29",.0493619
"B27C","20",.8519173
"B27C","28",.0407633
"B27C","29",.1073194
"B27D","20",1
"B27F","20",.3505843
"B27F","21",.5288383
"B27F","28",.0293077
"B27F","29",.0912697
"B27G","20",.7181153
"B27G","28",.2818847
"B27H","20",1
"B27J","20",.6354418
"B27J","24",.0982999
"B27J","26",.0586747
"B27J","29",.0333159
"B27J","36",.1742677
"B27K","20",.5205931
"B27K","24",.4056087
"B27K","40",.0737982
"B27L","20",.9287428
"B27L","28",.0712573
"B27M","20",.9562281
"B27M","36",.0437719
"B27N","20",.9017325
"B27N","24",.0208835
"B27N","40",.077384
"B28B","26",1
"B28C","26",.975677
"B28C","29",.024323
"B28D","26",.7258641
"B28D","28",.1626601
"B28D","29",.1114758
"B29B","17",.0484238
"B29B","24",.4481583
"B29B","25",.4143938
"B29B","29",.0890241
"B29C","17",.0477266
"B29C","24",.1814488
"B29C","25",.6650342
"B29C","29",.0702362
"B29C","33",.0355543
"B29D","17",.0657372
"B29D","24",.0629458
"B29D","25",.6420994
"B29D","29",.024361
"B29D","33",.2048567
"B29K","17",.1218007
"B29K","24",.5184526
"B29K","25",.3597468
"B29L","17",.0840358
"B29L","24",.1549359
"B29L","25",.7023319
"B29L","29",.0270353
"B29L","33",.0316611
"B30B","15",.061362
"B30B","20",.0246137
"B30B","21",.0366012
"B30B","25",.0374427
"B30B","26",.0235814
"B30B","27",.0604554
"B30B","28",.0634925
"B30B","29",.692451
"B31B","21",.3860581
"B31B","24",.045408
"B31B","25",.4920851
"B31B","29",.0764488
"B31C","21",.9508381
"B31C","24",.0491618
"B31D","21",.8498582
"B31D","24",.0545571
"B31D","25",.0613082
"B31D","29",.0342765
"B31F","21",.9760833
"B31F","24",.0239167
"B32B","17",.1859671
"B32B","21",.0709452
"B32B","24",.4991326
"B32B","25",.0705925
"B32B","26",.146903
"B32B","27",.0264596
"B33Y","26",.4450063
"B33Y","29",.2821887
"B33Y","33",.186615
"B33Y","72",.08619
"B41B","21",.1238557
"B41B","22",.3427211
"B41B","30",.1608415
"B41B","33",.3725816
"B41C","22",1
"B41D","20",.1922543
"B41D","21",.0590787
"B41D","22",.5174075
"B41D","24",.1882073
"B41D","92",.0430522
"B41F","17",.0964369
"B41F","21",.1709816
"B41F","22",.6540051
"B41F","29",.0785764
"B41G","17",.2264705
"B41G","21",.4592873
"B41G","22",.275882
"B41G","29",.0383602
"B41J","21",1
"B41K","21",.2533498
"B41K","22",.6490523
"B41K","25",.0620748
"B41K","29",.0355231
"B41L","21",.9403476
"B41L","22",.0241726
"B41L","29",.0354797
"B41M","21",.7419095
"B41M","22",.0440944
"B41M","24",.2139961
"B41N","17",.0400404
"B41N","22",.9599596
"B41P","17",.1049224
"B41P","21",.0737407
"B41P","22",.7794631
"B41P","29",.0418738
"B42B","21",.3486841
"B42B","22",.6513159
"B42C","21",.2096818
"B42C","22",.7496107
"B42C","24",.0407074
"B42D","21",.7495142
"B42D","22",.1249504
"B42D","24",.1004502
"B42D","25",.0250851
"B42F","21",.9333525
"B42F","25",.0666476
"B42P","21",.7501019
"B42P","22",.2164012
"B42P","24",.0334969
"B43K","21",.081023
"B43K","36",.918977
"B43L","21",.2965193
"B43L","25",.0272112
"B43L","36",.6762695
"B43M","21",.8626367
"B43M","24",.0301589
"B43M","29",.0865363
"B43M","30",.0206681
"B44B","20",.0997939
"B44B","21",.0756683
"B44B","24",.0225944
"B44B","25",.0219075
"B44B","28",.1402483
"B44B","29",.166399
"B44B","36",.4153418
"B44B","92",.0580468
"B44C","17",.0715727
"B44C","20",.035966
"B44C","21",.417487
"B44C","24",.2477278
"B44C","25",.046176
"B44C","26",.11368
"B44C","28",.0441377
"B44C","36",.0232528
"B44D","17",.0272332
"B44D","21",.0460003
"B44D","24",.7848921
"B44D","25",.0344493
"B44D","36",.1074251
"B44F","17",.0324508
"B44F","20",.1225915
"B44F","21",.1340782
"B44F","24",.2120456
"B44F","25",.0726698
"B44F","26",.3862966
"B44F","36",.0398676
"B60B","25",.0405336
"B60B","27",.0411203
"B60B","28",.0356683
"B60B","29",.0539991
"B60B","34",.1969865
"B60B","35",.6014807
"B60B","36",.0302116
"B60C","25",1
"B60D","34",1
"B60F","29",.0392251
"B60F","34",.0877232
"B60F","35",.8730517
"B60G","29",.054135
"B60G","34",.945865
"B60H","29",.0349561
"B60H","34",.9650439
"B60J","25",.050901
"B60J","26",.0809393
"B60J","34",.8681598
"B60K","29",.406396
"B60K","31",.0419614
"B60K","34",.5516427
"B60L","29",.0322329
"B60L","31",.8345387
"B60L","34",.0895249
"B60L","35",.0437036
"B60M","19",.0318171
"B60M","27",.0796735
"B60M","34",.2105378
"B60M","35",.5091159
"B60M","60",.1688557
"B60N","19",.0662973
"B60N","29",.0276791
"B60N","34",.8610683
"B60N","36",.0449552
"B60P","29",.0468047
"B60P","34",.8727534
"B60P","35",.0804418
"B60Q","31",.0715156
"B60Q","34",.9050009
"B60Q","35",.0234836
"B60R","19",.1072221
"B60R","29",.0307628
"B60R","34",.8620151
"B60S","25",.0670332
"B60S","26",.0600028
"B60S","29",.0606987
"B60S","34",.8122652
"B60T","29",.3085939
"B60T","34",.640385
"B60T","35",.0510211
"B60V","35",1
"B60W","29",.4272562
"B60W","31",.0652103
"B60W","34",.5075335
"B60Y","29",.5283915
"B60Y","31",.1610675
"B60Y","34",.1621651
"B60Y","35",.1483759
"B61B","29",.3407963
"B61B","34",.2280529
"B61B","35",.1479067
"B61B","60",.283244
"B61C","29",.1931986
"B61C","34",.088814
"B61C","35",.7179873
"B61D","34",.0474731
"B61D","35",.9525269
"B61F","35",1
"B61G","29",.045068
"B61G","35",.954932
"B61H","29",.0649841
"B61H","35",.9350159
"B61J","29",.0948033
"B61J","34",.1445738
"B61J","35",.760623
"B61K","35",1
"B61L","35",1
"B62B","19",.0636949
"B62B","34",.3939205
"B62B","35",.3746358
"B62B","36",.1677488
"B62C","19",.9686369
"B62C","28",.0313631
"B62D","29",.0819917
"B62D","34",.9180083
"B62H","35",1
"B62J","19",.0222037
"B62J","35",.9777963
"B62K","28",.0409544
"B62K","35",.9590456
"B62L","19",.0645993
"B62L","29",.0249953
"B62L","35",.9104053
"B62M","29",.075558
"B62M","35",.924442
"B63B","35",.7773477
"B63B","41",.2226523
"B63C","19",.0465465
"B63C","29",.0214791
"B63C","35",.9028932
"B63C","36",.0290811
"B63G","29",.0822007
"B63G","35",.2559685
"B63G","41",.6618308
"B63H","29",.044449
"B63H","35",.8007376
"B63H","41",.1548134
"B63J","29",.0457331
"B63J","31",.0240807
"B63J","35",.5250947
"B63J","41",.4050915
"B64B","35",1
"B64C","35",1
"B64D","35",.9952054
"B64D","62",.0047946
"B64F","35",1
"B64G","35",1
"B65B","15",.0595854
"B65B","21",.1024431
"B65B","24",.0261959
"B65B","25",.2684331
"B65B","29",.5433425
"B65C","21",.3454716
"B65C","22",.0299947
"B65C","24",.3007637
"B65C","25",.0305746
"B65C","28",.0289564
"B65C","29",.264239
"B65D","15",.086922
"B65D","21",.1833621
"B65D","24",.0747435
"B65D","25",.5954916
"B65D","26",.0295906
"B65D","28",.0298902
"B65F","21",.1580501
"B65F","25",.5559691
"B65F","26",.0310107
"B65F","28",.0410055
"B65F","29",.0953008
"B65F","34",.0805843
"B65F","37",.0380795
"B65G","29",1
"B65H","17",.022573
"B65H","21",.9026502
"B65H","29",.0747767
"B66B","26",.0239547
"B66B","27",.0237977
"B66B","29",.9267398
"B66B","36",.0255078
"B66C","29",1
"B66D","29",1
"B66F","28",.6383501
"B66F","29",.3319725
"B66F","36",.0296774
"B67B","15",.1468623
"B67B","25",.1766103
"B67B","28",.1100915
"B67B","29",.5664359
"B67C","15",.2139583
"B67C","25",.1337493
"B67C","29",.6084806
"B67C","33",.0438119
"B67D","15",.3783813
"B67D","23",.0906546
"B67D","25",.0320605
"B67D","29",.0644724
"B67D","41",.4344313
"B68B","18",.043052
"B68B","19",.956948
"B68C","17",.5589504
"B68C","18",.1634139
"B68C","19",.2180707
"B68C","25",.0595651
"B68F","19",.0466802
"B68F","24",.1155175
"B68F","25",.1025772
"B68F","28",.1756729
"B68F","34",.0899347
"B68F","36",.4696176
"B68G","17",.3593739
"B68G","36",.6406261
"B81B","24",.0547346
"B81B","26",.0777566
"B81B","28",.0665936
"B81B","32",.2896192
"B81B","33",.036931
"B81B","45",.4743651
"B81C","24",.1319448
"B81C","26",.0913177
"B81C","28",.1030099
"B81C","32",.1168162
"B81C","45",.5569114
"B82B","24",.3389014
"B82B","28",.0460572
"B82B","33",.5693613
"B82B","41",.04568
"B82Y","24",.3450198
"B82Y","26",.0300562
"B82Y","28",.0934659
"B82Y","32",.051464
"B82Y","33",.4799941
"C01B","23",.0222311
"C01B","24",.2228094
"C01B","28",.0279345
"C01B","40",.4197354
"C01B","41",.3072896
"C01C","24",.724829
"C01C","40",.1108229
"C01C","41",.1643481
"C01D","15",.1580319
"C01D","24",.3491246
"C01D","28",.0218201
"C01D","41",.4710233
"C01F","15",.2467264
"C01F","23",.0377952
"C01F","24",.311213
"C01F","28",.0383135
"C01F","40",.021493
"C01F","41",.3444589
"C01G","23",.5321169
"C01G","24",.1560166
"C01G","28",.0994984
"C01G","31",.0505733
"C01G","41",.1617948
"C01P","15",.027719
"C01P","23",.026115
"C01P","24",.4235757
"C01P","28",.168554
"C01P","31",.071236
"C01P","41",.2828002
"C02F","41",.9334589
"C02F","90",.0665411
"C03B","26",.9696621
"C03B","29",.0303379
"C03C","24",.0345425
"C03C","26",.9654576
"C04B","24",.0533128
"C04B","26",.8971751
"C04B","27",.0495121
"C05B","24",.8748879
"C05B","41",.1251121
"C05C","24",.874015
"C05C","41",.125985
"C05D","01",.1148475
"C05D","14",.0380565
"C05D","24",.4877605
"C05D","41",.3593355
"C05F","01",.1779244
"C05F","10",.0371044
"C05F","20",.0224543
"C05F","24",.7066954
"C05F","26",.021727
"C05F","29",.0340945
"C05G","24",.773385
"C05G","41",.226615
"C06B","24",1
"C06C","24",.9450306
"C06C","25",.0549693
"C06D","24",.8444589
"C06D","29",.1555412
"C06F","23",.9280993
"C06F","24",.0719007
"C07B","24",.9177434
"C07B","41",.0822566
"C07C","23",.0793075
"C07C","24",.7727018
"C07C","41",.1479908
"C07D","24",1
"C07F","24",.9468865
"C07F","41",.0531136
"C07G","14",.036078
"C07G","15",.0655176
"C07G","24",.5432906
"C07G","41",.3551138
"C07H","15",.3403027
"C07H","24",.6263919
"C07H","41",.0333054
"C07J","24",1
"C07K","15",.1396669
"C07K","24",.860333
"C08B","15",.5583218
"C08B","24",.3512926
"C08B","41",.0903856
"C08C","24",.9367639
"C08C","25",.0390886
"C08C","41",.0241475
"C08F","24",.9574982
"C08F","41",.0425018
"C08G","24",.9451209
"C08G","41",.0548791
"C08H","15",.1512564
"C08H","24",.6072873
"C08H","41",.2414562
"C08J","24",.8839419
"C08J","41",.116058
"C08K","24",.9361451
"C08K","26",.0377561
"C08K","41",.0260988
"C08L","24",.9743406
"C08L","26",.0256594
"C09B","15",.037968
"C09B","17",.0893929
"C09B","18",.1039163
"C09B","21",.1156906
"C09B","24",.628839
"C09B","28",.0241933
"C09C","21",.1395926
"C09C","24",.5103934
"C09C","26",.0747685
"C09C","28",.2752454
"C09D","21",.0305088
"C09D","24",.9186236
"C09D","28",.0508676
"C09F","17",.0224339
"C09F","20",.026417
"C09F","21",.182516
"C09F","24",.6928971
"C09F","28",.0757359
"C09G","24",.9477833
"C09G","36",.0227377
"C09G","45",.029479
"C09H","15",.2234685
"C09H","21",.0648847
"C09H","24",.7116467
"C09J","24",1
"C09K","15",.0379589
"C09K","24",.8365893
"C09K","26",.0891858
"C09K","32",.0362658
"C10B","23",1
"C10C","14",.1421073
"C10C","23",.4443914
"C10C","24",.0321064
"C10C","26",.2826166
"C10C","40",.0987783
"C10F","10",.174374
"C10F","29",.0206682
"C10F","37",.1189429
"C10F","40",.686015
"C10G","14",.0302818
"C10G","23",.88844
"C10G","40",.0812782
"C10H","24",.021224
"C10H","26",.1485105
"C10H","29",.269501
"C10H","34",.5607645
"C10J","10",.0998878
"C10J","23",.1719603
"C10J","29",.063316
"C10J","40",.6648359
"C10K","10",.1070163
"C10K","23",.2525908
"C10K","24",.0818052
"C10K","29",.0345371
"C10K","40",.5240507
"C10L","10",.0276837
"C10L","23",.8698794
"C10L","24",.0813327
"C10L","40",.0211043
"C10M","23",.0589971
"C10M","24",.8287559
"C10M","28",.0252671
"C10M","29",.0292534
"C10M","41",.0577264
"C10N","23",.07883
"C10N","24",.8289384
"C10N","28",.0369711
"C10N","29",.0552605
"C11B","15",.7421179
"C11B","24",.2104982
"C11B","40",.0473839
"C11C","15",.5964425
"C11C","23",.2134168
"C11C","24",.1901407
"C11D","24",1
"C12C","15",.9409344
"C12C","41",.0590656
"C12F","01",.0675487
"C12F","14",.0283809
"C12F","15",.7485579
"C12F","40",.0216331
"C12F","41",.1338795
"C12G","01",.0230724
"C12G","15",.9769276
"C12H","15",1
"C12J","01",.0304478
"C12J","15",.941003
"C12J","24",.0285491
"C12L","15",.8403997
"C12L","24",.0431167
"C12L","29",.0331039
"C12L","41",.0833796
"C12M","01",.064564
"C12M","15",.0445395
"C12M","24",.0749076
"C12M","25",.1151767
"C12M","29",.0319875
"C12M","40",.0944045
"C12M","41",.5744202
"C12N","15",.7029514
"C12N","24",.2970486
"C12P","15",.7445543
"C12P","24",.2194291
"C12P","41",.0360167
"C12Q","15",.5349898
"C12Q","24",.4650101
"C12R","15",.7498176
"C12R","24",.2501824
"C12Y","15",.8744113
"C12Y","21",.0269286
"C12Y","24",.09866
"C13B","01",.128463
"C13B","15",.871537
"C13K","15",.9677702
"C13K","24",.0322298
"C14B","17",.0635316
"C14B","18",.6358036
"C14B","19",.0718911
"C14B","29",.1987531
"C14B","36",.0300206
"C14C","15",.0298036
"C14C","18",.1810465
"C14C","19",.1510781
"C14C","24",.6380717
"C21B","27",.9148909
"C21B","29",.0851092
"C21C","27",.9704829
"C21C","29",.029517
"C21D","27",1
"C22B","12",.0355468
"C22B","13",.2676024
"C22B","27",.6610922
"C22B","28",.0357587
"C22C","27",1
"C22F","27",.8567585
"C22F","28",.1032345
"C22F","29",.0400071
"C23C","24",.1023076
"C23C","26",.0216548
"C23C","27",.5808259
"C23C","28",.2952118
"C23D","24",.2571103
"C23D","26",.1112343
"C23D","27",.466178
"C23D","28",.1654774
"C23F","24",.2280238
"C23F","26",.0283117
"C23F","27",.6571941
"C23F","28",.0864704
"C23G","24",.1364222
"C23G","27",.827207
"C23G","28",.0363708
"C25B","24",.3252038
"C25B","27",.4271281
"C25B","28",.2476681
"C25C","27",.8915342
"C25C","28",.1084658
"C25D","24",.0564904
"C25D","27",.5443539
"C25D","28",.3991557
"C25F","22",.3271185
"C25F","24",.0624296
"C25F","27",.523684
"C25F","28",.0867679
"C30B","24",.2238417
"C30B","26",.0764116
"C30B","27",.0768468
"C30B","28",.0813841
"C30B","29",.1362025
"C30B","36",.4053133
"C40B","24",.9211693
"C40B","26",.0254292
"C40B","30",.0534015
"D01B","17",.3636793
"D01B","20",.2015136
"D01B","28",.226038
"D01B","29",.208769
"D01C","17",.4490489
"D01C","18",.3481235
"D01C","24",.1777286
"D01C","92",.0250989
"D01D","17",.4504733
"D01D","24",.5495267
"D01F","17",.4328671
"D01F","24",.5671329
"D01G","17",.9695232
"D01G","29",.0304768
"D01H","17",.659097
"D01H","29",.340903
"D02G","17",1
"D02H","17",.8401244
"D02H","29",.1598756
"D02J","17",.9341826
"D02J","24",.0435379
"D02J","26",.0222796
"D03C","17",.3207076
"D03C","19",.5381128
"D03C","28",.0516836
"D03C","29",.0894959
"D03D","17",.9734513
"D03D","29",.0265488
"D03J","17",.6674117
"D03J","19",.2825291
"D03J","29",.0500592
"D04B","17",.9389147
"D04B","29",.0610853
"D04C","17",.8465069
"D04C","25",.0341893
"D04C","29",.1193038
"D04D","17",.9710182
"D04D","21",.0289818
"D04G","17",.8057215
"D04G","19",.0282103
"D04G","25",.0255063
"D04G","36",.1405619
"D04H","17",1
"D05B","17",.954452
"D05B","28",.0228845
"D05B","29",.0226636
"D05C","17",.9714839
"D05C","28",.0285161
"D05D","17",1
"D06B","17",1
"D06C","17",1
"D06F","17",.2608081
"D06F","29",.6219127
"D06F","36",.1172792
"D06G","17",.9443127
"D06G","36",.0556873
"D06H","17",1
"D06J","17",.9486874
"D06J","18",.0513126
