cpc4,isic_rev3_2,probability_weight
"A01B","29",1
"A01C","01",.0289283
"A01C","15",.0880671
"A01C","24",.2880858
"A01C","29",.5037054
"A01C","45",.0912135
"A01D","01",.0527383
"A01D","15",.0735546
"A01D","29",.8737071
"A01F","01",.058991
"A01F","15",.0240302
"A01F","29",.9169788
"A01G","01",.4724898
"A01G","41",.5275102
"A01H","01",.0909967
"A01H","15",.9090033
"A01J","15",.9737355
"A01J","29",.0262646
"A01K","01",.0245637
"A01K","05",.7342481
"A01K","15",.1072638
"A01K","19",.0740343
"A01K","29",.0598901
"A01L","19",.7853033
"A01L","20",.0660623
"A01L","24",.1486344
"A01M","01",.9578346
"A01M","24",.0421654
"A01N","01",.0881883
"A01N","15",.2889094
"A01N","24",.6229023
"A21B","15",.946583
"A21B","29",.053417
"A21C","15",.9763798
"A21C","29",.0236202
"A21D","15",1
"A22B","15",.9146941
"A22B","29",.085306
"A22C","15",.971875
"A22C","29",.028125
"A23B","01",.1279169
"A23B","15",.8126499
"A23B","41",.0594332
"A23C","15",1
"A23D","15",.976862
"A23D","41",.023138
"A23F","01",.6730708
"A23F","15",.2441126
"A23F","41",.0828165
"A23G","15",1
"A23J","15",.9370406
"A23J","41",.0629594
"A23K","15",.9709489
"A23K","24",.0290511
"A23L","01",.0680743
"A23L","15",.897788
"A23L","41",.0341376
"A23N","01",.0664776
"A23N","15",.8289775
"A23N","29",.0543904
"A23N","41",.0501544
"A23P","15",.9637038
"A23P","29",.0362962
"A23V","01",.2765957
"A23V","15",.6978813
"A23V","41",.0255229
"A23Y","01",.029404
"A23Y","15",.970596
"A24B","16",1
"A24C","16",.6742867
"A24C","21",.1883119
"A24C","29",.1374014
"A24D","16",.2914533
"A24D","21",.6843572
"A24D","24",.0241895
"A24F","16",1
"A41B","17",.6376355
"A41B","18",.3623645
"A41C","17",.9576568
"A41C","18",.0423432
"A41D","17",.396237
"A41D","18",.603763
"A41F","17",.5979575
"A41F","18",.372124
"A41F","25",.0299185
"A41G","17",.4362348
"A41G","24",.448517
"A41G","25",.0721305
"A41G","28",.0213923
"A41G","93",.0217255
"A41H","17",.9006813
"A41H","18",.0993187
"A42B","17",.1798344
"A42B","18",.5062201
"A42B","92",.3139455
"A42C","17",.7861484
"A42C","18",.1052899
"A42C","25",.0279693
"A42C","92",.0805924
"A43B","19",1
"A43C","19",1
"A43D","19",1
"A44B","17",.7263477
"A44B","19",.0680682
"A44B","25",.175687
"A44B","28",.0298971
"A44C","17",.0408307
"A44C","19",.2999436
"A44C","24",.0470038
"A44C","25",.0519525
"A44C","26",.1485758
"A44C","27",.1645561
"A44C","28",.2471374
"A44D","17",.6622691
"A44D","18",.0261536
"A44D","19",.0850235
"A44D","25",.0220241
"A44D","27",.1271399
"A44D","28",.0773899
"A45B","17",.774976
"A45B","19",.026067
"A45B","25",.0919987
"A45B","26",.0344329
"A45B","29",.0725256
"A45C","17",.0348262
"A45C","19",.9354194
"A45C","25",.0297543
"A45D","25",.0343882
"A45D","29",.0893818
"A45D","80",.2032869
"A45D","93",.6729431
"A45F","17",.1241079
"A45F","19",.7845076
"A45F","25",.0913845
"A46B","15",.2335639
"A46B","17",.0489881
"A46B","20",.0229543
"A46B","24",.3407365
"A46B","25",.1156986
"A46B","26",.0324754
"A46B","28",.0392038
"A46B","29",.0732327
"A46B","92",.0453977
"A46B","93",.0477491
"A46D","15",.0208675
"A46D","17",.050313
"A46D","21",.026353
"A46D","24",.4236624
"A46D","25",.1037137
"A46D","26",.0829765
"A46D","28",.1614504
"A46D","29",.0944074
"A46D","85",.0362561
"A47B","36",1
"A47C","36",1
"A47D","17",.0705233
"A47D","19",.0868444
"A47D","36",.8426324
"A47F","25",.0332931
"A47F","36",.9667069
"A47G","15",.0712932
"A47G","17",.5404145
"A47G","21",.0280365
"A47G","25",.0460807
"A47G","28",.1032929
"A47G","36",.2108822
"A47H","17",.957294
"A47H","25",.0427059
"A47J","15",.6543329
"A47J","28",.0264825
"A47J","29",.3191846
"A47K","21",.9491284
"A47K","36",.0508716
"A47L","17",.1182702
"A47L","29",.575684
"A47L","36",.3060458
"A61B","30",.0210798
"A61B","33",.7702224
"A61B","85",.2086978
"A61C","24",.0959298
"A61C","25",.0385479
"A61C","26",.1804391
"A61C","28",.0780505
"A61C","29",.0642588
"A61C","33",.1082273
"A61C","36",.0281902
"A61C","85",.4063564
"A61D","15",.1450681
"A61D","17",.0745903
"A61D","19",.1911337
"A61D","24",.1944861
"A61D","25",.1470212
"A61D","29",.093698
"A61D","33",.1540026
"A61F","17",.2674167
"A61F","24",.2540306
"A61F","25",.0335133
"A61F","26",.0425545
"A61F","33",.2182774
"A61F","85",.1842074
"A61G","36",.8708409
"A61G","85",.1291591
"A61H","36",.0555967
"A61H","85",.0439366
"A61H","93",.9004668
"A61J","15",.0345482
"A61J","24",.5848433
"A61J","25",.1728991
"A61J","33",.1738722
"A61J","95",.0338371
"A61K","15",.0651832
"A61K","24",.9348168
"A61L","24",.9036065
"A61L","26",.0269584
"A61L","33",.0694351
"A61M","24",.2419807
"A61M","25",.0332337
"A61M","29",.076303
"A61M","33",.5914036
"A61M","85",.057079
"A61N","24",.0541711
"A61N","31",.0672556
"A61N","33",.8044646
"A61N","85",.0741087
"A61Q","15",.1393328
"A61Q","24",.8606672
"A62B","19",1
"A62C","17",.066971
"A62C","24",.1491509
"A62C","25",.0243029
"A62C","26",.0529563
"A62C","29",.443451
"A62C","35",.1889459
"A62C","36",.0353581
"A62C","60",.0388638
"A62D","24",.572809
"A62D","28",.0283654
"A62D","41",.3988256
"A63B","36",.1873315
"A63B","92",.8126686
"A63C","19",.0646667
"A63C","36",.9353333
"A63D","17",.0934039
"A63D","20",.1543635
"A63D","25",.1009576
"A63D","26",.1282745
"A63D","36",.3608945
"A63D","92",.162106
"A63F","36",.7738205
"A63F","92",.2261795
"A63G","19",.0254883
"A63G","35",.0566099
"A63G","36",.3267237
"A63G","55",.2174711
"A63G","92",.3737071
"A63H","36",1
"A63J","36",.2081842
"A63J","92",.7918158
"A63K","19",.0661519
"A63K","20",.043205
"A63K","25",.1545926
"A63K","92",.7360504
"B01B","24",.0696035
"B01B","29",.0489614
"B01B","41",.881435
"B01D","15",.0252807
"B01D","24",.1772303
"B01D","29",.0268123
"B01D","41",.687382
"B01D","90",.0832946
"B01F","15",.085077
"B01F","24",.1719557
"B01F","26",.0565902
"B01F","29",.0646992
"B01F","41",.5854842
"B01F","90",.0361938
"B01J","23",.1898206
"B01J","24",.5482972
"B01J","28",.06193
"B01J","41",.1999522
"B01L","24",.4259452
"B01L","25",.1694437
"B01L","26",.1120443
"B01L","29",.2422424
"B01L","41",.0503243
"B02B","01",.0405832
"B02B","15",.9594168
"B02C","15",.1992113
"B02C","20",.0701975
"B02C","28",.2358339
"B02C","29",.4947574
"B03B","10",.3282695
"B03B","13",.0227726
"B03B","14",.0260928
"B03B","26",.0320422
"B03B","29",.0263068
"B03B","41",.4127267
"B03B","90",.1517895
"B03C","10",.041527
"B03C","24",.0834066
"B03C","26",.098089
"B03C","28",.0760547
"B03C","29",.1435042
"B03C","40",.0222339
"B03C","41",.4882675
"B03C","90",.0469171
"B03D","10",.430643
"B03D","14",.0648166
"B03D","24",.1274275
"B03D","41",.3407226
"B03D","90",.0363902
"B04B","15",.0340359
"B04B","29",.9659641
"B04C","26",.0404827
"B04C","29",.3325457
"B04C","40",.0675754
"B04C","41",.5295787
"B04C","90",.0298176
"B05B","24",.1839108
"B05B","29",.1988392
"B05B","41",.61725
"B05C","24",.6602052
