isic_rev3_4,cpc1,probability_weight
"2421","A",.8602005
"2421","C",.1397995
"2422","A",.0275971
"2422","B",.5876781
"2422","C",.363591
"2422","G",.0211337
"2423","A",.6413161
"2423","C",.3586839
"2424","A",.2383425
"2424","C",.7203639
"2424","D",.0412936
"2429","A",.1655446
"2429","B",.3558414
"2429","C",.1624339
"2429","E",.0295216
"2429","F",.0712454
"2429","G",.0874081
"2429","H",.128005
"2430","D",1
"2511","B",.944045
"2511","Y",.055955
"2519","A",.0691482
"2519","B",.4298599
"2519","C",.033186
"2519","F",.2539001
"2519","Y",.2139058
"2520","A",.0812807
"2520","B",.6837426
"2520","F",.0868874
"2520","Y",.1480893
"2610","B",.0613633
"2610","C",.4544849
"2610","E",.0691631
"2610","G",.0839554
"2610","H",.155797
"2610","Y",.1752363
"2691","A",.2523054
"2691","B",.0290674
"2691","C",.4269705
"2691","E",.023459
"2691","H",.1840184
"2691","Y",.0841792
"2692","B",.1149774
"2692","C",.5936772
"2692","F",.2476332
"2692","Y",.0437122
"2693","B",.0889319
"2693","C",.3621944
"2693","F",.0826169
"2693","H",.3535337
"2693","Y",.112723
"2694","A",.0443599
"2694","C",.4881084
"2694","E",.3263663
"2694","Y",.1411654
"2695","B",.0485215
"2695","E",.8519761
"2695","F",.0354529
"2695","Y",.0640495
"2696","A",.0701407
"2696","B",.5159362
"2696","E",.3664439
"2696","Y",.0474792
"2699","B",.0253603
"2699","C",.1528465
"2699","E",.7744182
"2699","Y",.047375
"2710","B",.0963863
"2710","C",.3736969
"2710","E",.1296211
"2710","F",.0731113
"2710","Y",.3271844
"2720","B",.0559538
"2720","C",.4320946
"2720","Y",.5119517
"2731","B",.2317273
"2731","C",.3532271
"2731","E",.0631426
"2731","F",.208489
"2731","Y",.1434141
"2732","B",.4452268
"2732","C",.3332427
"2732","F",.0622714
"2732","Y",.1592591
"2811","B",.0455618
"2811","E",.3696519
"2811","H",.5615953
"2811","Y",.0231911
"2812","B",.6838704
"2812","F",.047119
"2812","H",.1676384
"2812","Y",.1013721
"2813","D",.0623843
"2813","F",.4322937
"2813","Y",.505322
"2891","B",.1997478
"2891","C",.1193477
"2891","E",.033806
"2891","F",.0377693
"2891","H",.4929207
"2891","Y",.1164086
"2892","B",.2101348
"2892","C",.3612733
"2892","H",.2537744
"2892","Y",.1748174
"2893","A",.0489364
"2893","B",.8259521
"2893","E",.0236369
"2893","Y",.1014746
"2899","A",.0254796
"2899","B",.1692734
"2899","E",.051978
"2899","F",.1117038
"2899","G",.0246197
"2899","H",.5347791
"2899","Y",.0821664
"2911","B",.0491236
"2911","F",.8829026
"2911","Y",.0679738
"2912","A",.0279587
"2912","B",.0876981
"2912","F",.7635688
"2912","Y",.1207745
"2913","B",.173303
"2913","F",.7277727
"2913","Y",.0989244
"2914","B",.0210242
"2914","C",.3436876
"2914","F",.3549318
"2914","Y",.2803564
"2915","A",.0434238
"2915","B",.9160423
"2915","E",.0405339
"2919","B",.2109124
"2919","F",.5819277
"2919","Y",.2071599
"2921","A",.8153881
"2921","B",.1267496
"2921","E",.0578622
"2922","B",.7741898
"2922","E",.0456229
"2922","G",.0371302
"2922","Y",.143057
"2923","B",.6080401
"2923","C",.0714016
"2923","F",.0854391
"2923","H",.0670456
"2923","Y",.1680736
"2924","E",1
"2925","A",.7796581
"2925","B",.220342
"2926","B",.2930142
"2926","D",.5117043
"2926","E",.021668
"2926","F",.0436806
"2926","G",.0643117
"2926","Y",.0656212
"2927","F",1
"2929","B",.5631432
"2929","D",.3768837
"2929","G",.0274999
"2929","Y",.0324732
"2930","A",.2155522
"2930","D",.2043721
"2930","F",.3102677
"2930","Y",.269808
"3000","G",.8779016
"3000","H",.1220984
"3110","B",.0332418
"3110","F",.0229287
"3110","H",.8709929
"3110","Y",.0728366
"3120","H",1
"3130","G",.7359066
"3130","H",.2640934
"3140","G",.0311633
"3140","H",.5429419
"3140","Y",.4258948
"3150","F",.8093992
"3150","H",.0891331
"3150","Y",.1014676
"3190","F",.7412996
"3190","H",.1934237
"3190","Y",.0652766
"3210","G",.1318818
"3210","H",.8681182
"3220","G",.1348646
"3220","H",.8651354
"3230","G",.0457253
"3230","H",.9542747
"3311","A",.7959075
"3311","G",.1528274
"3311","H",.0512651
"3312","G",.6313936
"3312","H",.3686064
"3313","F",.0355556
"3313","G",.612827
"3313","H",.1868725
"3313","Y",.1647449
"3320","A",.0228048
"3320","G",.6397033
"3320","H",.3374919
"3330","G",.4987796
"3330","H",.5012205
"3410","B",.7756936
"3410","E",.0208566
"3410","F",.1278726
"3410","Y",.0755772
"3420","B",.9775171
"3420","Y",.0224829
"3430","B",.685356
"3430","E",.0548214
"3430","F",.1655523
"3430","Y",.0942703
"3511","B",.7676972
"3511","E",.1586892
"3511","Y",.0736136
"3512","B",.9767252
"3512","F",.0232749
"3520","B",.5970127
"3520","E",.3631041
"3520","Y",.0398832
"3530","B",.6918035
"3530","F",.0672817
"3530","G",.1892946
"3530","Y",.0516202
"3591","B",.8534379
"3591","F",.1121722
"3591","Y",.0343899
"3592","B",.940736
"3592","Y",.059264
"3599","B",.9138894
"3599","G",.0861106
"3610","A",.9540967
"3610","Y",.0459033
"3691","A",.0757977
"3691","B",.1918534
"3691","C",.2978591
"3691","G",.0735549
"3691","Y",.3609349
"3692","A",.2141709
"3692","B",.2226794
"3692","D",.0363718
"3692","F",.0556397
"3692","G",.0213226
"3692","Y",.4498155
"3693","A",1
"3694","A",1
"3699","A",.4302684
"3699","B",.3051176
"3699","Y",.2646141
"3710","A",.135582
"3710","B",.2779958
"3710","C",.5160467
"3710","D",.0703755
"3720","A",.0712031
"3720","B",.4886305
"3720","C",.3490995
"3720","F",.0463147
"3720","Y",.0447521
"4010","F",.0338717
"4010","H",.1064078
"4010","Y",.8597205
"4020","C",.0826961
"4020","F",.7570828
"4020","Y",.1602211
"4030","C",.0662096
"4030","F",.3726776
"4030","Y",.5611128
"4100","B",.1474283
"4100","C",.499795
"4100","E",.1934234
"4100","F",.1009168
"4100","Y",.0584364
"4510","E",.0987821
"4510","H",.9012179
"4520","B",.0203987
"4520","E",.690901
"4520","H",.0383669
"4520","Y",.2503334
"4530","E",.0433199
"4530","H",.3603921
"4530","Y",.596288
"4540","B",.0384437
"4540","E",.6653151
"4540","Y",.2962413
"4550","B",1
"5010","G",1
"5020","B",.5578234
"5020","F",.1055369
"5020","G",.098231
"5020","Y",.2384086
"5040","B",.5898286
"5040","F",.4101714
"5050","G",1
"5110","G",1
"5122","A",1
"5139","G",1
"5141","G",1
"5142","A",.7594651
"5142","Y",.2405349
"5143","A",.8135634
"5143","G",.1864366
"5150","G",1
"5190","G",1
"5211","A",.8810742
"5211","G",.1189258
"5220","A",1
"5231","G",1
"5233","G",1
"5260","G",1
"5510","A",.0881117
"5510","E",.5058079
"5510","F",.0297579
"5510","G",.3763225
"5520","A",.0852653
"5520","E",.1207882
"5520","G",.7939465
"6021","B",1
"6023","B",.7580684
"6023","E",.2419315
"6030","B",.1542748
"6030","C",.0429883
"6030","E",.309011
"6030","F",.4937259
"6110","A",.0217213
"6110","B",.1998646
"6110","E",.2012088
"6110","G",.0343968
"6110","H",.5428086
"6210","B",1
"6220","B",1
"6304","G",1
"6309","G",1
"6411","G",1
"6412","G",.9131026
"6412","H",.0868974
"6420","H",1
"6511","G",1
"6519","B",.0579547
"6519","G",.9420453
"6592","G",1
"6599","G",1
"6601","G",1
"6602","G",1
"6603","G",1
"6711","G",1
"6712","G",1
"6719","G",1
"6720","G",1
"7010","G",1
"7020","G",1
"7220","G",.8327997
"7220","H",.1672003
"7230","G",.4082387
"7230","H",.5917614
"7240","G",.7715409
"7240","H",.2284591
"7250","B",.1495726
"7250","G",.7947504
"7250","H",.055677
"7290","G",.974849
"7290","H",.025151
"7310","G",.4198027
"7310","Y",.5801973
"7411","G",1
"7412","G",1
"7413","G",1
"7414","G",1
"7421","G",1
"7422","G",1
"7430","G",1
"7491","G",1
"7492","G",1
"7493","G",1
"7494","G",1
"7495","G",1
"7499","G",1
"7511","G",.8049265
"7511","H",.1950735
"7512","B",.0967262
"7512","C",.4297372
"7512","E",.2429906
"7512","F",.0683975
"7512","G",.1621485
"7513","G",.9011142
"7513","H",.0988858
"7514","G",.6142361
"7514","H",.3857639
"7521","C",.1759653
"7521","G",.8240348
"7523","H",1
"7530","G",.9266077
"7530","H",.0733923
"8010","A",.6302583
"8010","G",.3697416
"8022","A",.9329215
"8022","G",.0670785
"8030","G",1
"8090","A",.9329215
"8090","G",.0670785
"8511","A",.2866671
"8511","C",.6866811
"8511","G",.0266518
"8512","A",1
"8519","A",.7435989
"8519","C",.2564012
"8531","A",.3265365
"8531","G",.6734635
"8532","A",.8690656
"8532","G",.1309345
"9000","A",.0882903
"9000","B",.3258351
"9000","C",.4600021
"9000","Y",.1258725
"9111","Y",1
"9211","G",.258315
"9211","H",.741685
"9212","A",.0598383
"9212","G",.4500285
"9212","H",.4901332
"9213","H",1
"9214","A",.2963871
"9214","B",.0205877
"9214","G",.2285928
"9214","H",.4087952
"9214","Y",.0456371
"9219","A",.9764084
"9219","G",.0235916
"9220","H",1
"9231","G",.549584
"9231","H",.1996469
"9231","Y",.2507691
"9232","A",.4884914
"9232","G",.2066303
"9232","H",.3048784
"9233","A",.1648136
"9233","Y",.8351864
"9241","A",.971477
"9241","G",.028523
"9249","A",.2284181
"9249","G",.7715819
"9302","A",.9016225
"9302","B",.0983776
"9303","A",.81834
"9303","B",.0334872
"9303","G",.1481728
"9309","A",1
"9500","A",.3787042
"9500","G",.3975316
"9500","H",.2237642
"9900","A",.0831817
"9900","C",.2064883
"9900","G",.5628248
"9900","H",.0972076
"9900","Y",.0502976
