isic_rev3_4,cpc2,probability_weight
"1721","A4",.1026093
"1721","B4",.8193288
"1721","D0",.0289643
"1721","Y1",.0490976
"1722","A4",.3174213
"1722","D0",.606586
"1722","Y1",.0759927
"1723","A4",.0388824
"1723","D0",.8528754
"1723","D1",.0683846
"1723","Y1",.0398576
"1729","A4",.1189917
"1729","B3",.0244885
"1729","D0",.6102709
"1729","D1",.0210517
"1729","Y1",.2251972
"1730","A4",.0728665
"1730","D0",.7477785
"1730","D1",.1278626
"1730","Y1",.0514923
"1810","A4",.7641794
"1810","D0",.1688709
"1810","D1",.0359552
"1810","Y1",.0309945
"1820","A4",1
"1911","C0",.068132
"1911","C1",.0853993
"1911","D0",.8464687
"1912","A0",.0279068
"1912","A4",.3508179
"1912","A6",.0813431
"1912","B6",.4843617
"1912","Y1",.0555704
"1920","A4",.9592308
"1920","F1",.0407692
"2010","B2",.5092313
"2010","D2",.3949282
"2010","Y1",.0958406
"2021","A4",.0323528
"2021","B2",.1473454
"2021","B3",.1360981
"2021","E0",.5835456
"2021","Y1",.1006582
"2022","B2",.069739
"2022","E0",.8999528
"2022","Y1",.0303082
"2023","A0",.1393643
"2023","A4",.0521771
"2023","B0",.0595912
"2023","B2",.2186102
"2023","B3",.0224754
"2023","B6",.1744937
"2023","D2",.0403962
"2023","E0",.0276487
"2023","F2",.2015229
"2023","G1",.0415305
"2023","Y1",.0221898
"2029","A0",.0243506
"2029","A4",.0637979
"2029","B2",.1373815
"2029","E0",.733549
"2029","Y1",.040921
"2101","B4",.1967436
"2101","B6",.0423198
"2101","D2",.7609366
"2109","A4",.0245122
"2109","B4",.8276141
"2109","B6",.0446025
"2109","D2",.1032713
"2211","G0",.1113267
"2211","H0",.8886732
"2213","G0",.4498994
"2213","G1",.5501006
"2219","G0",.9793949
"2219","H0",.0206051
"2221","B4",.963695
"2221","G0",.036305
"2222","B4",.9785114
"2222","G0",.0214886
"2230","G1",.4286025
"2230","H0",.5713975
"2310","B0",.0233568
"2310","C1",.9766432
"2320","B0",.0886704
"2320","C0",.0835951
"2320","C1",.6946285
"2320","F0",.0792194
"2320","Y0",.0538866
"2330","B0",.0416261
"2330","C0",.0496258
"2330","Y0",.9087481
"2411","A6",.0294838
"2411","B0",.1167192
"2411","C0",.6069728
"2411","C1",.10255
"2411","C2",.0573757
"2411","C4",.0020452
"2411","G0",.024715
"2411","H0",.0275468
"2411","Y0",.0325915
"2412","A0",.038925
"2412","A6",.0353299
"2412","B0",.1069685
"2412","C0",.5750441
"2412","C1",.0874666
"2412","C2",.0555141
"2412","Y0",.1007518
"2413","A6",.068419
"2413","B0",.0284867
"2413","B2",.0222054
"2413","B3",.0231732
"2413","C0",.8319582
"2413","C1",.0257575
"2421","A0",1
"2422","B0",.4782793
"2422","B4",.321777
"2422","C0",.1999437
"2423","A6",.7045502
"2423","C0",.2697882
"2423","C1",.0256616
"2424","A6",.0471911
"2424","C1",.9528089
"2429","A6",.0972991
"2429","B2",.0380937
"2429","B3",.144483
"2429","B4",.0737314
"2429","B6",.0611717
"2429","C0",.1083962
"2429","E0",.0227132
"2429","F4",.3198388
"2429","G0",.0521551
"2429","H0",.082118
"2430","D0",1
"2511","B2",.0420199
"2511","B6",.8914782
"2511","Y1",.066502
"2519","A4",.0467072
"2519","A6",.0352691
"2519","B2",.1530383
"2519","B3",.0364943
"2519","B4",.0525035
"2519","B6",.1396309
"2519","C0",.0274934
"2519","F1",.3408537
"2519","Y0",.0870859
"2519","Y1",.0809236
"2520","A4",.0879345
"2520","A6",.0343274
"2520","B2",.2852655
"2520","B3",.0569654
"2520","B6",.3158442
"2520","F1",.0737245
"2520","Y0",.0344198
"2520","Y1",.1115186
"2610","B3",.0372752
"2610","C0",.4916526
"2610","E0",.0710374
"2610","F2",.0220838
"2610","G0",.0812002
"2610","H0",.1388391
"2610","Y0",.0782624
"2610","Y1",.0796494
"2691","A6",.3462176
"2691","C0",.4067375
"2691","E0",.0223474
"2691","H0",.1541514
"2691","Y0",.0409332
"2691","Y1",.0296129
"2692","B2",.184012
"2692","C0",.3103969
"2692","C2",.0731006
"2692","F2",.4046777
"2692","Y1",.0278129
"2693","B0",.0612549
"2693","B2",.0650349
"2693","C0",.292489
"2693","C2",.0515585
"2693","F0",.0237474
"2693","F2",.0582443
"2693","H0",.3265099
"2693","Y0",.0280385
"2693","Y1",.0931227
"2694","A6",.0556277
"2694","C0",.4877576
"2694","E0",.1256453
"2694","E2",.2017596
"2694","Y0",.1292098
"2695","B2",.0256779
"2695","E0",.9105505
"2695","Y0",.0356518
"2695","Y1",.0281198
"2696","A4",.1508086
"2696","B2",.6614417
"2696","B4",.0248922
"2696","E0",.1628576
"2699","B2",.0318256
"2699","C0",.129431
"2699","C1",.0244128
"2699","E0",.7887246
"2699","Y0",.025606
"2710","B2",.0748737
"2710","C2",.7850121
"2710","E0",.0347658
"2710","Y0",.0778536
"2710","Y1",.0274948
"2720","B2",.0541316
"2720","C2",.7789013
"2720","Y0",.0822442
"2720","Y1",.084723
"2731","B2",.2268813
"2731","C2",.6800025
"2731","F0",.0210172
"2731","F1",.024457
"2731","G2",.0263347
"2731","Y0",.0213072
"2732","B2",.4009985
"2732","C2",.5756466
"2732","Y1",.0233549
"2811","A4",.0220786
"2811","B2",.0257308
"2811","B6",.0215568
"2811","E0",.4105516
"2811","H0",.5200823
"2812","B2",.4432808
"2812","B6",.2737695
"2812","C2",.0350885
"2812","F2",.0413007
"2812","H0",.1262974
"2812","Y0",.0305205
"2812","Y1",.0497426
"2813","D0",.0544553
"2813","F0",.0347191
"2813","F2",.5371249
"2813","Y0",.3737007
"2891","B0",.0500461
"2891","B2",.1741952
"2891","B8",.0163963
"2891","C0",.0232894
"2891","C2",.1819184
"2891","E0",.0334216
"2891","H0",.4063351
"2891","Y0",.023773
"2891","Y1",.0906248
"2892","B0",.0237263
"2892","B2",.1743338
"2892","C0",.0307576
"2892","C2",.5491474
"2892","H0",.1282617
"2892","Y1",.0937732
"2893","A4",.0285086
"2893","B2",.744403
"2893","B6",.1157009
"2893","Y1",.1113875
"2899","A4",.0389541
"2899","B2",.1277003
"2899","B6",.0458317
"2899","C2",.0258474
"2899","E0",.0574939
"2899","F1",.0841218
"2899","F2",.0336996
"2899","G0",.0225468
"2899","H0",.493231
"2899","Y1",.0705734
"2911","F0",.8905016
"2911","F1",.0741224
"2911","Y0",.0353761
"2912","B0",.0279226
"2912","B6",.0261948
"2912","F0",.8843686
"2912","Y0",.061514
"2913","B2",.0232852
"2913","B6",.1193782
"2913","F0",.1026979
"2913","F1",.7000916
"2913","Y1",.054547
"2914","C0",.0330599
"2914","C2",.2155549
"2914","C3",.0612884
"2914","F2",.545539
"2914","Y0",.1445578
"2915","A0",.0338946
"2915","A2",.0468236
"2915","B0",.026471
"2915","B2",.0398471
"2915","B6",.8181315
"2915","E2",.0348321
"2919","B0",.1338197
"2919","B6",.0633148
"2919","F0",.02993
"2919","F1",.0717703
"2919","F2",.5451742
"2919","Y0",.1319719
"2919","Y1",.0240192
"2921","A0",.9739485
"2921","B6",.0260515
"2922","B2",.815989
"2922","E2",.0617788
"2922","Y1",.1222322
"2923","B2",.7333774
"2923","C2",.1448427
"2923","F0",.0331741
"2923","H0",.0235316
"2923","Y0",.0650742
"2924","E0",.0876425
"2924","E2",.9123575
"2925","A0",.0332533
"2925","A2",.4708238
"2925","A4",.3922006
"2925","B0",.0617651
"2925","B6",.0419572
"2926","B2",.2200208
"2926","B6",.0526396
"2926","D0",.4709981
"2926","F1",.0452638
"2926","G1",.1405158
"2926","Y1",.070562
"2927","F4",1
"2929","B2",.0874855
"2929","B4",.4645282
"2929","B6",.0387101
"2929","D2",.4092762
"2930","A4",.3708916
"2930","D0",.1103876
"2930","F2",.3986734
"2930","Y0",.1200473
"3000","G0",.7622306
"3000","G1",.1168398
"3000","H0",.1209296
"3110","B6",.0396983
"3110","F0",.0282681
"3110","H0",.8754671
"3110","Y0",.0565665
"3120","H0",1
"3130","E2",.0239656
"3130","G0",.7099968
"3130","H0",.2311838
"3130","Y1",.0348538
"3140","B6",.0254912
"3140","G0",.0272827
"3140","H0",.4660242
"3140","Y0",.4812019
"3150","F2",.9373596
"3150","H0",.0275417
"3150","Y0",.0350987
"3190","F0",.8999001
"3190","H0",.1000998
"3210","G0",.094534
"3210","G1",.0499904
"3210","H0",.8554756
"3220","G0",.1376356
"3220","H0",.8623644
"3230","G0",.0364326
"3230","H0",.9635674
"3311","A6",.8583568
"3311","G0",.108571
"3311","H0",.0330722
"3312","G0",.5936211
"3312","G1",.0405017
"3312","H0",.3658771
"3313","F1",.0416733
"3313","G0",.5518929
"3313","H0",.1646531
"3313","Y0",.2417807
"3320","A6",.0348245
"3320","F2",.0261811
"3320","G0",.5332473
"3320","G1",.0838765
"3320","H0",.3218706
"3330","G0",.253547
"3330","G1",.3190016
"3330","H0",.4274513
"3410","B6",.8846483
"3410","F0",.0277835
"3410","F1",.0586519
"3410","Y1",.0289163
"3420","B6",1
"3430","B6",.7746211
"3430","E0",.0358047
"3430","F1",.1559918
"3430","Y1",.0335824
"3511","A0",.0318466
"3511","B6",.8370718
"3511","E0",.0804204
"3511","Y0",.0506611
"3512","B6",1
"3520","B6",.7273666
"3520","E0",.2488553
"3520","Y0",.0237781
"3530","B6",.8449275
"3530","F0",.0300476
"3530","G0",.1250249
"3591","B6",.9190283
"3591","F0",.0809717
"3592","B6",.947204
"3592","Y1",.052796
"3599","B6",.9540412
"3599","G0",.0459587
"3610","A4",1
"3691","B2",.076743
"3691","C2",.261411
"3691","C3",.5561095
"3691","Y1",.1057365
"3692","A4",.0985318
"3692","A6",.098917
"3692","B2",.0949111
"3692","B6",.0643532
"3692","D0",.0343414
"3692","F1",.0538452
"3692","Y1",.5551003
"3693","A6",1
"3694","A6",1
"3699","A4",.5792341
"3699","B4",.2086504
"3699","B6",.0380421
"3699","Y1",.1740735
"3710","A6",.0418448
"3710","B0",.6143718
"3710","C0",.1683869
"3710","C1",.0915819
"3710","D2",.0838144
"3720","A6",.050156
"3720","B0",.5644454
"3720","B6",.0324921
"3720","C0",.1648654
"3720","C1",.0456078
"3720","F2",.0842867
"3720","Y1",.0581466
"4010","H0",.0795296
"4010","Y0",.9204704
"4020","C1",.0713355
"4020","E2",.0746364
"4020","F0",.1143378
"4020","F1",.0619852
"4020","F2",.5480452
"4020","Y0",.1296599
"4030","C0",.0208026
"4030","C1",.0400359
"4030","E2",.0238587
"4030","F0",.0592354
"4030","F2",.3728195
"4030","G2",.0358244
"4030","Y0",.4474235
"4100","A2",.0323939
"4100","B0",.3195814
"4100","C0",.3730874
"4100","E0",.085836
"4100","E2",.0370635
"4100","F0",.0380518
"4100","F2",.0234784
"4100","Y1",.0905078
"4510","E0",.0997713
"4510","H0",.9002287
"4520","E0",.7262096
"4520","H0",.0336261
"4520","Y0",.2401642
"4530","E0",.041905
"4530","H0",.2906882
"4530","Y0",.6674067
"4540","B6",.0543349
"4540","E0",.689434
"4540","Y0",.1618283
"4540","Y1",.0944028
"4550","B0",1
"5010","B6",.0408168
"5010","G0",.9591832
"5020","B2",.0548008
"5020","B6",.5370918
"5020","F0",.0320031
"5020","F1",.0445514
"5020","G0",.0717731
"5020","Y0",.2597797
"5040","B6",.5441077
"5040","F0",.4558923
"5050","F1",.024602
"5050","G0",.975398
"5110","G0",1
"5122","A2",.8275604
"5122","A4",.1724397
"5139","G0",1
"5141","G0",1
"5142","A4",.9202638
"5142","Y0",.0797362
"5143","A4",.9596578
"5143","G0",.0403422
"5150","G0",1
"5190","G0",1
"5211","A2",.0373643
"5211","A4",.9303975
"5211","G0",.0322382
"5220","A2",1
"5231","G0",1
"5233","G0",1
"5260","G0",.9759936
"5260","G1",.0240064
"5510","A2",.0469809
"5510","A4",.0876862
"5510","E0",.4594466
"5510","F2",.093216
"5510","G0",.3126704
"5520","A4",.0782217
"5520","E0",.0604469
"5520","G0",.1037214
"5520","G1",.75761
"6021","B0",.0200979
"6021","B6",.9799021
"6023","B6",.7488553
"6023","E0",.0210441
"6023","E2",.2301006
"6030","B0",.1095002
"6030","C1",.0755264
"6030","E2",.5721394
"6030","F1",.2096259
"6030","F2",.0332082
"6110","A0",.1048668
"6110","B6",.2848532
"6110","E0",.1584967
"6110","G2",.0952551
"6110","H0",.3565282
"6210","B6",1
"6220","B6",1
"6304","G0",1
"6309","A4",.0234125
"6309","G0",.9765875
"6411","B4",.0668611
"6411","G0",.9331389
"6412","B4",.0612349
"6412","G0",.8650568
"6412","H0",.0737083
"6420","H0",1
"6511","G0",1
"6519","B4",.3756317
"6519","G0",.6243683
"6592","G0",1
"6599","G0",1
"6601","G0",1
"6602","G0",1
"6603","G0",1
"6711","G0",1
"6712","G0",1
"6719","G0",1
"6720","G0",1
"7010","G0",1
"7020","G0",1
"7220","G0",.8405583
"7220","H0",.1594417
"7230","G0",.4326154
"7230","H0",.5673847
"7240","G0",.7875623
"7240","H0",.2124378
"7250","B4",.633945
"7250","G0",.3444498
"7250","H0",.0216051
"7290","G0",.9767878
"7290","H0",.0232122
"7310","G0",.3266793
"7310","Y0",.6733208
"7411","G0",1
"7412","G0",1
"7413","G0",1
"7414","G0",.8665863
"7414","G1",.1334137
"7421","G0",1
"7422","G0",1
"7430","G0",1
"7491","G0",1
"7492","G0",1
"7493","G0",1
"7494","G0",1
"7495","G0",1
"7499","G0",.9556543
"7499","G1",.0443457
"7511","G0",.8217039
"7511","H0",.1782962
"7512","B6",.1421676
"7512","C0",.4243228
"7512","E0",.2136238
"7512","F0",.0713184
"7512","G0",.0830585
"7512","G1",.0323088
"7512","G2",.0332
"7513","G0",.2703256
"7513","G2",.6945489
"7513","H0",.0351254
"7514","G0",.6400804
"7514","H0",.3599196
"7521","B6",.0337277
"7521","C0",.1978824
"7521","G0",.7683899
"7523","H0",1
"7530","G0",.9337808
"7530","H0",.0662193
"8010","A4",.9028388
"8010","G0",.0971612
"8022","A4",1
"8030","G0",1
"8090","A4",1
"8511","A6",.3142223
"8511","C0",.6643955
"8511","G0",.0213822
"8512","A6",1
"8519","A6",.774045
"8519","C0",.2259551
"8531","A6",.4224955
"8531","G0",.5775045
"8532","A0",.7339736
"8532","A6",.1975149
"8532","G0",.0685115
"9000","A6",.0508694
"9000","B0",.6296123
"9000","C0",.2118356
"9000","Y1",.1076827
"9111","Y1",1
"9211","G0",.0874911
"9211","G1",.3175142
"9211","H0",.5949947
"9212","A6",.0750855
"9212","G0",.1746423
"9212","G1",.3475172
"9212","H0",.3649443
"9212","Y1",.0378107
"9213","G1",.0212792
"9213","H0",.9787208
"9214","A0",.0268921
"9214","A4",.0993449
"9214","A6",.1725499
"9214","B4",.035651
"9214","G0",.1954044
"9214","H0",.3674974
"9214","Y1",.1026603
"9219","A6",1
"9220","H0",1
"9231","G0",.4259844
"9231","H0",.1385501
"9231","Y1",.4354656
"9232","A0",.5272894
"9232","A4",.1010319
"9232","A6",.0428919
"9232","C1",.0274814
"9232","G0",.1298146
"9232","H0",.1714907
"9233","A6",.1173128
"9233","Y1",.8826872
"9241","A6",.9726884
"9241","G1",.0273116
"9249","A6",.2841029
"9249","G0",.7158971
"9302","A4",.9002572
"9302","B2",.0997428
"9303","A6",.8160614
"9303","B2",.0860102
"9303","G0",.0979284
"9309","A4",.0218604
"9309","A6",.9781396
"9500","A0",.2041864
"9500","A4",.134363
"9500","A6",.1129272
"9500","G0",.3559029
"9500","H0",.1926205
"9900","A6",.0801556
"9900","C0",.2240604
"9900","G0",.4482436
"9900","G1",.0511707
"9900","H0",.0855738
"9900","Y1",.1107959
