isic_rev3_4,cpc4,probability_weight
"1512","A23K",.2286958
"1512","A23L",.1976088
"1513","A01H",.7788174
"1513","A23B",.0243168
"1513","A23L",.1204957
"1513","A23N",.072393
"1513","G10L",.0039771
"1514","A23D",.6327153
"1514","A23L",.0269216
"1514","A47J",.0221971
"1514","C11B",.1613992
"1514","C11C",.1567668
"1520","A01J",.2647412
"1520","A23C",.6043243
"1520","A23G",.0728799
"1520","A23J",.0220166
"1520","A23L",.0266995
"1520","A23Y",.0093383
"1531","A01H",.277495
"1531","A01N",.0236853
"1531","A21C",.1943266
"1531","A21D",.2908161
"1531","A23L",.1437556
"1531","B02B",.0471803
"1531","C12N",.0227411
"1532","A21D",.0527145
"1532","A23J",.0243662
"1532","A23K",.0285724
"1532","A23L",.1829735
"1532","A61B",.0295496
"1532","A61K",.077267
"1532","C08B",.1881829
"1532","C12N",.0941247
"1532","C12P",.1257655
"1532","C12Q",.0655277
"1532","C12Y",.0219046
"1532","C13K",.0818431
"1532","D21H",.0272083
"1533","A01K",.4103523
"1533","A23K",.5896476
"1541","A21B",.3151986
"1541","A21C",.2223048
"1541","A21D",.3931321
"1541","A47J",.0370548
"1541","B01D",.0323097
"1542","A23G",.1394783
"1542","A23L",.0867776
"1542","A61K",.0470167
"1542","B67D",.0230455
"1542","C07H",.1309888
"1542","C12N",.0399194
"1542","C12P",.050708
"1542","C13B",.4436998
"1542","C13K",.0383661
"1543","A23G",1
"1544","A21C",.3114536
"1544","A21D",.0291595
"1544","A23L",.4104976
"1544","A47J",.0335262
"1544","D21B",.0394896
"1544","D21C",.1129256
"1544","D21D",.0378788
"1544","D21H",.0250691
"1549","A21D",.0423746
"1549","A23F",.2098066
"1549","A23L",.0416741
"1549","A47J",.0520347
"1549","C07K",.0610366
"1549","C12C",.0714572
"1549","C12G",.0401986
"1549","C12J",.0642473
"1549","C12N",.304317
"1549","C12P",.1128533
"1551","C08G",.0371313
"1551","C08K",.0288528
"1551","C08L",.2340776
"1551","C09D",.0568395
"1551","C11D",.3933176
"1551","C12G",.0823903
"1551","C14C",.0251623
"1551","Y10T",.1422285
"1552","B65D",.0263436
"1552","B67B",.0357647
"1552","C12G",.6653406
"1552","C12H",.217517
"1552","C12L",.0240961
"1552","F25D",.0309379
"1553","B67C",.0172225
"1553","B67D",.1860195
"1553","C12C",.6358983
"1553","C12H",.1608597
"1554","A23L",.0342397
"1554","B31C",.0020605
"1554","B31F",.0303771
"1554","B65D",.0670511
"1554","B67D",.3305753
"1554","C01D",.3496372
"1554","C01F",.0997337
"1554","D21C",.0863254
"1600","A24B",.1649575
"1600","A24C",.0253252
"1600","A24F",.7911196
"1600","F23Q",.0185977
"1711","D01G",.0730851
"1711","D01H",.1085436
"1711","D02G",.7816691
"1711","D02J",.0367022
"1712","D06B",.4675794
"1712","D06C",.0511789
"1712","D06F",.027195
"1712","D06J",.0214074
"1712","D06L",.0601583
"1712","D06P",.3704722
"1712","F17B",.0020087
"1721","A47G",.0740858
"1721","A47H",.0444725
"1721","B41F",.5844933
"1721","B41G",.0062545
"1721","B41N",.1550584
"1721","B41P",.1138244
"1721","B68C",.0117769
"1721","G21B",.0100342
"1722","A47G",.1380441
"1722","A47L",.2152486
"1722","D04G",.010525
"1722","D05C",.0816596
"1722","D06B",.0244879
"1722","D06G",.0135593
"1722","D06N",.5164755
"1723","A45B",.0191198
"1723","D06B",.8462679
"1723","D07B",.1346124
"1729","A41C",.0520203
"1729","A41G",.0359488
"1729","A42C",.0044727
"1729","A43C",.0457946
"1729","D04B",.0677223
"1729","D04C",.0620052
"1729","D04D",.0588025
"1729","D04H",.271104
"1729","D05D",.0103788
"1729","D06C",.0363268
"1729","D06H",.0805623
"1729","D06Q",.1280121
"1729","G09F",.0686795
"1729","Y10T",.0781699
"1730","A41D",.0945044
"1730","D02H",.0012836
"1730","D03D",.0995495
"1730","D04B",.1776935
"1730","D04H",.1240053
"1730","D05B",.0595598
"1730","D06B",.1032808
"1730","D06C",.0628008
"1730","D06M",.0736905
"1730","D06P",.0387163
"1730","D10B",.1201258
"1730","Y10T",.0447898
"1810","A41B",.0860911
"1810","A41D",.6892554
"1810","A41F",.0229922
"1810","A42B",.1127193
"1810","A43B",.0570361
"1810","D01C",.0007217
"1810","D06N",.0311843
"1820","A41D",.0842912
"1820","A41H",.9157088
"1911","C09B",.1974865
"1911","C14B",.0253105
"1911","C14C",.4067436
"1911","D06P",.3704594
"1912","A01K",.0234744
"1912","A45C",.5019125
"1912","A45F",.098802
"1912","A62B",.1649026
"1912","B60N",.0247471
"1912","B60R",.1104191
"1912","B62C",.0115408
"1912","B68B",.0304283
"1912","D03C",.0255851
"1912","G10G",.0081881
"1920","A43B",.8245088
"1920","A43C",.1157426
"1920","A43D",.0597486
"2010","B27B",.5200067
"2010","B27G",.0332435
"2010","B27L",.1598689
"2010","B27N",.1821208
"2010","D21B",.1047602
"2021","B27D",.60664
"2021","B27G",.0239197
"2021","B27N",.2614428
"2021","E04B",.034139
"2021","E04C",.031066
"2021","E04F",.037903
"2021","F16S",.0048896
"2022","B27L",.2450961
"2022","B27M",.1669341
"2022","B27N",.0435442
"2022","E04B",.0967347
"2022","E04C",.326558
"2022","E04F",.121133
"2023","B27H",.1672428
"2023","B27K",.0233501
"2023","B27L",.2375699
"2023","B27N",.0475466
"2023","B65D",.0662904
"2023","C09F",.0016746
"2023","D01B",.0072802
"2023","F24B",.0765789
"2023","F26B",.0227556
"2023","G10D",.3497109
"2029","B27B",.0616687
"2029","B27C",.0436547
"2029","B27F",.012458
"2029","B27G",.0423537
"2029","B27L",.4029794
"2029","B27M",.0842977
"2029","E04B",.0412717
"2029","E04F",.0971602
"2029","E06B",.1485997
"2029","G10B",.0144034
"2029","G10C",.0218384
"2029","G10D",.0293145
"2101","A24D",.0255026
"2101","B26F",.0036353
"2101","B41J",.1266287
"2101","B65H",.2055092
"2101","D21B",.0292495
"2101","D21C",.1166065
"2101","D21D",.0438727
"2101","D21F",.1773693
"2101","D21G",.0395296
"2101","D21H",.2241381
"2101","D21J",.0079586
"2109","A47K",.1707878
"2109","B41F",.05713
"2109","B41J",.4330033
"2109","B41L",.0449835
"2109","B41M",.0436948
"2109","B42D",.0226454
"2109","B42F",.0299036
"2109","B43M",.004251
"2109","B65H",.1435567
"2109","D21H",.0496756
"2109","G09D",.0003682
"2211","G06F",.0465258
"2211","H04L",.6330937
"2211","H04M",.2994473
"2211","H04W",.0209333
"2213","G09B",.210271
"2213","G10H",.7897291
"2219","G06F",.0412738
"2219","G06Q",.0617113
"2219","G06T",.897015
"2221","B41B",.016084
"2221","B41F",.0861964
"2221","B41J",.6104717
"2221","B41K",.0526931
"2221","B42C",.0371169
"2221","B42P",.0073992
"2221","B44C",.0256246
"2221","B44F",.0087803
"2221","B65C",.0283925
"2221","G06K",.026582
"2221","G07B",.1006593
"2222","B41C",.6002817
"2222","B41F",.1194797
"2222","B41N",.1376134
"2222","B41P",.0268419
"2222","B42B",.0124859
"2222","B42C",.0236302
"2222","G03F",.0796671
"2230","G11B",.1063886
"2230","H04N",.8936114
"2310","C10B",.9312324
"2310","C10G",.0687676
"2320","B01J",.0460314
"2320","C06F",.0033024
"2320","C07C",.0708242
"2320","C10G",.4646257
"2320","C10L",.3593856
"2320","F25J",.0251901
"2320","Y02T",.0306405
"2330","C01G",.6276005
"2330","C01P",.0242455
"2330","Y02E",.268817
"2330","Y02W",.0793369
"2411","A62D",.0075804
"2411","B01D",.0384035
"2411","B01J",.0921427
"2411","B01L",.005606
"2411","C01B",.0352709
"2411","C07B",.0083612
"2411","C07C",.2847363
"2411","C07D",.1228266
"2411","C07F",.056044
"2411","C08G",.0714058
"2411","C09G",.0066879
"2411","C09K",.0346689
"2411","C10M",.0219848
"2411","C10N",.0070562
"2411","C11D",.0332277
"2411","C23C",.0371043
"2411","C40B",.0020883
"2411","G03C",.0264397
"2411","G03F",.0369491
"2411","G21G",.0004277
"2411","H01L",.0417171
"2411","Y02C",.029271
"2412","A01C",.0519148
"2412","B01J",.0457852
"2412","C01B",.0675794
"2412","C01C",.10087
"2412","C05B",.1448015
"2412","C05C",.1445658
"2412","C05D",.0349132
"2412","C05F",.0665884
"2412","C05G",.1480455
"2412","C07C",.0824538
"2412","F01N",.0400306
"2412","Y02W",.0724516
"2413","A61K",.0385652
"2413","A61L",.0208541
"2413","C08F",.2499617
"2413","C08G",.2092436
"2413","C08J",.0914019
"2413","C08K",.0789219
"2413","C08L",.2510065
"2413","C09D",.0600452
"2421","A01M",.0378385
"2421","A01N",.9621615
"2422","A46B",.0253688
"2422","B05B",.2205635
"2422","B05C",.0966636
"2422","B05D",.0866343
"2422","B44D",.3461226
"2422","C09D",.1855888
"2422","C23D",.0208965
"2422","E06C",.018162
"2423","A61K",.5167534
"2423","A61M",.0229006
"2423","C07D",.3348314
"2423","C07J",.008639
"2423","C07K",.0921561
"2423","C12N",.0247194
"2424","A61Q",.0396148
"2424","C11D",.9603853
"2429","A61F",.051025
"2429","B32B",.0583308
"2429","B42D",.0358981
"2429","B65D",.043709
"2429","C06B",.0720301
"2429","C06C",.0237476
"2429","C09H",.0006499
"2429","C09J",.2887443
"2429","F42B",.1425159
"2429","F42C",.0904174
"2429","F42D",.0746942
"2429","G09F",.0452996
"2429","G21J",.0001281
"2429","H01L",.0728098
"2430","A44B",.0078198
"2430","A46D",.0136565
"2430","D01D",.0479837
"2430","D01F",.029266
"2430","D02G",.1444384
"2430","D02J",.3617701
"2430","D06M",.0443908
"2430","D06P",.0245294
"2430","D07B",.3261453
"2511","B29D",.0283918
"2511","B60C",.9716082
"2519","B29C",.1042647
"2519","B29D",.0665695
"2519","B29K",.0327879
"2519","B41F",.0374193
"2519","B60S",.0413252
"2519","F16F",.1258717
"2519","F16G",.1886747
"2519","F16L",.350895
"2519","F41J",.0090547
"2519","Y10T",.0431373
"2520","B29B",.0109485
"2520","B29C",.3201953
"2520","B29L",.0369864
"2520","B31B",.0408364
"2520","B65B",.0482084
"2520","B65D",.3468876
"2520","E06B",.0522702
"2520","F16L",.1044544
"2520","G10F",.0005673
"2520","Y10T",.0386454
"2610","C03B",.4495875
"2610","C03C",.377375
"2610","E06B",.0356936
"2610","G02B",.0586735
"2610","G02F",.0361565
"2610","H01J",.0425138
"2691","A61C",.5184136
"2691","B28B",.0345739
"2691","C04B",.2629275
"2691","F24J",.0072426
"2691","H01C",.0478118
"2691","H01G",.1290306
"2692","B22C",.0964762
"2692","B22D",.1461196
"2692","C04B",.3514471
"2692","F23M",.0257407
"2692","F27D",.3802165
"2693","B06B",.0077842
"2693","B28B",.0586949
"2693","C04B",.6041996
"2693","F21H",.0003265
"2693","H01C",.0418186
"2693","H01G",.1509425
"2693","H01L",.0422412
"2693","H01P",.0310438
"2693","H05K",.0337724
"2693","Y10T",.0291761
"2694","B28C",.0420862
"2694","C04B",.7983803
"2694","E04F",.0252797
"2694","E21B",.0460181
"2694","Y02W",.0882356
"2695","B28B",.0993832
"2695","C04B",.0742502
"2695","E01C",.052908
"2695","E01D",.0287728
"2695","E02D",.0867766
"2695","E04B",.2777079
"2695","E04C",.1156236
"2695","E04F",.0411846
"2695","E04G",.1626817
"2695","E04H",.0607115
"2696","A44C",.3858006
"2696","B28D",.6141993
"2699","B24D",.0271217
"2699","C08L",.0396779
"2699","C10C",.1253685
"2699","E01C",.7865285
"2699","E04D",.0213034
"2710","B21B",.0473114
"2710","B22D",.0410354
"2710","B23K",.0396853
"2710","C21B",.0779197
"2710","C21C",.0715957
"2710","C21D",.247795
"2710","C22B",.0266708
"2710","C22C",.3099611
"2710","C23C",.0384816
"2710","H02K",.0254457
"2710","Y02W",.0740983
"2720","B22D",.0253789
"2720","B22F",.0412734
"2720","B23K",.0608303
"2720","C04B",.0314286
"2720","C22B",.1971189
"2720","C22C",.0539793
"2720","C23C",.1918034
"2720","C23F",.0221567
"2720","C23G",.0061077
"2720","C25B",.0411592
"2720","C25C",.0967002
"2720","C25D",.111556
"2720","C25F",.0050141
"2720","Y02E",.0365204
"2720","Y02W",.0379477
"2720","Y10T",.0410251
"2731","B21B",.0927394
"2731","B22D",.4220116
"2731","C21C",.1190454
"2731","C21D",.1348169
"2731","C22C",.2092465
"2731","F05C",.0221402
"2732","B22C",.0667272
"2732","B22D",.6349341
"2732","C21C",.0281241
"2732","C22C",.1328682
"2732","C22F",.1373464
"2811","E04B",.0539059
"2811","E06B",.2843912
"2811","H01L",.6617029
"2812","B21D",.4600338
"2812","B22D",.1241277
"2812","B65D",.3615486
"2812","H01H",.0245244
"2812","H02B",.0297654
"2813","D06F",.0459267
"2813","F01K",.077086
"2813","F22B",.7348033
"2813","F22D",.0209731
"2813","F28G",.015373
"2813","Y02E",.1058378
"2891","B01J",.0527031
"2891","B21C",.0335591
"2891","B21D",.1793309
"2891","B21H",.0024014
"2891","B21K",.0117567
"2891","B22D",.0716597
"2891","B22F",.053545
"2891","B23K",.0420076
"2891","B82Y",.0072097
"2891","C22B",.0326314
"2891","C23C",.0549632
"2891","H01L",.3440858
"2891","H01R",.0316951
"2891","H05K",.0371157
"2891","Y10T",.0453354
"2892","B05D",.0281265
"2892","B23K",.353203
"2892","C09C",.0111339
"2892","C09D",.038415
"2892","C23C",.2802647
"2892","C25D",.1643404
"2892","H01L",.0386417
"2892","H05K",.0406066
"2892","Y10T",.0452682
"2893","B23D",.1262061
"2893","B25B",.0613915
"2893","B25G",.0534476
"2893","B26B",.5555889
"2893","B26D",.0615512
"2893","B27L",.0262905
"2893","B62K",.0358681
"2893","B66F",.052679
"2893","Y10T",.0269771
"2899","A44D",.0008574
"2899","B21C",.0515199
"2899","B21D",.1527224
"2899","B21F",.0379692
"2899","B21G",.0036119
"2899","B23K",.0340493
"2899","F16B",.0506995
"2899","F16J",.1001074
"2899","G10K",.0159511
"2899","H01H",.0432784
"2899","H01L",.1857233
"2899","H01Q",.0879764
"2899","H01R",.1352296
"2899","H05F",.0012801
"2899","H05K",.0554155
"2899","Y10T",.0436087
"2911","B25C",.0107846
"2911","B60T",.0298518
"2911","F01B",.0146433
"2911","F01C",.009155
"2911","F01D",.126154
"2911","F01L",.0414502
"2911","F01M",.0130125
"2911","F02B",.1102318
"2911","F02C",.0450776
"2911","F02D",.1119767
"2911","F02F",.027172
"2911","F02G",.0080743
"2911","F02M",.1042626
"2911","F03C",.0028519
"2911","F03D",.0226385
"2911","F04B",.0755234
"2911","F05B",.0234129
"2911","F05D",.0609086
"2911","F15B",.0577879
"2911","F16F",.0288053
"2911","F23R",.0353266
"2911","Y02T",.0408984
"2912","F02D",.0509942
"2912","F02M",.3817304
"2912","F04B",.1872982
"2912","F04C",.1872251
"2912","F04D",.1598431
"2912","Y02T",.0329091
"2913","B60K",.0628964
"2913","B60W",.0489693
"2913","F01L",.0550241
"2913","F16C",.0348581
"2913","F16D",.1926181
"2913","F16H",.5600039
"2913","Y10T",.0456301
"2914","C03B",.0772381
"2914","C21B",.1170821
"2914","C21C",.0313425
"2914","C22B",.0299727
"2914","F23C",.0619302
"2914","F23G",.057038
"2914","F23H",.0059783
"2914","F23L",.0249156
"2914","F23N",.0332995
"2914","F27B",.2517724
"2914","F27D",.2258725
"2914","F27M",.0033253
"2914","Y02W",.0802328
"2915","B07C",.0258928
"2915","B65B",.059118
"2915","B65G",.6244079
"2915","B65H",.0352627
"2915","B66B",.0392334
"2915","B66C",.1664243
"2915","B66D",.049661
"2919","B04B",.3309676
"2919","B60R",.0514088
"2919","C06D",.0045409
"2919","F16J",.1219883
"2919","F24F",.0339695
"2919","F25B",.0550407
"2919","F25J",.0500868
"2919","F28D",.1305637
"2919","F28F",.1319651
"2919","G07F",.0552695
"2919","Y02E",.0341992
"2921","A01B",.2677577
"2921","A01C",.0214039
"2921","A01D",.6061201
"2921","A01F",.0756056
"2921","B33Y",.0000442
"2921","B62D",.0259653
"2921","E01H",.0031032
"2922","B21J",.0096825
"2922","B23B",.0860011
"2922","B23F",.0116435
"2922","B23H",.0052207
"2922","B23Q",.5100042
"2922","B24B",.1353087
"2922","B25D",.0083889
"2922","B30B",.0149224
"2922","B60T",.0742107
"2922","G05B",.1088594
"2922","Y10T",.035758
"2923","B22D",.8514308
"2923","C21C",.1057157
"2923","F01N",.0428535
"2924","E02F",.1906916
"2924","E21C",.7496627
"2924","E21D",.0596458
"2925","A01J",.0679215
"2925","A23P",.015079
"2925","A24C",.3939392
"2925","A47J",.3293965
"2925","B02C",.1098147
"2925","B07B",.0353244
"2925","B26D",.022826
"2925","B65B",.0256987
"2926","B23B",.0790757
"2926","B23G",.0047096
"2926","B23Q",.1432015
"2926","B24B",.0375347
"2926","D01H",.2771479
"2926","D03D",.0427142
"2926","D03J",.0078435
"2926","D04B",.2776739
"2926","F16K",.0160519
"2926","G11B",.0818868
"2926","Y10T",.0321603
"2927","F41A",.6182981
"2927","F41B",.0103135
"2927","F41C",.1402948
"2927","F41F",.0091858
"2927","F41G",.1428325
"2927","F41H",.0162413
"2927","F42B",.062834
"2929","B25J",.0828127
"2929","B29C",.0366313
"2929","B31D",.0036145
"2929","B41F",.3776799
"2929","B41L",.0325845
"2929","B41P",.038202
"2929","B65H",.064729
"2929","D21F",.2968643
"2929","D21G",.0334406
"2929","G03G",.033441
"2930","A47J",.0608791
"2930","A47L",.2894589
"2930","B04C",.0030532
"2930","D06F",.1882641
"2930","F24C",.0499749
"2930","F24H",.0235705
"2930","F25B",.0252046
"2930","F25D",.2526207
"2930","H05B",.046435
"2930","Y02B",.0229955
"2930","Y02E",.0375434
"3000","G06F",.6324862
"3000","G06Q",.0913449
"3000","G06T",.0367237
"3000","G11B",.0702786
"3000","H04L",.1442859
"3000","H04N",.0248807
"3110","H02K",.221673
"3110","H02P",.778327
"3120","H01H",.6391033
"3120","H01R",.3608967
"3130","G02B",.8466311
"3130","H01B",.0949075
"3130","H01R",.0344974
"3130","H02G",.023964
"3140","B60L",.0366757
"3140","H01M",.5701045
"3140","H02J",.2399628
"3140","Y02E",.1147023
"3140","Y02T",.0385546
"3150","F21K",.0038626
"3150","F21L",.2522995
"3150","F21S",.0554409
"3150","F21V",.5003245
"3150","F21W",.0404645
"3150","F21Y",.055639
"3150","H01K",.0661001
"3150","Y02B",.025869
"3190","F02N",.2482525
"3190","F02P",.3500403
"3190","H01F",.0173384
"3190","H01T",.3843688
"3210","G01R",.0383067
"3210","G09G",.1011257
"3210","G11C",.0641911
"3210","H01L",.4972135
"3210","H01R",.0607793
"3210","H03K",.0379151
"3210","H05K",.2004686
"3220","G08B",.0231996
"3220","H04H",.5684182
"3220","H04N",.4083822
"3230","H03J",.0270614
"3230","H04B",.023111
"3230","H04M",.1220116
"3230","H04N",.119855
"3230","H04R",.6719478
"3230","H04S",.0360132
"3311","A61B",.5966927
"3311","A61M",.1361082
"3311","A61N",.0969016
"3311","G01N",.0441765
"3311","G01S",.0418291
"3311","H02N",.0106067
"3311","H04R",.0263881
"3311","H05G",.0472969
"3312","B82B",.000109
"3312","G01C",.0377041
"3312","G01F",.0866018
"3312","G01K",.0461143
"3312","G01L",.0221443
"3312","G01Q",.0315203
"3312","G01R",.0450242
"3312","G01S",.1962692
"3312","G01T",.0345474
"3312","G05D",.053231
"3312","G05F",.0208923
"3312","H02M",.0764241
"3312","H03C",.0082491
"3312","H03D",.0093014
"3312","H03F",.037922
"3312","H03K",.0888366
"3312","H03L",.0667488
"3312","H03M",.1361218
"3312","H04K",.0022383
"3313","F16H",.0320201
"3313","G01B",.0993782
"3313","G01D",.0443068
"3313","G01F",.0604015
"3313","G01G",.0134556
"3313","G01K",.0925476
"3313","G01N",.0530652
"3313","G01R",.062614
"3313","G05B",.1352517
"3313","G06M",.0035723
"3313","G08C",.0390706
"3313","H02P",.0944618
"3313","Y02B",.0531003
"3313","Y02T",.2167541
"3320","F21S",.0338861
"3320","G01B",.0257307
"3320","G01J",.0279655
"3320","G03B",.4886916
"3320","G11B",.0470944
"3320","H01J",.0344375
"3320","H01S",.0626911
"3320","H04N",.2795029
"3330","G04B",.0914358
"3330","G04C",.0197518
"3330","G04D",.00313
"3330","G04F",.0134456
"3330","G04G",.0462387
"3330","G04R",.0053714
"3330","G06F",.0575143
"3330","G09G",.0294492
"3330","G11C",.1521463
"3330","H03B",.0042721
"3330","H03K",.1485994
"3330","H03L",.2123717
"3330","H03M",.0394185
"3330","H04J",.0753498
"3330","H04L",.0786101
"3330","H04N",.0228954
"3410","B60G",.0302802
"3410","B60H",.085062
"3410","B60J",.1010795
"3410","B60K",.0494124
"3410","B60N",.1850836
"3410","B60Q",.0318613
"3410","B60R",.2478218
"3410","B60S",.0285788
"3410","B60T",.0275785
"3410","B60W",.0293383
"3410","B62B",.0610904
"3410","B62D",.0956343
"3410","C10H",.0000395
"3410","Y02T",.0271393
"3420","B60D",.4259095
"3420","B60G",.0312397
"3420","B60J",.0261358
"3420","B60P",.2456979
"3420","B60R",.0289206
"3420","B60T",.02215
"3420","B62D",.2199464
"3430","B60G",.246015
"3430","B60J",.0715065
"3430","B60K",.0496645
"3430","B60Q",.0339821
"3430","B60R",.2504632
"3430","B60T",.1241068
"3430","B60W",.038525
"3430","B62D",.0510109
"3430","E05B",.0505202
"3430","F16D",.0557322
"3430","Y02T",.0284736
"3511","B60F",.0212319
"3511","B63B",.7985136
"3511","B63C",.096649
"3511","B63H",.0270348
"3511","E01D",.0209408
"3511","E02B",.03563
"3512","B60V",.0073368
"3512","B63B",.5534733
"3512","B63C",.0803614
"3512","B63H",.3500049
"3512","B63J",.0077712
"3512","E02C",.0010524
"3520","B61C",.0137149
"3520","B61D",.1870022
"3520","B61F",.2353254
"3520","B61G",.0705968
"3520","B61H",.0333079
"3520","B61K",.046853
"3520","B61L",.2463956
"3520","E01B",.1668043
"3530","B64B",.0230423
"3530","B64C",.4458
"3530","B64D",.3446541
"3530","B64F",.0763039
"3530","B64G",.0688506
"3530","F02K",.0110138
"3530","F03H",.0012916
"3530","G08G",.0290437
"3591","B62H",.0716467
"3591","B62J",.5127954
"3591","B62K",.4155579
"3592","B60B",.0300223
"3592","B62H",.0894301
"3592","B62J",.2518958
"3592","B62K",.2760192
"3592","B62L",.0580571
"3592","B62M",.2945755
"3599","B62B",1
"3610","A47B",.2527092
"3610","A47C",.5875055
"3610","A47D",.0391601
"3610","A47F",.0456435
"3610","A61G",.0728139
"3610","B68G",.0021676
"3691","A63D",.0063888
"3691","A63F",.0303437
"3691","B21L",.0369179
"3691","B22F",.062209
"3691","B23B",.0620318
"3691","B23C",.0287248
"3691","B23D",.0433722
"3691","B44B",.0452513
"3691","B68F",.0014249
"3691","C22B",.0451717
"3691","C23C",.1833866
"3691","C30B",.3670149
"3691","G21H",.0011042
"3691","G21K",.0008548
"3691","H03H",.0264708
"3691","Y10T",.0593327
"3692","A47J",.0359348
"3692","A63F",.0500431
"3692","A63H",.0688414
"3692","A63J",.0403768
"3692","B27J",.0024505
"3692","C14B",.0481683
"3692","F15C",.0001625
"3692","F16M",.1720055
"3692","G02C",.0123183
"3692","H03F",.045427
"3692","H03G",.0325452
"3692","Y10S",.4917266
"3693","A63B",.6813655
"3693","A63C",.3186344
"3694","A63F",.4082339
"3694","A63H",.5917662
"3699","A47L",.3984621
"3699","B43K",.3928764
"3699","B43L",.136307
"3699","B62B",.0481222
"3699","Y10T",.0242323
"3710","A23N",.0251365
"3710","B02C",.8222679
"3710","C12M",.072652
"3710","F16P",.0799436
"3720","A61C",.0361125
"3720","B01D",.0977702
"3720","B03B",.0389461
"3720","B03C",.0161592
"3720","B07B",.0381155
"3720","B07C",.139114
"3720","B09B",.0282426
"3720","B24C",.0234406
"3720","B65F",.0730539
"3720","C02F",.0898984
"3720","C10F",.0939346
"3720","C10J",.033484
"3720","F23G",.2645887
"3720","Y10S",.0271396
"4010","F03B",.0139779
"4010","G08C",.0281916
"4010","H02H",.1010389
"4010","H02S",.0072838
"4010","H04B",.0635312
"4010","H05C",.0003304
"4010","H05H",.0051596
"4010","Y02B",.1826877
"4010","Y02E",.4552641
"4010","Y02T",.1425348
"4020","C01B",.023554
"4020","F17C",.2854413
"4020","F23D",.0855035
"4020","F25J",.5749733
"4020","Y02T",.0305279
"4030","C01B",.0533974
"4030","C10G",.0326409
"4030","C10J",.0336008
"4030","F01D",.0278893
"4030","F01K",.1224301
"4030","F16T",.0260239
"4030","F22B",.1922052
"4030","F22G",.0224506
"4030","F24D",.1048848
"4030","F24H",.0558589
"4030","F28B",.0284687
"4030","G21C",.0165139
"4030","Y02B",.0856239
"4030","Y02E",.1980116
"4100","A01G",.037616
"4100","B01B",.0001922
"4100","B01D",.0887953
"4100","B08B",.0365316
"4100","B63B",.0352932
"4100","C02F",.5916708
"4100","E02B",.0378991
"4100","E03B",.0229028
"4100","E03C",.0480769
"4100","E03D",.0684682
"4100","E03F",.0227205
"4100","F01P",.0098334
"4510","B81B",.0031953
"4510","B81C",.0044009
"4510","E02D",.04316
"4510","E02F",.1051753
"4510","H01L",.8440684
"4520","E01D",.1133926
