isic_rev3_3,cpc1,probability_weight
"723","H",.5917614
"724","G",.7715409
"724","H",.2284591
"725","B",.1495726
"725","G",.7947504
"725","H",.055677
"729","G",.974849
"729","H",.025151
"731","G",.4198027
"731","Y",.5801973
"741","G",1
"742","G",1
"743","G",1
"749","G",1
"751","B",.02504
"751","C",.0985619
"751","E",.0557309
"751","G",.6508805
"751","H",.1697868
"752","H",1
"753","G",.9266077
"753","H",.0733923
"801","A",.6302583
"801","G",.3697416
"802","A",.9329215
"802","G",.0670785
"803","G",1
"809","A",.9329215
"809","G",.0670785
"851","A",1
"853","A",.8524103
"853","G",.1475898
"900","A",.0882903
"900","B",.3258351
"900","C",.4600021
"900","Y",.1258725
"911","Y",1
"921","A",.0526586
"921","G",.1692488
"921","H",.7780926
"922","H",1
"923","A",.4376041
"923","G",.2492218
"923","H",.3131741
"924","A",.9105783
"924","G",.0894217
"930","A",1
"950","A",.3787042
"950","G",.3975316
"950","H",.2237642
"990","A",.0831817
"990","C",.2064883
"990","G",.5628248
"990","H",.0972076
"990","Y",.0502976
