cpc4,isic_rev3_4,probability_weight
"A44C","2720",.0239449
"A44D","1721",.041834
"A44D","1730",.5608748
"A44D","1912",.0722006
"A44D","2429",.0475838
"A44D","2520",.0267072
"A44D","2710",.0978839
"A44D","2899",.1529156
"A45B","1723",.1261498
"A45B","1730",.6487008
"A45B","1912",.03024
"A45B","2520",.0688957
"A45B","2695",.0510427
"A45B","2913",.0749709
"A45C","1912",.9783151
"A45C","2520",.0216849
"A45D","2930",.1753054
"A45D","8022",.0518637
"A45D","8090",.0518637
"A45D","9302",.7209672
"A45F","1730",.0727827
"A45F","1912",.8627152
"A45F","2520",.0645022
"A46B","1513",.1700199
"A46B","2422",.414388
"A46B","2424",.3628757
"A46B","2520",.0261422
"A46B","9302",.0265742
"A46D","2413",.0502714
"A46D","2422",.0864323
"A46D","2424",.061863
"A46D","2430",.6351129
"A46D","2520",.0386817
"A46D","2695",.0291944
"A46D","2899",.0459485
"A46D","2915",.0524958
"A47B","3610",.9992807
"A47B","5142",.0007193
"A47C","3610",1
"A47D","1730",.0360505
"A47D","1912",.0935487
"A47D","3610",.8704009
"A47F","3610",.837688
"A47F","5122",.0023693
"A47F","5143",.0047387
"A47F","5211",.1552039
"A47G","1552",.0506664
"A47G","1721",.2629533
"A47G","1722",.3209425
"A47G","1730",.0771391
"A47G","2520",.025051
"A47G","2893",.1597992
"A47G","3610",.1034484
"A47H","1721",.6301941
"A47H","1730",.335456
"A47H","2520",.03435
"A47J","1511",.0369796
"A47J","1513",.0425053
"A47J","1514",.0251093
"A47J","1520",.0567052
"A47J","1541",.0618081
"A47J","1549",.058071
"A47J","2925",.3880237
"A47J","2930",.3297022
"A47J","8010",.0010956
"A47K","2101",.2034632
"A47K","2109",.5817201
"A47K","2424",.1739592
"A47K","3610",.0408575
"A47L","1722",.0644447
"A47L","2930",.6853827
"A47L","3699",.2501727
"A61B","3311",.8590439
"A61B","3320",.0329698
"A61B","8512",.1079863
"A61C","2429",.0477988
"A61C","2520",.0251041
"A61C","2691",.1277596
"A61C","2693",.1068417
"A61C","2694",.0866181
"A61C","2893",.035082
"A61C","2911",.0305932
"A61C","3311",.1432178
"A61C","3691",.0357548
"A61C","8512",.3612298
"A61D","0121",.2523732
"A61D","1511",.2414014
"A61D","1730",.0235149
"A61D","1912",.1049616
"A61D","2423",.1203008
"A61D","2520",.0545347
"A61D","2911",.0416645
"A61D","3311",.1612489
"A61F","1730",.1876708
"A61F","2413",.0586975
"A61F","2423",.037502
"A61F","2429",.2278998
"A61F","2520",.0234999
"A61F","2694",.0584343
"A61F","3311",.0747931
"A61F","3320",.1731313
"A61F","8512",.1583713
"A61G","3311",.0300595
"A61G","3610",.8216743
"A61G","8519",.1347577
"A61G","9303",.0135084
"A61H","3610",.0344257
"A61H","8519",.0936269
"A61H","9309",.8719473
"A61J","1520",.0281432
"A61J","2423",.7517507
"A61J","2520",.0622664
"A61J","3311",.1578397
"A61K","2413",.0393222
"A61K","2423",.9606778
"A61L","2411",.0602541
"A61L","2412",.0574147
"A61L","2413",.4751069
"A61L","2423",.1072472
"A61L","2424",.0430601
"A61L","2429",.0856427
"A61L","2694",.0311641
"A61L","3311",.1401101
"A61M","2423",.2202613
"A61M","2911",.0430063
"A61M","3311",.7367324
"A61N","2423",.0249749
"A61N","3140",.0249545
"A61N","3311",.9231203
"A61N","8512",.0269503
"A61Q","1513",.0262304
"A61Q","1520",.022496
"A61Q","2411",.0604142
"A61Q","2413",.2573968
"A61Q","2423",.083171
"A61Q","2424",.5502915
"A62B","1912",1
"A62C","1721",.0945576
"A62C","2411",.05178
"A62C","2429",.0635527
"A62C","2911",.0226153
"A62C","2919",.6313346
"A62C","3530",.1116056
"A62C","8532",.0245541
"A62D","2411",.5530878
"A62D","2412",.1245571
"A62D","2891",.0320282
"A62D","2914",.0351011
"A62D","4100",.2552258
"A63B","3693",.4231446
"A63B","9241",.5768554
"A63C","3693",1
"A63D","1722",.1042907
"A63D","1730",.0315667
"A63D","2029",.0720513
"A63D","2519",.0966166
"A63D","2695",.1449153
"A63D","3691",.2815708
"A63D","3693",.0890288
"A63D","3694",.0482377
"A63D","9241",.0652223
"A63D","9249",.0664998
"A63F","3694",.8624783
"A63F","9249",.1375217
"A63G","3694",.0278487
"A63G","9219",.9721513
"A63H","3694",1
"A63J","3692",.0259473
"A63J","3694",.0729058
"A63J","9211",.0249493
"A63J","9214",.6795465
"A63J","9219",.1831847
"A63J","9232",.0134664
"A63K","2023",.0442508
"A63K","2520",.0544608
"A63K","9219",.6625537
"A63K","9241",.2387347
"B01B","2411",.0568549
"B01B","2412",.0664891
"B01B","2813",.0689882
"B01B","2919",.1918435
"B01B","4100",.6158242
"B01D","1541",.0680404
"B01D","2411",.1251538
"B01D","2412",.056218
"B01D","2413",.0437357
"B01D","2919",.0250784
"B01D","4100",.6080877
"B01D","9000",.073686
"B01F","2411",.1304369
"B01F","2413",.0386005
"B01F","2422",.0674491
"B01F","2694",.1027465
"B01F","4100",.6222975
"B01F","9000",.0384695
"B01J","2310",.0427982
"B01J","2320",.09964
"B01J","2411",.3564641
"B01J","2412",.1107771
"B01J","2413",.1445022
"B01J","2693",.028535
"B01J","2891",.0708356
"B01J","4100",.1464478
"B01L","2411",.3506107
"B01L","2413",.0330888
"B01L","2429",.032264
"B01L","2520",.1077429
"B01L","2610",.0926473
"B01L","2911",.1762896
"B01L","2919",.1749777
"B01L","4100",.0323791
"B02B","0111",.0275605
"B02B","1531",.9724395
"B02C","1511",.062941
"B02C","1531",.072909
"B02C","2893",.166655
"B02C","2915",.059682
"B02C","2925",.552197
"B02C","2930",.0856159
"B03B","1010",.3190004
"B03B","1310",.0247902
"B03B","1429",.0345765
"B03B","2915",.1006757
"B03B","4100",.38088
"B03B","9000",.1400772
"B03C","1010",.0376615
"B03C","2411",.0546728
"B03C","2693",.0358299
"B03C","2695",.0360469
"B03C","2891",.0465335
"B03C","2915",.3283241
"B03C","4100",.4205236
"B03C","9000",.0404077
"B03D","1010",.341298
"B03D","1429",.1645524
"B03D","2411",.0893216
"B03D","2412",.1210018
"B03D","4100",.2564379
"B03D","9000",.0273883
"B04B","2919",1
"B04C","2919",.0359621
"B04C","2930",.6994812
"B04C","4030",.0319264
"B04C","4100",.2326302
"B05B","2422",.6835002
"B05B","2911",.103243
"B05B","4100",.2132567
"B05C","2422",.711754
"B05C","2429",.2423752
"B05C","2911",.0458708
"B05D","2413",.1458703
"B05D","2422",.6781614
"B05D","2892",.1544237
"B05D","4100",.0215445
"B06B","0200",.0996422
"B06B","2413",.032305
"B06B","2429",.026367
"B06B","2693",.5864737
"B06B","2695",.0799791
"B06B","2720",.050202
"B06B","2911",.0741991
"B06B","2913",.0230632
"B06B","2923",.0277688
"B07B","1030",.0929587
"B07B","2010",.0991066
"B07B","2915",.3831762
"B07B","2924",.0405777
"B07B","2925",.3841808
"B07C","1513",.0591996
"B07C","2915",.9408004
"B08B","2411",.0275088
"B08B","2915",.0270425
"B08B","3699",.0987776
"B08B","4100",.8137938
"B08B","9000",.0328772
"B09B","2694",.0277145
"B09B","2914",.025762
"B09B","4100",.2579882
"B09B","4510",.4431197
"B09B","4550",.1390078
"B09B","9000",.1064077
"B09C","1020",.0813503
"B09C","1410",.0340716
"B09C","2411",.4206258
"B09C","2412",.0365191
"B09C","2693",.0391942
"B09C","2912",.0326273
"B09C","9000",.3556118
"B21B","2710",.6991737
"B21B","2731",.1644675
"B21B","2914",.0740948
"B21B","3520",.062264
"B21C","2710",.2983213
"B21C","2720",.0633647
"B21C","2891",.3436046
"B21C","2892",.0999303
"B21C","2899",.1206767
"B21C","2915",.0290267
"B21C","3691",.0450756
"B21D","2710",.1057812
"B21D","2812",.1143311
"B21D","2891",.5545644
"B21D","2899",.1080437
"B21D","2911",.0250924
"B21D","2922",.0921871
"B21F","2710",.263852
"B21F","2811",.0217206
"B21F","2891",.0609039
"B21F","2892",.0247032
"B21F","2893",.0234274
"B21F","2899",.3494117
"B21F","2913",.0864635
"B21F","2915",.0826382
"B21F","2926",.0645876
"B21F","3692",.0222918
"B21G","2710",.3043625
"B21G","2891",.1177282
"B21G","2892",.0394567
"B21G","2899",.232518
"B21G","2915",.0961778
"B21G","2922",.1591284
"B21G","2926",.0506284
"B21H","2710",.0544408
"B21H","2891",.1166711
"B21H","2913",.4217259
"B21H","2919",.1811951
"B21H","2922",.0720649
"B21H","2926",.1539023
"B21J","2710",.047306
"B21J","2891",.1118236
"B21J","2911",.2901993
"B21J","2913",.0466158
"B21J","2922",.4695108
"B21J","2926",.0345446
"B21K","2710",.2231801
"B21K","2891",.4017938
"B21K","2899",.0588969
"B21K","2911",.0266888
"B21K","2913",.2079676
"B21K","2922",.0814728
"B21L","2913",.0700969
"B21L","3592",.0623062
"B21L","3691",.8675969
"B22C","2411",.0515011
"B22C","2692",.2379319
"B22C","2693",.2865612
"B22C","2710",.0223964
"B22C","2720",.0866882
"B22C","2731",.0424888
"B22C","2732",.1018851
"B22C","2891",.106544
"B22C","2892",.0357544
"B22C","2911",.0282489
"B22D","2692",.0265345
"B22D","2710",.1312125
"B22D","2720",.0305881
"B22D","2731",.1619338
"B22D","2732",.0713849
"B22D","2891",.047944
"B22D","2923",.5304021
"B22F","2693",.0801029
"B22F","2710",.2103485
"B22F","2720",.2880265
"B22F","2891",.207424
"B22F","2892",.0694196
"B22F","2914",.022682
"B22F","3691",.1219967
"B23B","2922",.4624335
"B23B","2926",.4660114
"B23B","3691",.071555
"B23C","2892",.0491412
"B23C","2922",.5370415
"B23C","2926",.2237898
"B23C","3691",.1900275
"B23D","2893",.9601241
"B23D","3691",.0398759
"B23F","2913",.5424515
"B23F","2922",.3010806
"B23F","2926",.1564679
"B23G","2913",.0682871
"B23G","2922",.2903357
"B23G","2926",.6166333
"B23G","3691",.0247439
"B23H","2710",.0380414
"B23H","2720",.1353211
"B23H","2891",.0241098
"B23H","2892",.1802462
"B23H","2899",.0239173
"B23H","2911",.0735803
"B23H","2922",.3795888
"B23H","2926",.0871415
"B23H","3691",.0580536
"B23K","2710",.2257103
"B23K","2720",.1304086
"B23K","2891",.0499911
"B23K","2892",.5938901
"B23P","2710",.1293522
"B23P","2891",.084361
"B23P","2892",.0822475
"B23P","2893",.0454388
"B23P","2911",.3612029
"B23P","2913",.0706392
"B23P","2915",.0717616
"B23P","2922",.0466211
"B23P","2926",.0238452
"B23P","3691",.0845306
"B23Q","2922",.7646789
"B23Q","2926",.2353211
"B24B","2411",.0677507
"B24B","2893",.0228833
"B24B","2913",.0246917
"B24B","2922",.6288553
"B24B","2926",.1911903
"B24B","2930",.0646288
"B24C","2411",.3160439
"B24C","2422",.0511947
"B24C","2610",.0526925
"B24C","2710",.1636216
"B24C","2911",.0272732
"B24C","2912",.0257491
"B24C","2915",.1305355
"B24C","2919",.2328896
"B24D","2413",.0327287
"B24D","2429",.0673161
"B24D","2693",.0270069
"B24D","2699",.4224789
"B24D","2720",.0408999
"B24D","2892",.1760416
"B24D","2893",.1842145
"B24D","2922",.0230448
"B24D","2926",.0262686
"B25B","2893",.6874397
"B25B","2911",.0461294
"B25B","2913",.1661287
"B25B","2926",.1003022
"B25C","2911",.7564334
"B25C","2913",.0299977
"B25C","2922",.213569
"B25D","2893",.032037
"B25D","2911",.5235057
"B25D","2913",.1103943
"B25D","2922",.1778802
"B25D","2926",.1561828
"B25F","2893",.6220161
"B25F","2913",.0712919
"B25F","2922",.1636023
"B25F","2926",.0456879
"B25F","3140",.0974018
"B25G","2893",1
"B25H","2029",.0318414
"B25H","2520",.0488238
"B25H","2695",.0438751
"B25H","2893",.4166902
"B25H","2922",.1120215
"B25H","3410",.0258148
"B25H","3591",.0699563
"B25H","5020",.1474779
"B25H","5040",.1034991
"B25J","2913",.0874854
"B25J","2929",.9125146
"B26B","2893",.9720861
"B26B","9302",.0279139
"B26D","2101",.1340175
"B26D","2893",.7188531
"B26D","2915",.0400989
"B26D","2925",.0835931
"B26D","2929",.0234374
"B26F","1730",.0262691
"B26F","2101",.502726
"B26F","2109",.0433301
"B26F","2520",.057488
"B26F","2710",.0342082
"B26F","2893",.3015323
"B26F","2929",.0344462
"B27B","2010",.7642308
"B27B","2029",.0536354
"B27B","2893",.1821337
"B27C","2010",.1631122
"B27C","2022",.027422
"B27C","2023",.0312709
"B27C","2029",.3697761
"B27C","2893",.078683
"B27C","2922",.181629
"B27C","2926",.1481069
"B27D","2021",.9717754
"B27D","2429",.0282246
"B27F","2010",.0266882
"B27F","2023",.0262319
"B27F","2029",.2463106
"B27F","2101",.413788
"B27F","2695",.0228756
"B27F","2893",.0329262
"B27F","2915",.0771605
"B27F","2922",.1088629
"B27F","2926",.045156
"B27G","2010",.1892846
"B27G","2021",.0823198
"B27G","2029",.1427155
"B27G","2893",.5856799
"B27H","2021",.0640275
"B27H","2023",.9359725
"B27J","2021",.0224186
"B27J","2023",.204943
"B27J","2029",.2622114
"B27J","2429",.1801388
"B27J","2695",.0791198
"B27J","2915",.0398902
"B27J","3610",.0610855
"B27J","3692",.0804972
"B27J","3699",.0696954
"B27K","2010",.0356053
"B27K","2021",.0351073
"B27K","2023",.1122454
"B27K","2029",.0884328
"B27K","2411",.1131348
"B27K","2412",.0718814
"B27K","2413",.0416314
"B27K","2421",.4559177
"B27K","4030",.0460438
"B27L","2010",.2414597
"B27L","2022",.0600273
"B27L","2023",.1178985
"B27L","2029",.3601929
"B27L","2893",.2204217
"B27M","2010",.1276112
"B27M","2021",.0911784
"B27M","2022",.2070746
"B27M","2023",.0408134
"B27M","2029",.3816256
"B27M","2429",.0441253
"B27M","2915",.0392253
"B27M","2922",.0228976
"B27M","3610",.0454487
"B27N","2010",.4535823
"B27N","2021",.3935625
"B27N","2023",.0389092
"B27N","2429",.029274
"B27N","2915",.0259077
"B27N","4030",.0587644
"B28B","2693",.1903341
"B28B","2694",.0628545
"B28B","2695",.7468113
"B28C","2694",.4691128
"B28C","2695",.505843
"B28C","2915",.0250443
"B28D","2695",.0599133
"B28D","2696",.8795045
"B28D","2699",.0238805
"B28D","2893",.0367016
"B29B","1722",.0480075
"B29B","2411",.0444695
"B29B","2413",.4653699
"B29B","2519",.0252042
"B29B","2520",.3293864
"B29B","2911",.0238835
"B29B","2915",.0397177
"B29B","2929",.0239612
"B29C","1730",.0367661
"B29C","2413",.1558234
"B29C","2429",.0672384
"B29C","2519",.0411203
"B29C","2520",.5806529
"B29C","2929",.0952116
"B29C","3311",.0231871
"B29D","1730",.0222384
"B29D","2413",.0231572
"B29D","2511",.7201248
"B29D","2519",.0660103
"B29D","3320",.1684693
"B29K","1730",.0795374
"B29K","2413",.5876561
"B29K","2429",.0553904
"B29K","2519",.0892984
"B29K","2520",.1881177
"B29L","1730",.0693518
"B29L","2413",.126132
"B29L","2429",.0846922
"B29L","2519",.0585917
"B29L","2520",.6282026
"B29L","3320",.0330298
"B30B","1541",.0766412
"B30B","2101",.0277257
"B30B","2710",.0488069
"B30B","2891",.054542
"B30B","2911",.1545777
"B30B","2913",.2258306
"B30B","2915",.056815
"B30B","2922",.3550608
"B31B","2101",.1480004
"B31B","2109",.0750193
"B31B","2429",.1770435
"B31B","2520",.3822636
"B31B","2915",.1104584
"B31B","2929",.1072148
"B31C","2101",.6025184
"B31C","2109",.0488255
"B31C","2429",.2293009
"B31C","2926",.0651399
"B31C","2929",.0542153
"B31D","2101",.4473585
"B31D","2109",.0418931
"B31D","2429",.2272164
"B31D","2520",.0487862
"B31D","2929",.2347458
"B31F","1554",.03029
"B31F","2101",.6450577
"B31F","2109",.178812
"B31F","2429",.0938131
"B31F","2929",.0520273
"B32B","1730",.1228964
"B32B","2101",.0461913
"B32B","2413",.324447
"B32B","2429",.3328017
"B32B","2520",.0382671
"B32B","2610",.1353965
"B33Y","2695",.0593933
"B33Y","2921",.9058347
"B33Y","3311",.034772
"B41B","2101",.0615681
"B41B","2221",.326887
"B41B","2222",.0607581
"B41B","2429",.0221797
"B41B","2929",.0224178
"B41B","3000",.0860946
"B41B","3320",.4200948
"B41C","2222",1
"B41D","2029",.2357531
"B41D","2109",.0390726
"B41D","2222",.2957917
"B41D","2413",.0464001
"B41D","2422",.0244492
"B41D","2429",.1310443
"B41D","9214",.2274889
"B41F","1721",.3036535
"B41F","2101",.0219244
"B41F","2109",.0531671
"B41F","2222",.2138431
"B41F","2929",.4074118
"B41G","1721",.5703573
"B41G","2101",.0409485
"B41G","2109",.0934464
"B41G","2222",.0682705
"B41G","2929",.2269773
"B41J","2101",.4528007
"B41J","2109",.5008535
"B41J","2221",.0443568
"B41J","7250",.001989
"B41K","2101",.1039849
"B41K","2109",.1142481
"B41K","2221",.2344349
"B41K","2222",.3243951
"B41K","2519",.1113093
"B41K","2929",.1116277
"B41L","2101",.1739352
"B41L","2109",.4490385
"B41L","2929",.3770262
"B41M","2101",.424922
"B41M","2109",.258048
"B41M","2222",.0325599
"B41M","2413",.2012225
"B41M","2422",.0541405
"B41M","2429",.0291071
"B41N","1721",.2464565
"B41N","2222",.7535435
"B41P","1721",.3872323
"B41P","2109",.0283155
"B41P","2222",.3145953
"B41P","2929",.269857
"B42B","2101",.2111277
"B42B","2109",.0914527
"B42B","2222",.5748852
"B42B","2929",.1225344
"B42C","2101",.1186849
"B42C","2109",.0343891
"B42C","2221",.0273069
"B42C","2222",.5322517
"B42C","2429",.2354392
"B42C","2915",.0235029
"B42C","2929",.0284252
"B42D","2101",.3586435
"B42D","2109",.1831854
"B42D","2222",.0786696
"B42D","2429",.3558377
"B42D","2520",.0236638
"B42F","2101",.5126667
"B42F","2109",.3571234
"B42F","2429",.0584396
"B42F","2520",.0717703
"B42P","2101",.3285714
"B42P","2109",.3085465
"B42P","2221",.0712526
"B42P","2222",.1132531
"B42P","2429",.1783764
"B43K","3699",1
"B43L","2101",.0368492
"B43L","3699",.9631509
"B43M","2101",.3620058
"B43M","2109",.281384
"B43M","2429",.121272
"B43M","2915",.2032678
"B43M","3699",.0320705
"B44B","2891",.0319969
"B44B","2922",.0689517
"B44B","3691",.7775679
"B44B","9214",.1214835
"B44C","1730",.0432177
"B44C","2101",.1917878
"B44C","2109",.0709435
"B44C","2221",.0419172
"B44C","2413",.0344957
"B44C","2422",.1738184
"B44C","2429",.3282194
"B44C","2520",.0317126
"B44C","2610",.0547097
"B44C","2696",.0291779
"B44D","2422",1
"B44F","2029",.0762655
"B44F","2101",.0461173
"B44F","2221",.0511054
"B44F","2413",.0288576
"B44F","2422",.3610059
"B44F","2429",.0855334
"B44F","2520",.0455721
"B44F","2610",.213648
"B44F","2696",.0918948
"B60B","2511",.0538559
"B60B","2893",.0224103
"B60B","2926",.0266812
"B60B","3410",.0638786
"B60B","3592",.8072247
"B60B","3599",.0259492
"B60C","2511",1
"B60D","2921",.0318471
"B60D","3420",.9681529
"B60F","2913",.0214478
"B60F","2921",.039887
"B60F","3420",.0467385
"B60F","3511",.30821
"B60F","3512",.2002876
"B60F","3520",.3609052
"B60F","3530",.0225239
"B60G","2911",.036801
"B60G","3410",.154894
"B60G","3420",.2346039
"B60G","3430",.5737011
"B60H","2919",.0367352
"B60H","3410",.9045708
"B60H","3420",.0234375
"B60H","3430",.0352565
"B60J","2520",.0389035
"B60J","2610",.124017
"B60J","3410",.4917921
"B60J","3420",.186684
"B60J","3430",.1586034
"B60K","2913",.6060976
"B60K","2921",.0218888
"B60K","3140",.0240196
"B60K","3410",.2386457
"B60K","3430",.1093484
"B60L","2913",.0441412
"B60L","3110",.0466739
"B60L","3140",.7085083
"B60L","3410",.0670404
"B60L","3520",.1336363
"B60M","3410",.0491785
"B60M","3520",.5484298
"B60M","6021",.4023916
"B60N","1912",.0821488
"B60N","2913",.0457721
"B60N","3410",.7689252
"B60N","3420",.027712
"B60N","3430",.0225256
"B60N","3610",.0529163
"B60P","2915",.0455773
"B60P","3420",.8910713
"B60P","3512",.0633514
"B60Q","1912",.0265028
"B60Q","3120",.0226497
"B60Q","3140",.025686
"B60Q","3150",.0721124
"B60Q","3410",.3587448
"B60Q","3420",.26364
"B60Q","3430",.1744299
"B60Q","3591",.0562345
"B60R","1912",.1663817
"B60R","2919",.0708788
"B60R","3410",.467347
"B60R","3420",.0800683
"B60R","3430",.2153242
"B60S","2519",.0887481
"B60S","2610",.0788693
"B60S","2913",.0459161
"B60S","3410",.5049062
"B60S","3420",.2033746
"B60S","3699",.0781857
"B60T","2911",.2602071
"B60T","2922",.2281353
"B60T","3410",.1085492
"B60T","3420",.1279915
"B60T","3430",.2226897
"B60T","3520",.0524273
"B60V","3512",.9091958
"B60V","3530",.0908042
"B60W","2913",.6538787
"B60W","3140",.0322467
"B60W","3410",.1963402
"B60W","3430",.1175344
"B60Y","2913",.421332
"B60Y","2921",.1263299
"B60Y","3140",.070835
"B60Y","3410",.0456311
"B60Y","3591",.335872
"B61B","2913",.0324439
"B61B","2915",.2263691
"B61B","3410",.0763172
"B61B","3520",.2173515
"B61B","6021",.330288
"B61B","6023",.1172303
"B61C","2913",.0517384
"B61C","3520",.9482616
"B61D","3520",1
"B61F","3520",1
"B61G","3520",1
"B61H","3520",1
"B61J","2915",.0506884
"B61J","3420",.0321544
"B61J","3520",.8953151
"B61J","6021",.0218421
"B61K","3520",1
"B61L","3520",1
"B62B","3410",.0569394
"B62B","3599",.9192898
"B62B","3699",.0237708
"B62C","1912",.9416917
"B62C","2893",.0583083
"B62D","2913",.0472062
"B62D","2921",.1323103
"B62D","3410",.17761
"B62D","3420",.5996853
"B62D","3430",.0431883
"B62H","3591",.2178591
"B62H","3592",.7821409
"B62J","3591",.4144462
"B62J","3592",.5855537
"B62K","2893",.0456694
"B62K","3591",.3279009
"B62K","3592",.6264296
"B62L","1920",.0329363
"B62L","3591",.0207517
"B62L","3592",.946312
"B62M","2913",.0528535
"B62M","3592",.9471465
"B63B","3511",.1454124
"B63B","3512",.8050038
"B63B","4100",.0495837
"B63C","3511",.1308732
"B63C","3512",.8691268
"B63G","2927",.3841573
"B63G","3511",.0557779
"B63G","3512",.248653
"B63G","3530",.0257929
"B63G","4100",.2856189
"B63H","3512",.9672341
"B63H","4100",.0327659
"B63J","3511",.0484836
"B63J","3512",.8309308
"B63J","4100",.1205856
"B64B","3530",1
"B64C","3530",1
"B64D","3530",.9979815
"B64D","6210",.0010092
"B64D","6220",.0010092
"B64F","3530",1
"B64G","3530",1
"B65B","2101",.0403335
"B65B","2520",.1431491
"B65B","2915",.6294338
"B65B","2919",.0673751
"B65B","2925",.0593543
"B65B","2929",.0603542
"B65C","1554",.02572
"B65C","2101",.0360234
"B65C","2109",.0961143
"B65C","2221",.0417878
"B65C","2429",.5920627
"B65C","2915",.1806848
"B65C","2929",.027607
"B65D","1552",.0489206
"B65D","2101",.1013563
"B65D","2109",.0454287
"B65D","2429",.1196812
"B65D","2520",.6268599
"B65D","2695",.0266603
"B65D","2812",.031093
"B65F","2101",.0989441
"B65F","2520",.5541392
"B65F","2695",.027857
"B65F","2893",.0433628
"B65F","2899",.023301
"B65F","2915",.135796
"B65F","3420",.0866626
"B65F","3720",.0299374
"B65G","2915",1
"B65H","2101",.6460868
"B65H","2109",.1459915
"B65H","2915",.1039871
"B65H","2926",.0276329
"B65H","2929",.0763017
"B66B","2913",.1345451
"B66B","2915",.8654549
"B66C","2915",1
"B66D","2913",.1326789
"B66D","2915",.8673211
"B66F","2893",.8492296
"B66F","2913",.0255394
"B66F","2915",.1252311
"B67B","1552",.5845706
"B67B","1553",.0412763
"B67B","2520",.0405391
"B67B","2893",.0441595
"B67B","2926",.0391289
