isic_rev3_3,cpc4,probability_weight
"271","C23C",.038456
"271","C23D",.0005268
"271","F27M",.0001376
"271","H02K",.0254288
"271","Y02W",.074049
"272","B22D",.0250604
"272","B22F",.0407554
"272","B23H",.0024074
"272","B23K",.0600669
"272","C04B",.0310342
"272","C22B",.1946449
"272","C22C",.0533018
"272","C22F",.0099044
"272","C23C",.1893961
"272","C23F",.0218786
"272","C23G",.006031
"272","C25B",.0406426
"272","C25C",.0954865
"272","C25D",.1101559
"272","C25F",.0049512
"272","G21G",.0002389
"272","Y02E",.036062
"272","Y02W",.0374714
"272","Y10T",.0405102
"273","B21B",.0769646
"273","B22C",.0154058
"273","B22D",.4815961
"273","C21C",.10284
"273","C21D",.0976446
"273","C22C",.2041344
"273","F05C",.0205122
"273","F23H",.0009023
"281","D06F",.0450722
"281","F01K",.0721514
"281","F22B",.6855091
"281","F22D",.0195142
"281","F28G",.0143037
"281","H01L",.0526452
"281","Y02E",.1108042
"289","B05D",.0081134
"289","B21C",.0182438
"289","B21D",.0624395
"289","B21F",.0024576
"289","B21G",.0003408
"289","B21K",.0041456
"289","B23D",.0652341
"289","B23K",.1128225
"289","B24D",.011293
"289","B25F",.0077372
"289","B25G",.0240836
"289","B26B",.2417867
"289","B26D",.0279305
"289","B66F",.0229031
"289","C09C",.003134
"289","C23C",.0934995
"289","C25D",.0453221
"289","H01L",.1292178
"289","H05K",.033078
"289","Y10T",.0862172
"291","B04B",.0127979
"291","B21H",.0008909
"291","B25C",.0046117
"291","B25D",.0053229
"291","B30B",.0048103
"291","B65G",.0799937
"291","B66B",.0114778
"291","B66C",.0253324
"291","B66D",.0143743
"291","F01B",.0073302
"291","F01C",.0061742
"291","F01D",.0390235
"291","F01L",.052826
"291","F01M",.0113566
"291","F02B",.0723179
"291","F02C",.018319
"291","F02D",.0565396
"291","F02F",.0146375
"291","F02G",.0038988
"291","F02M",.0505432
"291","F03C",.001173
"291","F04B",.0395811
"291","F04C",.0165595
"291","F05D",.0196768
"291","F15B",.0205609
"291","F16C",.0150253
"291","F16D",.0763716
"291","F16F",.0264339
"291","F16H",.1755055
"291","F16J",.0175258
"291","F23R",.0105065
"291","F27D",.0083557
"291","Y02T",.0422024
"291","Y10T",.0379436
"292","A01B",.0870736
"292","A01D",.1931284
"292","A01F",.0246155
"292","B21J",.0014981
"292","B23B",.0399212
"292","B23C",.0048978
"292","B23F",.0034652
"292","B23G",.0017598
"292","B23Q",.1234696
"292","B24B",.0333592
"292","B25J",.0099267
"292","B33Y",.0000131
"292","B41F",.0359547
"292","D01H",.0513482
"292","D04B",.0514671
"292","F41A",.2081791
"292","F41B",.0036349
"292","F41C",.0469252
"292","F41F",.0031221
"292","F41G",.047781
"292","F41H",.0058419
"292","F41J",.0012284
"292","F42B",.0213892
"293","A47J",.0608791
"293","A47L",.2894589
"293","B04C",.0030532
"293","D06F",.1882641
"293","F24C",.0499749
"293","F24H",.0235705
"293","F25B",.0252046
"293","F25D",.2526207
"293","H05B",.046435
"293","Y02B",.0229955
"293","Y02E",.0375434
"300","G06C",.0005511
"300","G06F",.6321376
"300","G06Q",.0912945
"300","G06T",.0367035
"300","G11B",.0702398
"300","H04L",.1442064
"300","H04N",.024867
"311","H02K",.221673
"311","H02P",.778327
"312","H01H",.6391033
"312","H01R",.3608967
"313","G02B",.8466311
"313","H01B",.0949075
"313","H01R",.0344974
"313","H02G",.023964
"314","B60L",.0366631
"314","G21H",.000344
"314","H01M",.5699084
"314","H02J",.2398802
"314","Y02E",.1146628
"314","Y02T",.0385414
"315","F21H",.0000262
"315","F21K",.0038625
"315","F21L",.2522929
"315","F21S",.0554394
"315","F21V",.5003114
"315","F21W",.0404634
"315","F21Y",.0556376
"315","H01K",.0660984
"315","Y02B",.0258683
"319","F02N",.2482525
"319","F02P",.3500403
"319","H01F",.0173384
"319","H01T",.3843688
"321","G01R",.037621
"321","G05F",.0085456
"321","G09G",.0993156
"321","G11C",.0630421
"321","H01L",.4883134
"321","H01R",.0596913
"321","H03F",.0093544
"321","H03K",.0372364
"321","H05K",.1968802
"322","C09H",.0001756
"322","F16M",.0132295
"322","G08B",.0228886
"322","H04H",.5607985
"322","H04N",.4029078
"323","H03G",.019007
"323","H03J",.0265332
"323","H04B",.0226599
"323","H04K",.0005108
"323","H04M",.1196302
"323","H04N",.1175157
"323","H04R",.6588329
"323","H04S",.0353103
"331","A61B",.4438348
"331","A61M",.0973754
"331","A61N",.0656152
"331","G01F",.0573116
"331","G01K",.0269808
"331","G01L",.0097829
"331","G01N",.075472
"331","G01R",.0404357
"331","G01S",.1207556
"331","H02M",.0218672
"331","H02N",.0086768
"331","H05G",.031892
"332","B82B",.0000298
"332","B82Y",.004929
"332","F21S",.0333786
"332","G01B",.0253454
"332","G01J",.0275466
"332","G01Q",.0100188
"332","G03B",.4813722
"332","G11B",.0463891
"332","H01J",.0339217
"332","H01S",.0617522
"332","H04N",.2753167
"333","G04B",.0901795
"333","G04C",.0194804
"333","G04D",.003087
"333","G04F",.0132609
"333","G04G",.0456033
"333","G04R",.0052976
"333","G06F",.056724
"333","G09G",.0290445
"333","G11C",.1500558
"333","H03B",.0042134
"333","H03C",.0012259
"333","H03D",.0062953
"333","H03H",.0062187
"333","H03K",.1465577
"333","H03L",.2094537
"333","H03M",.0388769
"333","H04J",.0743145
"333","H04L",.07753
"333","H04N",.0225808
"341","B60G",.0302802
"341","B60H",.085062
"341","B60J",.1010795
"341","B60K",.0494124
"341","B60N",.1850836
"341","B60Q",.0318613
"341","B60R",.2478218
"341","B60S",.0285788
"341","B60T",.0275785
"341","B60W",.0293383
"341","B62B",.0610904
"341","B62D",.0956343
"341","C10H",.0000395
"341","Y02T",.0271393
"342","B60D",.4259095
"342","B60G",.0312397
"342","B60J",.0261358
"342","B60P",.2456979
"342","B60R",.0289206
"342","B60T",.02215
"342","B62D",.2199464
"343","B60G",.246015
"343","B60J",.0715065
"343","B60K",.0496645
"343","B60Q",.0339821
"343","B60R",.2504632
"343","B60T",.1241068
"343","B60W",.038525
"343","B62D",.0510109
"343","E05B",.0505202
"343","F16D",.0557322
"343","Y02T",.0284736
"351","B60F",.0029165
"351","B60V",.0064185
"351","B63B",.5932738
"351","B63C",.0841603
"351","B63G",.0023098
"351","B63H",.3024426
"351","B63J",.0074018
"351","E02C",.0010768
"352","B61C",.0136603
"352","B61D",.1862578
"352","B61F",.2343886
"352","B61G",.0703157
"352","B61H",.0331753
"352","B61J",.0039806
"352","B61K",.0466665
"352","B61L",.2454148
"352","E01B",.1661403
"353","B64B",.0226238
"353","B64C",.437702
"353","B64D",.3383935
"353","B64F",.0749178
"353","B64G",.0675999
"353","F02K",.0108137
"353","F03H",.0012681
"353","G01W",.0008962
"353","G05D",.0172688
"353","G08G",.0285161
"359","B60B",.019569
"359","B62B",.0408244
"359","B62H",.0853742
"359","B62J",.3203056
"359","B62K",.3181383
"359","B62L",.0367222
"359","B62M",.1790663
"361","A47B",.2527092
"361","A47C",.5875055
"361","A47D",.0391601
"361","A47F",.0456435
"361","A61G",.0728139
"361","B68G",.0021676
"369","A63B",.2170232
"369","A63C",.0941672
"369","A63F",.3218747
"369","A63H",.3376458
"369","B21L",.0004349
"369","B43K",.0180127
"369","B43L",.0063824
"369","B68F",.0000228
"369","C30B",.0044362
"371","A23N",.0251365
"371","B02C",.8222679
"371","C12M",.072652
"371","F16P",.0799436
"372","A61C",.0345631
"372","B01D",.0935752
"372","B03B",.0372751
"372","B03C",.0154659
"372","B07B",.0364802
"372","B07C",.1331451
"372","B09B",.0270309
"372","B24C",.0224348
"372","B65F",.0699194
"372","C01D",.0219288
"372","C02F",.0860412
"372","C10F",.0899042
"372","C10J",.0320474
"372","F23G",.2532363
"372","F23J",.0055717
"372","F26B",.0101728
"372","G01G",.0052328
"372","Y10S",.0259752
"401","F03B",.0135483
"401","F03D",.012155
"401","F05B",.0181958
"401","G08C",.0273252
"401","H02H",.0979335
"401","H02S",.0070599
"401","H04B",.0615786
"401","H05C",.0003202
"401","H05F",.0003835
"401","H05H",.005001
"401","Y02B",.1770729
"401","Y02E",.4412719
"401","Y02T",.1381541
"402","C01B",.0231427
"402","F17C",.2804574
"402","F23C",.0174604
"402","F23D",.0840106
"402","F25J",.5649341
"402","Y02T",.0299949
"403","C01B",.0509943
"403","C10G",.031172
"403","C10J",.0320887
"403","F01D",.0266342
"403","F01K",.1169203
"403","F16T",.0248527
"403","F22B",.1835553
"403","F22G",.0214403
"403","F23L",.0027059
"403","F23M",.0006535
"403","F23N",.0076709
"403","F24D",.1001647
"403","F24H",.0533451
"403","F24J",.0069385
"403","F28B",.0271875
"403","F28D",.0139278
"403","F28F",.0046833
"403","G21C",.0157707
"403","G21D",.0084233
"403","Y02B",.0817705
"403","Y02E",.1891004
"410","A01G",.0363237
"410","B01B",.0001856
"410","B01D",.0857446
"410","B05B",.0221327
"410","B08B",.0352765
"410","B63B",.0340806
"410","C02F",.571343
"410","E01H",.0014334
"410","E02B",.0365971
"410","E03B",.0221159
"410","E03C",.0464251
"410","E03D",.0661158
"410","E03F",.0219399
"410","F01P",.0094956
"410","F15C",.0000481
"410","F16K",.0107423
"451","B81B",.0031705
"451","B81C",.0043667
"451","E02D",.0428242
"451","E02F",.1043569
"451","E21D",.0077818
"451","H01L",.8375
"452","E01D",.1133926
"452","E01F",.0328502
"452","E02D",.0641348
"452","E04B",.3074744
"452","E04C",.040881
"452","E04F",.0644865
"452","E04H",.0336365
"452","H04L",.0261961
"452","H04W",.037075
"452","Y02B",.2422032
"452","Y02E",.0376696
"453","E04D",.0166799
"453","F28C",.0126898
"453","H01Q",.0114397
"453","H02B",.0108596
"453","H04L",.4560115
"453","H04Q",.0386623
"453","H04W",.0617772
"453","Y02B",.2097297
"453","Y02E",.1821503
"454","A47H",.0399626
"454","B60J",.1127284
"454","B60R",.0403509
"454","E04B",.0295608
"454","E04F",.1589932
"454","E05B",.0389254
"454","E05C",.0184109
"454","E05D",.0513633
"454","E05F",.026609
"454","E05Y",.0889141
"454","E06B",.2418359
"454","Y02B",.04863
"454","Y02E",.0602577
"454","Y10T",.043458
"455","B09B",1
"501","B60R",.027788
"501","F16N",.0923737
"501","G05G",.116774
"501","G06Q",.7630643
"502","B23P",.0261873
"502","B25B",.0255273
"502","B25H",.3251885
"502","B60K",.0308817
"502","B60R",.0943022
"502","B60S",.1549042
"502","B62D",.0846206
"502","F01N",.0072021
"502","G07C",.081326
"502","Y02T",.16986
"504","B25H",.1528458
"504","B62H",.0356769
"504","B62J",.4901361
"504","B62K",.165693
"504","F02B",.0249228
"504","F02M",.1307254
"505","F17C",.0627597
"505","F17D",.0232245
"505","G06Q",.5817121
"505","G07F",.3323037
"511","G06Q",1
"512","A23L",.3661491
"512","A47F",.6338509
"513","G06Q",1
"514","A47B",.2690207
"514","A47F",.1909333
"514","G06Q",.540046
"515","G06Q",.9376566
"515","G09B",.0623434
"519","G06Q",.9704095
"519","G09B",.0295905
"521","A47F",1
"522","A23N",1
"523","G06F",.1592936
"523","G06Q",.8407064
"526","G06F",.5135212
"526","G06Q",.2862032
"526","G07C",.2002756
"551","A23C",.0846892
"551","A47K",.0447231
"551","A63G",.1080909
"551","E04B",.0477715
"551","E04H",.2895969
"551","E05B",.0349431
"551","E05G",.0239116
"551","E06C",.0024485
"551","F24F",.0674974
"551","G06Q",.0535183
"551","G07C",.0846929
"551","G07F",.065655
"551","G08B",.0320323
"551","G09B",.0604295
"552","A46B",.0047205
"552","A47J",.0544575
"552","E05B",.0631523
"552","G01D",.0251455
"552","G01P",.0123847
"552","G06M",.0023799
"552","G07D",.1748601
"552","G11B",.6628996
"602","B60M",.1772367
"602","B60P",.0246207
"602","B61B",.6912625
"602","B61D",.0254094
"602","E21F",.0814706
"603","C10L",.0401403
"603","E21B",.0585644
"603","F04D",.0081926
"603","F15D",.0005755
"603","F16L",.0334488
"603","F17C",.0435718
"603","F17D",.7006153
"603","F23K",.1148912
"611","B63B",.462979
"611","E02B",.13009
"611","F03G",.0145848
"611","F04F",.0070809
"611","G21Y",.0089846
"611","H01M",.3762808
"621","B64D",1
"622","B64D",1
"630","G01C",.0285666
"630","G06Q",.9094549
"630","G08G",.0619785
"641","G07B",1
"642","H04L",.0489248
"642","H04T",.0000777
"642","H04W",.9509975
"651","B42D",.1448561
"651","G07F",.241724
"651","G09B",.61342
"659","G06Q",1
"660","G06Q",1
"671","G06Q",.9734307
"671","G07F",.0265693
"672","G06Q",1
"701","G06Q",1
"702","G06Q",.9399329
"702","G07C",.0600672
"722","G06F",.678251
"722","G06Q",.0892148
"722","G09C",.0002537
"722","H04L",.1694073
"722","H04M",.0288135
"722","H04W",.0340597
"723","G06F",.1430194
"723","G06Q",.0995171
"723","H04H",.2238222
"723","H04L",.3168405
"723","H04M",.0319901
"723","H04N",.1021189
"723","H04Q",.0354212
"723","H04W",.0472706
"724","G06F",.0933324
"724","G06Q",.6797742
"724","H04L",.2025757
"724","H04M",.0243177
"725","B41J",.645248
"725","G06F",.2417325
"725","G06K",.0149896
"725","G06Q",.0393968
"725","G07F",.0459536
"725","G07G",.0126795
"729","G06F",.9323039
"729","H04L",.0676961
"731","G01C",.0377444
"731","G03H",.2284299
"731","Y04S",.7338257
"741","G06F",.0636535
"741","G06Q",.3399607
"741","G07B",.5590727
"741","G07F",.0373131
"742","G01M",.4644159
"742","G01N",.2710331
"742","G05B",.0284615
"742","G06E",.0023279
"742","G06F",.1805485
"742","G06J",.0027214
"742","G06Q",.0504916
"743","G06Q",.9155662
"743","G09F",.0844338
"749","G03D",.9285233
"749","G06Q",.0714767
"751","B60Y",.0021064
"751","C08C",.0069775
"751","F23B",.0194451
"751","G06Q",.7934042
"751","G09F",.0370181
"751","H04M",.0784458
"751","H04W",.0626029
"752","H04L",.027135
"752","H04M",.3396149
"752","H04Q",.0223125
"752","H04W",.6109375
"753","G06G",.0237461
"753","G06Q",.9532647
"753","H04L",.0229893
"801","A47J",.7482256
"801","G06Q",.2517744
"802","A41D",.0414015
"802","A45D",.9585984
"803","G06Q",1
"809","A41D",.0414015
"809","A45D",.9585984
"851","A61B",.6220844
"851","A61C",.0562675
"851","A61F",.1081796
"851","A61G",.0844413
"851","A61H",.0420441
"851","A61M",.0334394
"851","A61N",.0249961
"851","C07D",.0260283
"851","G06D",.0025194
"853","A01K",.7486647
"853","A62B",.0632191
"853","A62C",.0823454
"853","G06Q",.1057709
"900","B01D",.1823574
"900","B01F",.0144941
"900","B03B",.0332994
"900","B08B",.0250129
"900","C02F",.7148079
"900","Y10S",.0300281
"911","Y10S",1
"921","A63G",.0980996
"921","A63J",.0847524
"921","B41D",.0002061
"921","B44B",.0023443
"921","G11B",.0386609
"921","H04H",.0436971
"921","H04N",.7322395
"922","H04L",.9665055
"922","H04N",.0334945
"923","A01M",.4446685
"923","A01N",.0238584
"923","A47F",.2371279
"923","A63J",.103008
"923","B44C",.0027005
"923","G09B",.0360531
"923","G09F",.0269291
"923","H04B",.0568285
"923","H04N",.0384418
"923","H05B",.0303843
"924","A63B",.8598676
"924","A63F",.0722223
"924","A63K",.0006115
"924","G07F",.0672985
"930","A45D",.2652887
"930","A61H",.7012837
"930","B26B",.0334276
"950","A01G",.0690665
"950","A01K",.0618922
"950","A47G",.0333412
"950","A61G",.0246148
"950","A61J",.0472852
"950","G06N",.074061
"950","G08B",.1722163
"950","G09B",.3233808
"950","G12B",.0005365
"950","H04L",.0788209
"950","H04M",.1147847
"990","A41D",.0392777
"990","A61B",.0259672
"990","C08F",.0982987
"990","C08K",.0354169
"990","C09K",.043617
"990","G01H",.3299952
"990","G01N",.2496826
"990","H04L",.139926
"990","Y10S",.0378189
