isic_rev3_3,cpc3,probability_weight
"722","G06",.8007567
"722","H04",.1992434
"723","G06",.3017568
"723","G07",.0235998
"723","H04",.6746435
"724","G06",.7300404
"724","H04",.2699596
"725","B41",.4733948
"725","G06",.4452445
"725","G07",.0503872
"725","H04",.0309735
"729","G06",.9712533
"729","H04",.0287467
"731","Y04",1
"741","G06",.4821317
"741","G07",.4967645
"741","G08",.0211038
"742","G01",.5818787
"742","G05",.0289133
"742","G06",.3892081
"743","G06",.8715156
"743","G09",.1284844
"749","G03",.5056343
"749","G06",.277288
"749","G07",.0656752
"749","G08",.1514025
"751","C08",.0340047
"751","C09",.0272417
"751","E04",.074165
"751","G06",.5011679
"751","G08",.0665974
"751","G09",.0548285
"751","H04",.2419948
"752","G08",.048804
"752","H04",.951196
"753","G06",.9170936
"753","H04",.0829064
"801","A47",.8059481
"801","G06",.1940519
"802","A41",.0613203
"802","A45",.9386797
"803","G06",1
"809","A41",.0613203
"809","A45",.9386797
"851","A61",.9669508
"851","C07",.0330492
"853","A01",.3827847
"853","A61",.049225
"853","A62",.4959659
"853","G06",.0720244
"900","B01",.1557047
"900","B03",.0321771
"900","B08",.0251936
"900","B09",.0326517
"900","C02",.7199703
"900","Y10",.0343026
"911","Y10",1
"921","A63",.0426365
"921","G06",.0276957
"921","G11",.0570937
"921","H04",.872574
"922","H04",1
"923","A01",.2837059
"923","A47",.0725443
"923","A63",.0730913
"923","C12",.0392382
"923","G06",.0960576
"923","G09",.1357082
"923","H04",.2536673
"923","H05",.0459873
"924","A63",.9350161
"924","G07",.064984
"930","A45",.7495514
"930","A46",.0106366
"930","A61",.1159525
"930","B26",.1238595
"950","A01",.0997674
"950","A41",.0253432
"950","A47",.0463452
"950","A61",.0474429
"950","G06",.078122
"950","G08",.2660178
"950","G09",.1671388
"950","G12",.0014509
"950","H04",.2683719
"990","A41",.080809
"990","A42",.026613
"990","A61",.0376298
"990","C08",.1897811
"990","C09",.0344562
"990","F21",.0533616
"990","G01",.3594828
"990","G06",.0286332
"990","G11",.0226554
"990","H04",.1185767
"990","Y10",.0480012
