isic_rev3_2,cpc2,probability_weight
"01","A0",.6721478
"01","A2",.2557839
"01","Y0",.0720683
"02","G0",1
"05","A0",.8090347
"05","A2",.0706411
"05","Y0",.1203242
"10","B0",.1207393
"10","C1",.615584
"10","E2",.0220035
"10","Y0",.2416731
"11","E2",1
"12","C2",.5263305
"12","E2",.4501019
"12","G2",.0235677
"13","C2",.7180903
"13","Y0",.2819097
"14","B0",.106058
"14","C0",.1939224
"14","C1",.4264223
"14","E2",.2735973
"15","A0",.1172808
"15","A2",.8233731
"15","C1",.059346
"16","A2",1
"17","A4",.0783728
"17","D0",.7637598
"17","D1",.1053336
"17","Y1",.0525337
"18","A4",.7646507
"18","D0",.1685334
"18","D1",.0358833
"18","Y1",.0309326
"19","A4",.7941854
"19","A6",.027186
"19","B6",.1339241
"19","F1",.0229234
"19","Y1",.021781
"20","A4",.0422653
"20","B2",.243547
"20","B3",.0314315
"20","D2",.0373532
"20","E0",.5690513
"20","Y1",.0763519
"21","B4",.3105155
"21","B6",.0467449
"21","D2",.6427396
"22","B4",.9766298
"22","G0",.0233702
"23","B0",.0651018
"23","C0",.0466529
"23","C1",.7741885
"23","F0",.0248633
"23","Y0",.0891935
"24","A6",.1931238
"24","B0",.0517148
"24","C0",.6691459
"24","C1",.0855194
"24","C4",.0004962
"25","A4",.0643245
"25","A6",.0286236
"25","B2",.2380898
"25","B3",.0439006
"25","B6",.38
"25","F1",.0966114
"25","Y0",.0376528
"25","Y1",.1107973
"26","B2",.0297264
"26","C0",.2529353
"26","E0",.4204584
"26","F2",.0279649
"26","G0",.0336412
"26","H0",.0983987
"26","Y0",.0713825
"26","Y1",.0654926
"27","B2",.0759879
"27","C2",.787626
"27","E0",.0216547
"27","Y0",.0764985
"27","Y1",.0382329
"28","B0",.0287897
"28","B2",.3814174
"28","B6",.0348107
"28","C2",.1655106
"28","E0",.0290177
"28","H0",.2096091
"28","Y0",.0272357
"28","Y1",.1236092
"29","A0",.0275525
"29","B2",.0651568
"29","B6",.1485344
"29","F0",.3231738
"29","F1",.2211462
"29","F2",.0668219
"29","F4",.0304554
"29","Y0",.0663222
"29","Y1",.0508368
"30","G0",.7622306
"30","G1",.1168398
"30","H0",.1209296
"31","B6",.0260135
"31","F0",.0308846
"31","F2",.0262777
"31","G0",.0310811
"31","H0",.5122172
"31","Y0",.3735259
"32","G0",.0856153
"32","G1",.042978
"32","H0",.8714067
"33","A6",.1346003
"33","G0",.4786829
"33","G1",.0789187
"33","H0",.3077981
"34","B6",.9238322
"34","F1",.0508032
"34","Y1",.0253646
"35","B6",.9773914
"35","G0",.0226086
"36","A4",.7048924
"36","A6",.2560907
"36","C3",.0053851
"36","Y1",.0336318
"37","A6",.0503285
"37","B0",.5799936
"37","B6",.0273588
"37","C0",.1684029
"37","C1",.0501004
"37","F2",.0709705
"37","Y1",.0528452
"40","C1",.0422422
"40","E2",.0280365
"40","F0",.0672609
"40","F2",.3816257
"40","G2",.0258652
"40","Y0",.4549696
"41","A2",.0323939
"41","B0",.3195814
"41","C0",.3730874
"41","E0",.085836
"41","E2",.0370635
"41","F0",.0380518
"41","F2",.0234784
"41","Y1",.0905078
"45","B8",.0056217
"45","E0",.137335
"45","H0",.8570433
"50","B2",.0423324
"50","B6",.535938
"50","F0",.0834873
"50","F1",.0432766
"50","G0",.1501789
"50","Y0",.1447867
"51","G0",1
"52","A4",.038186
"52","G0",.9396068
"52","G1",.0222071
"55","A2",.02444
"55","A4",.1040708
"55","E0",.205342
"55","F2",.0500262
"55","G0",.2116801
"55","G1",.4044408
"60","B0",.0963115
"60","B6",.0876932
"60","C1",.0620094
"60","E2",.5546122
"60","F1",.1721089
"60","F2",.0272649
"61","A0",.1048668
"61","B6",.2848532
"61","E0",.1584967
"61","G2",.0952551
"61","H0",.3565282
"62","B6",1
"63","G0",1
"64","G0",.0222482
"64","H0",.9777519
"65","G0",1
"66","G0",1
"67","G0",1
"70","G0",1
"72","G0",.8316811
"72","H0",.1683189
"73","G0",.3266793
"73","Y0",.6733208
"74","G0",1
"75","G0",.2480485
"75","H0",.7519515
"80","A4",.9752591
"80","G0",.0247409
"85","A6",1
"90","A6",.0508694
"90","B0",.6296123
"90","C0",.2118356
"90","Y1",.1076827
"91","Y1",1
"92","A6",.8357096
"92","G0",.0685933
"92","G1",.0457461
"92","H0",.0499511
"93","A4",.4449004
"93","A6",.5168979
"93","B2",.0382017
"95","A0",.2041864
"95","A4",.134363
"95","A6",.1129272
"95","G0",.3559029
"95","H0",.1926205
"99","A6",.0801556
"99","C0",.2240604
"99","G0",.4482436
"99","G1",.0511707
"99","H0",.0855738
"99","Y1",.1107959
