cpc3,isic_rev3_3,probability_weight
"E05","261",.046167
"E05","289",.0399634
"E05","291",.1422602
"E05","292",.0391419
"E05","341",.284821
"E05","342",.0379399
"E05","343",.3151641
"E05","454",.0242919
"E05","551",.0334552
"E05","552",.0367953
"E06","202",.1374847
"E06","252",.2365612
"E06","261",.4464934
"E06","269",.057676
"E06","271",.023907
"E06","281",.0443204
"E06","291",.0273717
"E06","454",.0261856
"E21","112",.4752811
"E21","269",.0851677
"E21","271",.0270572
"E21","291",.1733997
"E21","292",.0613128
"E21","403",.0381755
"E21","410",.139606
"F01","291",.8766544
"F01","403",.096486
"F01","410",.0268597
"F02","291",.6902601
"F02","319",.3097399
"F03","291",.6602139
"F03","401",.0347436
"F03","410",.3050424
"F04","112",.0544389
"F04","291",.8966683
"F04","410",.0488928
"F05","291",.9027508
"F05","353",.0346667
"F05","403",.0413675
"F05","410",.0212149
"F15","291",1
"F16","251",.0225828
"F16","252",.0230462
"F16","271",.0225072
"F16","291",.8688902
"F16","341",.032678
"F16","343",.0302955
"F17","232",.0267299
"F17","402",.9211776
"F17","603",.0520926
"F21","315",.8548083
"F21","332",.1451918
"F22","281",.4511708
"F22","403",.4977746
"F22","410",.0510547
"F23","269",.0499393
"F23","291",.4786423
"F23","293",.0425674
"F23","402",.2867001
"F23","403",.142151
"F24","261",.0267831
"F24","269",.0290971
"F24","291",.0457966
"F24","293",.4897636
"F24","331",.03125
"F24","403",.3773095
"F25","291",.0280038
"F25","293",.8243644
"F25","402",.0859073
"F25","410",.0617245
"F26","171",.0449749
"F26","173",.0905982
"F26","201",.0245135
"F26","202",.0730553
"F26","210",.068945
"F26","269",.0244916
"F26","291",.1486487
"F26","403",.2519557
"F26","410",.272817
"F27","269",.1870372
"F27","271",.2004049
"F27","291",.6125579
"F28","252",.0317279
"F28","269",.0379281
"F28","271",.0227117
"F28","281",.0422437
"F28","289",.0307465
"F28","291",.3966036
"F28","341",.0285577
"F28","403",.4094808
"F41","292",1
"F42","242",.7192654
"F42","292",.2807346
"G01","020",.0692637
"G01","300",.0359044
"G01","321",.0327515
"G01","331",.6202939
"G01","332",.1852647
"G01","353",.023925
"G01","410",.025896
"G01","742",.0067009
"G02","241",.0754782
"G02","242",.0353045
"G02","261",.4003449
"G02","313",.4888723
"G03","222",.0552194
"G03","241",.110581
"G03","332",.8341995
"G04","333",1
"G05","291",.0228626
"G05","292",.1256202
"G05","300",.1688301
"G05","321",.0302863
"G05","331",.3826296
"G05","353",.1815847
"G05","410",.0252293
"G05","501",.0001592
"G05","722",.062798
"G06","300",.6830858
"G06","333",.0320648
"G06","511",.0317448
"G06","513",.0000325
"G06","515",.0001301
"G06","519",.0001787
"G06","523",.0000325
"G06","659",.0028382
"G06","660",.0041199
"G06","672",.0014532
"G06","701",.0000325
"G06","722",.2360083
"G06","724",.0050931
"G06","729",.0021996
"G06","753",.00096
"G06","803",.000026
"G07","210",.0594706
"G07","291",.0244775
"G07","300",.1158557
"G07","505",.0046075
"G07","526",.0135321
"G07","641",.1066173
"G07","651",.0017155
"G07","671",.0166791
"G07","702",.0001958
"G07","722",.0333392
"G07","741",.2597232
"G07","924",.3637864
"G08","300",.0978777
"G08","314",.0859377
"G08","322",.0173568
"G08","323",.079504
"G08","331",.139487
"G08","332",.1207205
"G08","341",.0287439
"G08","353",.3416919
"G08","630",.0041799
"G08","741",.0274795
"G08","749",.0373445
"G08","751",.0017993
"G08","752",.0077963
"G08","950",.010081
"G09","210",.0269488
"G09","300",.1077952
"G09","321",.6936935
"G09","333",.1679657
"G09","743",.0032039
"G09","923",.0003928
"G10","191",.0570372
"G10","202",.4555536
"G10","221",.0071904
"G10","251",.0870483
"G10","252",.1347613
"G10","289",.1121834
"G10","291",.1015008
"G10","314",.0447249
"G11","292",.0277486
"G11","300",.3296271
"G11","321",.1192202
"G11","332",.1208048
"G11","333",.3647808
"G11","552",.0378185
"G12","233",.0218337
"G12","252",.0284732
"G12","261",.0338331
"G12","269",.0337763
"G12","291",.0458483
"G12","292",.0653774
"G12","315",.0268801
"G12","331",.3127808
"G12","332",.3721843
"G12","341",.0235708
"G12","353",.035442
"G21","172",.0252851
"G21","241",.0900546
"G21","269",.1555953
"G21","271",.1585221
"G21","272",.0454582
"G21","273",.0464098
"G21","291",.0409757
"G21","403",.3895108
"G21","410",.0481885
"H01","241",.0433893
"H01","261",.029286
"H01","289",.0732194
"H01","312",.0340694
"H01","314",.115564
"H01","321",.4777418
"H01","332",.0283404
"H01","451",.1983896
"H02","271",.0316757
"H02","311",.4729336
"H02","314",.4080335
"H02","331",.0873572
"H03","321",.1154622
"H03","331",.1122335
"H03","333",.7723043
"H04","223",.0000342
"H04","300",.1989571
"H04","323",.2985477
"H04","331",.0318156
"H04","332",.164236
"H04","333",.1156596
"H04","642",.0709256
"H04","722",.0843603
"H04","921",.0353262
"H04","922",.0001376
"H05","261",.0236431
"H05","269",.0327142
"H05","289",.0518484
"H05","293",.0530822
"H05","321",.8084956
"H05","331",.0302165
"Y02","233",.0283694
"Y02","241",.0584983
"Y02","261",.0271075
"Y02","269",.0408208
"Y02","271",.0798405
"Y02","272",.0309192
"Y02","291",.1467361
"Y02","293",.0696646
"Y02","314",.288406
"Y02","331",.0337147
"Y02","401",.0278847
"Y02","403",.1650791
"Y02","453",.002959
"Y04","300",.1967307
"Y04","314",.1551978
"Y04","331",.1758916
"Y04","332",.025863
"Y04","333",.0370728
"Y04","361",.1156066
"Y04","722",.0658427
"Y04","723",.0154597
"Y04","731",.183826
"Y04","741",.028509
"Y10","173",.1204464
"Y10","252",.0493818
"Y10","261",.0513655
"Y10","269",.0651463
"Y10","271",.0524987
"Y10","272",.0593031
"Y10","289",.1284094
"Y10","291",.1864339
"Y10","292",.0754404
"Y10","300",.0269567
"Y10","369",.038083
"Y10","410",.1463631
"Y10","911",.0001717
