cpc3,isic_rev3_2,probability_weight
"B67","29",.1695939
"B67","41",.307563
"B68","17",.3190881
"B68","18",.052521
"B68","19",.4239827
"B68","25",.0264984
"B68","36",.1779098
"B81","24",.094353
"B81","26",.0861383
"B81","28",.0867564
"B81","32",.1869224
"B81","33",.0204308
"B81","45",.5253991
"B82","24",.3450644
"B82","26",.0299886
"B82","28",.0931861
"B82","32",.0511961
"B82","33",.4805648
"C01","23",.0534022
"C01","24",.319977
"C01","28",.0586094
"C01","40",.2237785
"C01","41",.3442329
"C02","41",.9334589
"C02","90",.0665411
"C03","26",1
"C04","24",.0533128
"C04","26",.8971751
"C04","27",.0495121
"C05","01",.03517
"C05","24",.8239004
"C05","41",.1409296
"C06","24",1
"C07","24",.9513219
"C07","41",.0486781
"C08","24",.954377
"C08","41",.045623
"C09","21",.0225873
"C09","24",.929689
"C09","26",.0248929
"C09","28",.0228307
"C10","23",.8590267
"C10","24",.0862456
"C10","40",.0547276
"C11","15",.0515674
"C11","24",.9484326
"C12","15",.7394192
"C12","24",.2288684
"C12","41",.0317123
"C13","01",.0797463
"C13","15",.9202537
"C14","15",.0225983
"C14","17",.0247816
"C14","18",.3480082
"C14","19",.1483891
"C14","24",.4249554
"C14","29",.0312676
"C21","27",.974885
"C21","29",.0251149
"C22","12",.0033143
"C22","13",.0250575
"C22","27",.9716282
"C23","24",.1163416
"C23","26",.0214136
"C23","27",.6067685
"C23","28",.2554762
"C25","24",.0832682
"C25","27",.6162841
"C25","28",.3004477
"C30","24",.2238417
"C30","26",.0764116
"C30","27",.0768468
"C30","28",.0813841
"C30","29",.1362025
"C30","36",.4053133
"C40","24",.9211693
"C40","26",.0254292
"C40","30",.0534015
"D01","17",.7731357
"D01","24",.1064066
"D01","29",.1204577
"D02","17",1
"D03","17",.9220621
"D03","19",.0389772
"D03","29",.0389607
"D04","17",.9665645
"D04","29",.0334355
"D05","17",.9764559
"D05","28",.0235441
"D06","17",.9247411
"D06","24",.0390834
"D06","29",.0361755
"D07","17",.1211307
"D07","24",.0857756
"D07","25",.5952767
"D07","26",.0908018
"D07","28",.0760439
"D07","29",.0309713
"D10","17",1
"D21","21",1
"E01","26",.6536088
"E01","27",.0776225
"E01","29",.0539079
"E01","35",.2148608
"E02","26",.233328
"E02","29",.0451675
"E02","41",.2617978
"E02","45",.4597067
"E03","41",1
"E04","20",.0903088
"E04","26",.8057294
"E04","27",.0801205
"E04","28",.0238414
"E05","26",.0571985
"E05","27",.0209073
"E05","28",.0457434
"E05","29",.2105436
"E05","34",.5908427
"E05","55",.0747646
"E06","20",.1553744
"E06","24",.0202211
"E06","25",.2604867
"E06","26",.4526993
"E06","27",.0324084
"E06","28",.0427833
"E06","29",.0360268
"E21","11",.4397919
"E21","26",.0660318
"E21","27",.0276924
"E21","29",.2474059
"E21","40",.0591117
"E21","41",.1599663
"F01","29",.8640485
"F01","40",.102972
"F01","41",.0329795
"F02","29",.9250335
"F02","31",.0749666
"F03","29",.616817
"F03","40",.0289891
"F03","41",.354194
"F04","11",.0529304
"F04","29",.8891771
"F04","41",.0578925
"F05","29",.8982524
"F05","35",.0215871
"F05","40",.0533539
"F05","41",.0268066
"F15","29",1
"F16","25",.0497516
"F16","27",.0264074
"F16","29",.8626237
"F16","34",.0612173
"F17","23",.0740104
"F17","24",.0286509
"F17","27",.0291829
"F17","29",.0469013
"F17","40",.6068738
"F17","41",.0251198
"F17","60",.189261
"F21","26",.0341884
"F21","31",.6304381
"F21","32",.0440729
"F21","33",.2913004
"F22","28",.063936
"F22","40",.8321849
"F22","41",.1038792
"F23","23",.0219678
"F23","26",.0538631
"F23","29",.5678535
"F23","40",.3563157
"F24","26",.0965989
"F24","27",.0221399
"F24","29",.2584839
"F24","33",.0401842
"F24","40",.582593
"F25","29",.6154972
"F25","40",.1413414
"F25","41",.2431614
"F26","15",.0306964
"F26","17",.1304713
"F26","20",.0940248
"F26","21",.0679217
"F26","24",.0238155
"F26","26",.0256355
"F26","29",.1498109
"F26","40",.2088559
"F26","41",.268768
"F27","26",.1616093
"F27","27",.2548747
"F27","29",.583516
"F28","25",.0373335
"F28","26",.035362
"F28","27",.041507
"F28","28",.0560411
"F28","29",.3953867
"F28","34",.0341221
"F28","40",.4002478
"F41","29",1
"F42","24",.7457535
"F42","25",.0245778
"F42","29",.2296687
"G01","02",.0753124
"G01","24",.0223361
"G01","30",.0390399
"G01","32",.0385049
"G01","33",.7966492
"G01","41",.0281575
"G02","24",.2883528
"G02","25",.0300983
"G02","26",.5797675
"G02","28",.0475995
"G02","31",.0541818
"G03","22",.1013132
"G03","24",.183322
"G03","33",.7153648
"G04","31",.0307461
"G04","33",.9692539
"G05","29",.1184158
"G05","30",.2285217
"G05","32",.0393445
"G05","33",.3816063
"G05","35",.1157718
"G05","41",.0341494
"G05","72",.0821905
"G06","30",.6683007
"G06","33",.0302771
"G06","51",.0313774
"G06","65",.0027025
"G06","66",.0040308
"G06","72",.2399101
"G06","74",.0234014
"G07","21",.0716326
"G07","29",.0356557
"G07","30",.1395487
"G07","33",.0311422
"G07","52",.0166294
"G07","55",.0453592
"G07","67",.0184349
"G07","70",.0001992
"G07","72",.0435762
"G07","74",.2538877
"G07","92",.3439342
"G08","30",.12626
"G08","31",.1082681
"G08","32",.0508448
"G08","33",.3419926
"G08","34",.0324582
"G08","35",.2179
"G08","63",.005392
"G08","72",.0273426
"G08","74",.0656483
"G08","75",.0108891
"G08","95",.0130042
"G09","21",.0298844
"G09","30",.119538
"G09","32",.719031
"G09","33",.1315465
"G10","19",.0502508
"G10","20",.4249744
"G10","25",.2310367
"G10","28",.1229557
"G10","29",.1194287
"G10","31",.0513536
"G11","30",.4280022
"G11","32",.1568323
"G11","33",.3863086
"G11","55",.0288568
"G12","25",.0244759
"G12","26",.0811795
"G12","29",.110874
"G12","32",.0240903
"G12","33",.7259682
"G12","34",.033412
"G21","24",.086463
"G21","26",.1775688
"G21","27",.2687671
"G21","29",.0450485
"G21","40",.3674072
"G21","41",.0547453
"H01","24",.0547087
"H01","26",.0493631
"H01","28",.081255
"H01","31",.1510521
"H01","32",.4428189
"H01","33",.0319701
"H01","45",.188832
"H02","27",.0395602
"H02","29",.031001
"H02","31",.7939529
"H02","32",.0262312
"H02","33",.1092547
"H03","32",.2609149
"H03","33",.7390851
"H04","30",.2884013
"H04","32",.1109198
"H04","33",.3656131
"H04","64",.0982174
"H04","72",.1368483
"H05","26",.0659176
"H05","28",.0602399
"H05","32",.8375646
"H05","33",.0362779
"Y02","23",.0235669
"Y02","24",.0569348
"Y02","26",.0745139
"Y02","27",.1217073
"Y02","29",.1969349
"Y02","31",.2828154
"Y02","33",.0316217
"Y02","40",.2119049
"Y04","30",.2106646
"Y04","31",.1492909
"Y04","32",.0208885
"Y04","33",.2332829
"Y04","36",.0657233
"Y04","72",.0797
"Y04","73",.196846
"Y04","74",.0436039
"Y10","17",.130204
"Y10","25",.061947
"Y10","26",.1039516
"Y10","27",.0924898
"Y10","28",.1145132
"Y10","29",.2298826
"Y10","30",.024166
"Y10","34",.032833
"Y10","35",.0231208
"Y10","36",.0555272
"Y10","41",.1312109
"Y10","91",.0001539
